premise,hypothesis,label,sample_index,lila_label,lila_script
"the referendum would be held at the same time as the vote to elect romania 's 35 representatives to the european parliament , as romania will join the european union in 2007 .",12 members of the european union use the euro instead of their own national currencies .,neutral,17,neutral,"members_in_eu_union_in_s1 = None
members_in_eu_union_in_s2 = 12


if members_in_eu_union_in_s1 is None or members_in_eu_union_in_s2 is None:
    print(""neutral"")
elif members_in_eu_union_in_s1 == members_in_eu_union_in_s2:
    print(""Entailment"")
elif members_in_eu_union_in_s1 != members_in_eu_union_in_s2:
    print(""contradiction"")"
"pakistan , which fought two of its three wars with india over kashmir , denies indian charges that it is arming separatists in the valley .",india and pakistan have fought three wars for the possession of kashmir .,neutral,20,neutral,"fought_war_s1 = None
fought_war_s2 = 3

if fought_war_s1 is None or fought_war_s2 is None:
   print('neutral')

elif fought_war_s1 == fought_war_s2:
   print('Entailment')

elif fought_war_s1 != fought_war_s2:
  print('contradiction')"
"the 8,568-meter mt . kanchenjunga , the third highest in the world , is located in the border area of nepal , india and china .",kanchenjunga is 8586 meters high .,neutral,21,neutral,"height_of_third_highest_peak_s1 = 8568
height_of_third_highest_peak_s2 = 8568

height_of_third_highest_peak_s1 = None
height_of_third_highest_peak_s2 = None

if height_of_third_highest_peak_s1 is None or height_of_third_highest_peak_s2 is None:
   print(""Neutral"")
elif height_of_third_highest_peak_s1 == height_of_third_highest_peak_s2 :
  print(""Entailment"")
elif height_of_third_highest_peak_s1 != height_of_third_highest_peak_s2 :
  print(""Contradiction"")"
"two members of the 2000 kanchenjunga expedition of south korea successfully scaled the 8,586m high mt . kanchenjunga via the south west face friday , according to the nepali tourism ministry .",kanchenjunga is 8586 meters high .,entailment,22,Entailment,"kanchen_ganga_s1=8586
kanchen_ganga_s2=8586
if kanchen_ganga_s1 is None or kanchen_ganga_s2 is None:
   print('neutral')
elif kanchen_ganga_s1 == kanchen_ganga_s2:
   print('Entailment')
elif kanchen_ganga_s1 != kanchen_ganga_s2:
   print('contradiction')
"
"the peak is 8,586 meters high .",kanchenjunga is 8586 meters high .,neutral,23,neutral,"peak_is_high_s1=None 
kanchenjunga_is_high_S2=8586

if peak_is_high_s1 is None or kanchenjunga_is_high_S2 is None:
   print('neutral')

elif peak_is_high_s1 == kanchenjunga_is_high_S2:
   print('Entailment')

elif peak_is_high_s1 != kanchenjunga_is_high_S2:
  print('contradiction')


"
"nearly seven meters in height , cassini will be carrying 12 separate packages of scientific instruments , as well as a probe , carrying six more bundles of sensors , which is to be dropped on to titan , saturn 's largest moon .",the moon titan has a diameter of 5100 kilometers .,neutral,24,neutral,"package_carrying_in_s1 = 12 
package_carrying_in_s2 = None
moon_dia_in_s1 = None
moon_dia_in_s2 = 5100

if package_carrying_in_s1 is None or package_carrying_in_s2 is None or moon_dia_in_s1 is None or moon_dia_in_s2 is None:
    print(""neutral"")
elif package_carrying_in_s1 == package_carrying_in_s2 and moon_dia_in_s1 == moon_dia_in_s2:
    print(""Entailment"")
elif package_carrying_in_s1 != package_carrying_in_s2 or moon_dia_in_s1 != moon_dia_in_s2:
    print(""contradiction"")"
the diameter of the moon cake is 2.1 meters .,"the terrestrial moon has a diameter of 3,746 kilometers .",neutral,25,neutral,"dia_of_moon_in_meters_in_s1 = 2.1
dia_of_moon_in_meters_in_s2 = None


if dia_of_moon_in_meters_in_s1 is None or dia_of_moon_in_meters_in_s2 is None:
    print(""neutral"")
elif dia_of_moon_in_meters_in_s1 == dia_of_moon_in_meters_in_s1:
    print(""Entailment"")
elif dia_of_moon_in_meters_in_s1 != dia_of_moon_in_meters_in_s1:
    print(""contradiction"")"
"with a diameter of 1,430 miles , pluto is less than half the size of any other planet and only two-thirds as big as earth 's moon .","the terrestrial moon has a diameter of 3,746 kilometers .",neutral,26,neutral,"dia_of_terrestial_in_s1 = None
dia_of_terrestial_in_s2 = 3746

if dia_of_terrestial_in_s1 is None or dia_of_terrestial_in_s2 is None:
    print(""neutral"")
elif dia_of_terrestial_in_s1 == dia_of_terrestial_in_s2:
    print(""Entailment"")
elif dia_of_terrestial_in_s1 != dia_of_terrestial_in_s2:
    print(""contradiction"")"
"with a diameter of 5,230 kilometers , ganymede is the largest satellite in the solar system - bigger than mercury and about three-fourths the size of mars .","the terrestrial moon has a diameter of 3,746 kilometers .",neutral,27,neutral,"diameter_in_km_s1 = None
diameter_in_km_s2 = 3746

if diameter_in_km_s1 is None or diameter_in_km_s2 is None:
   print('neutral')

elif diameter_in_km_s1 == diameter_in_km_s2:
   print('Entailment')

elif diameter_in_km_s1 != diameter_in_km_s2:
  print('contradiction')"
there were 12 original members of nato at the time of its founding .,the nato has 16 members .,neutral,28,neutral,"Original_members_s1=12
Original_members_s1=None
Original_members_s2=16
if Original_members_s1 is None or Original_members_s2 is None:
   print('neutral')
elif Original_members_s1 == Original_members_s2:
   print('Entailment')
elif Original_members_s1 != Original_members_s2:
   print('contradiction')
"
the 16 nato members and the 14 countries which used to form the rival warsaw pact agreed that there would be significantly less equipment permitted in the area of application in europe than there was under the original treaty .,the nato has 16 members .,entailment,29,Entailment,"nato_members_s1 = 16
nato_members_s2 = 16

if nato_members_s1 is None or nato_members_s2 is None:
   print('neutral')

elif nato_members_s1 == nato_members_s2:
   print('Entailment')

elif nato_members_s1 != nato_members_s2:
  print('contradiction')
"
"alluding to greece 's proposal , and other differences within the alliance , albright said `` there are a variety of ideas '' among the diverse 19 nato member nations .",the nato has 16 members .,neutral,30,neutral,"NATO_Members_s1=19
NATO_Members_s1=None
NATO_Members_s2=16
if NATO_Members_s1 is None or NATO_Members_s2 is None:
   print('neutral')
elif NATO_Members_s1 == NATO_Members_s2:
   print('Entailment')
elif NATO_Members_s1 != NATO_Members_s2:
   print('contradiction')"
the world 's population is set to reach a staggering 10bn by the middle of 21st century up from 5.7bn now .,the world population will probably reach over 10 billion in 2050 .,entailment,32,Entailment,"world_population_billion_s1 = 10
world_population_billion_s2 = 10
 
if world_population_billion_s1 is None or world_population_billion_s2 is None:
 print('neutral')

elif world_population_billion_s1 == world_population_billion_s2:
 print('Entailment')

elif world_population_billion_s1 != world_population_billion_s2:
 print('contradiction')"
"an estimated 100,000 ethnic slovaks , most of them living in the czech republic , have applied to relinquish their citizenship since czechoslovakia broke into separate states .","100,000 slovaks have applied to change citizenship .",entailment,36,Entailment,"Ethnic_Slovks_s1=100000
Ethnic_Slovks_s2=100000
if Ethnic_Slovks_s1 is None or Ethnic_Slovks_s2 is None:
    print(""neutral"")
elif Ethnic_Slovks_s1 == Ethnic_Slovks_s2:
    print(""Entailment"")
elif Ethnic_Slovks_s1 != Ethnic_Slovks_s2:
    print(""contradiction"")
"
"indonesia 's tin industry is expected to return to profit in 1992 with the dominant state-owned tin mine , tambang timah , having cut production costs by 25 per cent since 1990 .",indonesia cut tin production costs by 25 % .,neutral,37,neutral,"tin_production_costs_s1 = None
tin_production_costs_s2 = 25

if tin_production_costs_s1 is None or tin_production_costs_s2 is None:
   print('neutral')

elif tin_production_costs_s1 == tin_production_costs_s2:
   print('Entailment')

elif tin_production_costs_s1 != tin_production_costs_s2:
  print('contradiction')"
"the world court , or international court of justice ( icj ) , located in the hague , is made up of fifteen permanent judges plus two judges nominated by the parties involved in the dispute under consideration .",two judges of the icj are nominated by the parties involved .,entailment,40,Entailment,"judges_nominated_s1 = 2
judges_nominated_s2 = 2

if judges_nominated_s1 is None or judges_nominated_s2 is None:
   print('neutral')

elif judges_nominated_s1 == judges_nominated_s2:
   print('Entailment')

elif judges_nominated_s1 != judges_nominated_s2:
  print('contradiction')"
experts estimate that only 5 % to 10 % of stolen artworks ever finds its way back to the owners .,only 5 % to 10 % of stolen art ever gets returned to the owners .,entailment,41,Entailment,"experts_estimate_s1 = 5-10
experts_estimate_s2 = 5-10

if experts_estimate_s1 is None or experts_estimate_s2 is None:
    print(""Neutral"")
elif experts_estimate_s1 == experts_estimate_s2:
    print(""Entailment"")
elif experts_estimate_s1 != experts_estimate_s2:
    print(""Contradiction"")"
"a former executive of digital equipment corp. and two others pleaded guilty tuesday to siphoning nearly $ 300,000 from the computer company .","a former executive of digital equipment corp. siphoned nearly $ 300,000 from the company .",entailment,44,Entailment,"money_siphoned_in_s1 = 300000
money_siphoned_in_s2 = 300000

if money_siphoned_in_s1 is None or money_siphoned_in_s2 is None:
    print(""neutral"")
elif (money_siphoned_in_s1 == money_siphoned_in_s2) :
    print(""Entailment"")
elif money_siphoned_in_s1 != money_siphoned_in_s2:
    print(""contradiction"")"
"leona helmsley , the self-proclaimed queen of a luxury hotel chain , was sentenced tuesday to four years in federal prison .",leona helmsley was given a four year sentence .,entailment,45,Entailment,"Queen_of_a_luxury_hotel_chain__federal_prison_s1=4
Leona_helmsley_was_given_sentence_s2=4
if Queen_of_a_luxury_hotel_chain__federal_prison_s1 is None or Leona_helmsley_was_given_sentence_s2 is None:
    print(""neutral"")
elif Queen_of_a_luxury_hotel_chain__federal_prison_s1 == Leona_helmsley_was_given_sentence_s2:
    print(""Entailment"")
elif Queen_of_a_luxury_hotel_chain__federal_prison_s1 != Leona_helmsley_was_given_sentence_s2:
    print(""contradiction"")

"
"a specialist firm on the new york stock exchange was fined $ 480,350 for securities fraud by a judge who said he imposed the sentence as a deterrent .",one judge said that the nearly half million dollar fine he levied on a specialist firm on the new york stock exchange was done as a deterrent .,entailment,48,Entailment,"New_york_stock_exchange_s1=480350
New_york_stock_exchange_s2=480350
if New_york_stock_exchange_s1 is None or New_york_stock_exchange_s2 is None:
   print('neutral')
elif New_york_stock_exchange_s1 == New_york_stock_exchange_s2:
   print('Entailment')
elif New_york_stock_exchange_s1 != New_york_stock_exchange_s2:
   print('contradiction')




"
"defense secretary robert gates earlier this month recommended that the army 's troop strength be increased by 65,000 soldiers , to a total of 547,000 worldwide and the marines be increased by 27,000 to 202,000 .","the defense secretary suggested that the army 's troop should be increased to 547,000 soldiers .",entailment,50,Entailment,"increased_troop_strength_s1 = 547000
increased_troop_strength_s2 = 547000

if increased_troop_strength_s1 is None or increased_troop_strength_s2 is None:
   print('neutral')

elif increased_troop_strength_s1 == increased_troop_strength_s2:
   print('Entailment')

elif increased_troop_strength_s1 != increased_troop_strength_s2:
  print('contradiction')"
"more than 1,000 members of the russian and foreign media registered for the news conference , which has become an annual event .","more than 1,000 members from russia registered for the news conference .",neutral,51,neutral,"Registered_form_news_confernace_s1=1000
Registered_form_news_confernace_s1=None
Registered_form_news_confernace_s2=1000
if Registered_form_news_confernace_s1 is None or Registered_form_news_confernace_s2 is None:
   print('neutral')
elif Registered_form_news_confernace_s1 == Registered_form_news_confernace_s2:
   print('Entailment')
elif Registered_form_news_confernace_s1 != Registered_form_news_confernace_s2:
   print('contradiction')
"
"there were no immediate reports of injuries , and authorities said they found no signs of fires at any other church in greenville , which is about 75 miles east of raleigh .",greenville is located about 75 miles east of raleigh .,entailment,53,Entailment,"Church_in_greenville_s1=75
Church_in_greenville_s2=75
if Church_in_greenville_s1 is None or Church_in_greenville_s2 is None:
   print('neutral')
elif Church_in_greenville_s1 == Church_in_greenville_s2:
   print('Entailment')
elif Church_in_greenville_s1 != Church_in_greenville_s2:
   print('contradiction')
"
"last year the us saw exports of goods and services rise 12.8 % to $ 1.44 trillion , while its imports gained 10.5 % to $ 2.2 trillion , said the commerce department .",us exports rose 10.5 % .,neutral,54,neutral,"Goods_and_service_rise_s1=2.2
Goods_and_service_rise_s1=None
Goods_and_service_rise_s2=10.5

if Goods_and_service_rise_s1 is None or Goods_and_service_rise_s2 is None:
   print('neutral')
elif Goods_and_service_rise_s1 == Goods_and_service_rise_s2:
   print('Entailment')
elif Goods_and_service_rise_s1 != Goods_and_service_rise_s2:

  print('contradiction')



"
two persons were injured in dynamite attacks perpetrated this evening against two bank branches in this northwestern colombian city .,two persons perpetrated dynamite attacks in a northwestern colombian city .,neutral,56,neutral,"persons_injured_s1 = None
persons_injured_s2 = 2

if persons_injured_s1 is None or persons_injured_s2 is None:
   print('neutral')

elif persons_injured_s1 == persons_injured_s2:
   print('Entailment')

elif persons_injured_s1 != persons_injured_s2:
  print('contradiction')"
"the technical investigation commission has determined that some military were reportedly involved in the assassination of the six jesuits and their two maids , which took place at daybreak on the 16th of november , as reported by president alfredo cristiani on the 7th of january .",the assassination of the six jesuits and their two maids took place on the 7th of january .,neutral,58,neutral,"daybreak_s1 = 16
daybreak_s2 = None
 
if daybreak_s1 is None or daybreak_s2 is None:
 print('neutral')

elif daybreak_s1 > daybreak_s2:
 print('Entailment')

elif daybreak_s1 != daybreak_s2:
 print('contradiction')"
"some 420 people have been hanged in singapore since 1991 , mostly for drug trafficking , an amnesty international 2004 report said . that gives the country of 4.4 million people the highest execution rate in the world relative to population .",4.4 million people live in singapore .,entailment,59,Entailment,"singapore_population_million_s1 = 4.4
singapore_population_million_s2 = 4.4
 
if singapore_population_million_s1 is None or singapore_population_million_s2 is None:
 print('neutral')

elif singapore_population_million_s1 == singapore_population_million_s2:
 print('Entailment')

elif singapore_population_million_s1 != singapore_population_million_s2:
 print('contradiction')"
"specifically , the october 4 , 1994 earthquake ( as the october 12 , 1963 earthquake ) ocurred at the pacific side boundary of the kuril arc ( the south kuril islands ) of the okhotsk plate .",an earthquake occurred in 1994 .,entailment,60,Entailment,"earthquake_year_s1 = 1994
earthquake_year_s2 = 1994
 
if earthquake_year_s1 is None or earthquake_year_s2 is None:
 print('neutral')

elif earthquake_year_s1 == earthquake_year_s2:
 print('Entailment')

elif earthquake_year_s1 != earthquake_year_s2:
 print('contradiction')"
"this is good news for gaelic translators , as the eu will have to churn out official documents in this language , in addition to the 20 other official eu languages .",there are 21 official eu languages .,entailment,61,Entailment,"eu_lan_in_s1 = 20
eu_lan_in_s2 = 0
eu_lan_in_s2 < 21


if eu_lan_in_s1 is None or eu_lan_in_s2 is None:
    print(""neutral"")
elif eu_lan_in_s1 == eu_lan_in_s2 or eu_lan_in_s2 < 21:
    print(""Entailment"")
elif eu_lan_in_s1 != eu_lan_in_s2:
    print(""contradiction"")
"
cern has now grown to include 20 member states and enjoys the active participation of many other countries world-wide .,cern has 20 member states .,entailment,63,Entailment,"member_states_s1 = 20
member_states_s2 = 20

if member_states_s1 is None or member_states_s2 is None:
   print('neutral')

elif member_states_s1 == member_states_s2:
   print('Entailment')

elif member_states_s1 != member_states_s2:
  print('contradiction')"
"in rwanda there were on average 8,000 victims per day for about 100 days .","there were 800,000 victims of the massacres in rwanda .",entailment,64,Entailment,"Rwanda_victims_s1=8000
Rwanda_victims_s2=800000
if Rwanda_victims_s1 is None or Rwanda_victims_s2 is None:
   print('neutral')
elif Rwanda_victims_s1 == Rwanda_victims_s2:
   print('Entailment')
elif Rwanda_victims_s1 != Rwanda_victims_s2:
   print('contradiction')"
"this ( revised ) convention shall enter into force six months after the date on which four states , including at least three member states of the council of europe , have expressed their consent to be bound by the ( revised ) convention in accordance with the provisions of the preceding paragraphs .",the council of europe is made up by 3 member states .,neutral,67,neutral,"force_months_in_s1 = 6
force_months_in_s2 = None

if force_months_in_s1 is None or force_months_in_s2 is None:
    print(""neutral"")
elif force_months_in_s1 == force_months_in_s2:
    print(""Entailment"")
elif force_months_in_s1 != force_months_in_s2:
    print(""contradiction"")"
the first barbie doll was sold for $ 3 .,the first barbie cost 3 dollars .,entailment,68,Entailment,"barbie_prize_s1 = 3
barbie_prize_s2 = 3

if barbie_prize_s1 is None or barbie_prize_s2 is None:
   print('neutral')

elif barbie_prize_s1 == barbie_prize_s2:
   print('Entailment')

elif barbie_prize_s1 != barbie_prize_s2:
  print('contradiction')"
"the rock , which was returned from the moon in april 1972 by apollo 16 astronauts young and charlie duke , remains nasa property but is on extended loan for display at the burke baker planetarium theater located at the museum .",16 astronauts have been on the moon .,neutral,71,neutral,"astronauts_on_moon_s1 = 16
astronauts_on_moon_s2 = 16

astronauts_on_moon_s1 = None
astronauts_on_moon_s2 = None

if astronauts_on_moon_s1 is None or astronauts_on_moon_s2 is None:
   print(""Neutral"")
elif astronauts_on_moon_s1 < astronauts_on_moon_s2:
  print(""Entailment"")
elif astronauts_on_moon_s1 != astronauts_on_moon_s2:
  print(""Contradiction"")"
"denmark was one of three countries , along with sweden and britain , that opted not to join the euro currency system in its initial phase when it was launched in january 1999 .",sweden adopted the single european currency in 1999 .,neutral,72,neutral,"sweden_adopted_s1 = None
sweden_adopted_s2 = None
 
if sweden_adopted_s1 is None or sweden_adopted_s2 is None:
 print('neutral')

elif sweden_adopted_s1 > sweden_adopted_s2:
 print('Entailment')

elif sweden_adopted_s1 != sweden_adopted_s2:
 print('contradiction')"
"from its original 12 member states , cern has now grown to 20 , including a number of countries ( bulgaria , hungary , the czech and slovak republics , and poland ) of the new europe .",cern has 20 member states .,entailment,73,Entailment,"time_after_kerri_s1 = 60
time_after_kerri_s2 = 30

if time_after_kerri_s1 is None or time_after_kerri_s2 is None:
   print('neutral')

elif time_after_kerri_s1 > time_after_kerri_s2:
   print('Entailment')

elif time_after_kerri_s1 != time_after_kerri_s2:
  print('contradiction')"
"the european council is made up of the heads of state or government of the fifteen member states of the eu , the foreign ministers and the president of the commission . it must not be confused with the council of europe , which is an international organisation , nor with the council of the european union .",there are 15 member states in the council of europe .,neutral,74,neutral,"member_states_s1 = None
member_states_s2 = 15

if member_states_s1 is None or member_states_s2 is None:
   print('neutral')

elif member_states_s1 == member_states_s2:
   print('Entailment')

elif member_states_s1 != member_states_s2:
  print('contradiction')"
there are 360 million european citizens in 15 member states and yet we can not find just 20 men and women with the relevant professional competence and work experience to be commissioners .,there are 360 million european citizens .,entailment,75,Entailment,"european_citizens_s1 = 360
european_citizens_s2 = 360

if european_citizens_s1 is None or european_citizens_s2 is None:
   print('neutral')

elif european_citizens_s1 == european_citizens_s2:
   print('Entailment')

elif european_citizens_s1 != european_citizens_s2:
  print('contradiction')"
"monday , when the hearings begin , the palestinians will hold their demonstration during the same hours , and a 25-person counter-demonstration by israelis and jews will take place .",israelis will demonstrate and a counter-demonstration of 25 palestinians will be permitted as well .,neutral,76,neutral,"Person_counter_demonstraction_s1=25
Israelie_will_demonstrate_s2=None
if Person_counter_demonstraction_s1 is None or Israelie_will_demonstrate_s2 is None:
   print('neutral')
elif Person_counter_demonstraction_s1 == Israelie_will_demonstrate_s2:
   print('Entailment')
elif Person_counter_demonstraction_s1 != Israelie_will_demonstrate_s2:
   print('contradiction')

"
"still , violence continued : insurgents killed five u.s. soldiers , set off a suicide car bomb that killed four iraqi policemen in baghdad and targeted more polling sites across the country .","five us soldiers were killed , and at least 10 iraqis died in baghdad .",neutral,77,neutral,"killed_US_soldiers_s1 = None
killed_US_soldiers_s2 = 5

if killed_US_soldiers_s1 is None or killed_US_soldiers_s2 is None:
   print('neutral')

elif killed_US_soldiers_s1 == killed_US_soldiers_s2:
   print('Entailment')

elif killed_US_soldiers_s1 != killed_US_soldiers_s2:
  print('contradiction')"
"for the year , the dow rose 3 percent , while the s & p 500 index added 9 percent .","for the year , the dow gained 3 percent , the s & p rose 9 percent .",entailment,78,Entailment,"dow_gained_s1=3
dow_gained_s2=3
if dow_gained_s1 is None or dow_gained_s2 is None:
   print('neutral')
elif dow_gained_s1 == dow_gained_s2:
   print('Entailment')
elif dow_gained_s1 != dow_gained_s2:
   print('contradiction')"
"israeli helicopters shot two missiles at a car driving through the gaza strip on wednesday , killing three people , palestinian security sources said .",three militants from the islamic jihad group were killed when israeli helicopters fired missiles at a car in the gaza strip .,neutral,79,neutral,"killed_militants_s1 = None
killed_militants_s2 = 3

if killed_militants_s1 is None or killed_militants_s2 is None:
   print('neutral')

elif killed_militants_s1 == killed_militants_s2:
   print('Entailment')

elif killed_militants_s1 != killed_militants_s2:
  print('contradiction')"
"that was up from 3 percent in 2003 and marked the best showing since 1999 , when the economy grew by 4.5 percent .","that was up from 3 % in 2003 and marked the best showing since 1999 , when the growth was 4.5 % .",entailment,80,Entailment,"up_by_percentage_s1 = 3
up_by_percentage_s2 = 3

if up_by_percentage_s1 is None or up_by_percentage_s2 is None:
   print(""Neutral"")
elif up_by_percentage_s1 == up_by_percentage_s2 :
  print(""Entailment"")
elif up_by_percentage_s1 != up_by_percentage_s2 :
  print(""Contradiction"")"
"new voters also are less likely to be republicans ( 27 percent , compared with 36 percent of repeat voters ) and more apt to be liberals ( 28 percent vs. 17 percent ) .","among likely voters in this survey , 36 percent are democrats .",neutral,83,neutral,"total_stations_s1 = None
total_stations_s2 = 28

if total_stations_s1 is None or total_stations_s2 is None:
   print('neutral')

elif total_stations_s1 == total_stations_s2:
   print('Entailment')

elif total_stations_s1 != total_stations_s2:
  print('contradiction')"
"even as both sides appeared to make conciliatory moves , 11 militants and six army soldiers were killed in a four-hour gun battle in indian-administered kashmir .",a gun battle killed 17 people in indian-administered kashmir .,entailment,84,Entailment,"total_people_killed_s1 = 11+6
total_people_killed_s2 = 17

if total_people_killed_s1 is None or total_people_killed_s2 is None:
   print('neutral')

elif total_people_killed_s1 == total_people_killed_s2:
   print('Entailment')

elif total_people_killed_s1 != total_people_killed_s2:
  print('contradiction')"
"the average price of a gallon of gasoline has jumped a nickel over the past two weeks and is back near the record high set earlier this year , according to a national survey released sunday .",gas prices jumped 5 cents a gallon over the last two weeks .,entailment,85,Entailment,"average_price_s1 = 5
average_price_s2 = 5

if average_price_s1 is None or average_price_s2 is None:
   print('neutral')

elif average_price_s1 == average_price_s2:
   print('Entailment')

elif average_price_s1 != average_price_s2:
  print('contradiction')"
"employers created 144,000 new payroll jobs in august as the unemployment rate dipped to 5.4 percent , a modest improvement over the 5.5 percent jobless rate in july , the labor department reported friday .",the labor department said this sector has added nearly 1 of every 5 of the new jobs created during the last 12 months .,neutral,86,neutral,"payroll_jobs_s1 = 144000
payroll_jobs_s2 = None

if payroll_jobs_s1 is None or payroll_jobs_s2 is None:
   print('neutral')

elif payroll_jobs_s1 == payroll_jobs_s2:
   print('Entailment')

elif payroll_jobs_s1 != payroll_jobs_s2:
  print('contradiction')"
"a report from unaids , the joint united nations program on hiv/aids , released on tuesday , shows the number of adults and children living with hiv reached 39.4 million in 2004 .",there is an estimated 39.4 million people living with hiv .,entailment,91,Entailment,"number_of_people_with_hiv_s1 = 39.4
number_of_people_with_hiv_s2 = 39.4

if number_of_people_with_hiv_s1 is None or number_of_people_with_hiv_s2 is None:
    print(""Neutral"")
elif number_of_people_with_hiv_s1 == number_of_people_with_hiv_s2 :
    print(""Entailment"")
elif number_of_people_with_hiv_s1 != number_of_people_with_hiv_s2 :
    print(""Contradiction"")"
"two car bombs explode near a police station outside of baghdad 's green zone , killing seven police officers and wounding about 60 others .",a pair of car bombs explode near government offices in baghdad .,neutral,92,neutral,"Police_officers_wounding_s1=60
Pair_of_car_bomb_s2=None
if Police_officers_wounding_s1 is None or Pair_of_car_bomb_s2 is None:
   print('neutral')
elif Police_officers_wounding_s1 == Pair_of_car_bomb_s2:
   print('Entailment')
elif Police_officers_wounding_s1 != Pair_of_car_bomb_s2:
   print('contradiction')
"
