premise,hypothesis,label,sample_index
"Kimball narrowed that number down to slightly more than 200 potential jurors , according to The Salt Lake Tribune newspaper .",Report : Jury pool narrowed down to about 200,entailment,19
"Rovio is working on '' Angry Birds 2 , '' complete with more pigs",He also added that there will be a lot more of the pigs in '' Angry Birds 2 . '',entailment,20
"328 Lee Slattery , who held a two-stroke lead as he seeks his first European Tour title .",Fellow Englishman Lee Slattery leads by two strokes seeking first title,entailment,21
"Poll : Obama over 50 % in Florida , Ohio and Pennsylvania",A new poll shows Obama ahead in Ohio and two other battleground states,entailment,22
"Eleven individuals and eight policemen were injured , two seriously , the official Algerie Presse Service reported .","11 individuals , 8 police injured , Algeria 's official news agency reports",entailment,23
"Another guest speaker was Adeolu Akinyemi , a young man who runs Street Skills , an organization that rehabilitates 419 scammers .",Adeolu Adewunmi founded Street Skills to rehab former '' 419 '' email scammers,entailment,24
"Using mathematical algorithms , researchers estimate 1 in 38 children in South Korea have an autism spectrum disorder .",A new study estimates 1 in 38 South Korean children has some form of autism,entailment,25
"'' I 'm not even going to change my schedule because of it , '' Federer reflected on the possibility of regaining the number one spot .",Federer says he wo n't change schedule for chance to regain world No. 1 spot,entailment,26
"700 '' terrorists '' and their families flee Syria for Turkey , general says","He also has said 700 people , whom he described as terrorists , and their families had fled Syrian authorities for Turkey .",entailment,27
The Lion King 3D -- $ 29.3 mil,'' The Lion King 3D '' earned an estimated $ 29.3 million,entailment,28
Coover was 94,He was 94 .,entailment,29
Sammy Ofer was 89,He was 89 .,entailment,30
There are only three African-Americans on the 53-person police force .,"Of Ferguson 's 53 police officers , three are African-American",entailment,31
"Plans to build a $ 100 million , 13-story center have sparked an emotional debate .","The project includes the construction of a $ 100 million , 13-story community center",entailment,32
Eight other tickets won the $ 1 million Match 5 prize .,Eight tickets worth $ 1 million each were also sold,entailment,33
Authorities estimate the car contained 30-35 kilograms ( 66-77 lbs ) of explosive material .,An estimated 30-35 kilograms of explosives were used in the car bomb,entailment,34
"The association says there are 2,000 for-profit haunts across the country , plus another 1,000 houses run for charity .","About a third of the 3,000 houses in the United States benefit charity , group says",entailment,35
"'' Twenty-five others , including some players , are severely injured .","25 people are injured , a spokesman says",entailment,36
"The fighting ended with all seven attackers dead , Afghan officials said .","All seven militants are dead , authorities say",entailment,37
"Nadya Suleman , a single mother of 14 children , has set up a Web site asking for donations .",Nadya Suleman has created Web site to solicit donations to help support 14 kids,entailment,38
"Lance Armstrong 's appearance in Paisley , Scotland , saw around 200 people joining him on a bike ride .",A group of 200 people gathered in Paisley High Street to ride with Armstrong,entailment,39
Mycoskie had already started four other businesses by the time he got the idea for TOMS .,Blake Mycoskie had launched four other start-ups before creating TOMS,entailment,40
"Four babies have died from melamine-tainted infant formula and more than 52,000 children have fallen ill , Chinese authorities say .","Four infants in China dead , over 52,000 reported ill from tainted milk powder",entailment,42
Juventus ' nearest rivals AC Milan kept up the pressure with a 4-1 at Siena .,"AC Milan also win , defeating Siena 4-1",neutral,43
The bogey-free feat means Noh is the first player to complete 54 holes at the TPC Louisiana course without dropping a shot .,Korean is first golfer to achieve three consecutive unblemished rounds at TPC Louisiana course,entailment,44
"Proctor was also ordered to pay about $ 58,000 in restitution to two women he knifed in the throat , prosecutors said .",Proctor also has to pay money to two women who had their throats slashed,entailment,45
"Another death and 10 injuries occurred when troops shot at protesters marching toward the southern town of Al Sanameen , witnesses said .","One person is dead and 10 are wounded in Al Sanameen , witnesses say",entailment,46
"Nine companies will represent the UAE in the MSCI index , including property groups Aldar , Arabtec and Emaar .",Nine companies from UAE to be represented on MSCI Index,entailment,47
These will include an appearance by a Qatar-outfitted Boeing 787 Dreamliner -- the first time the much-delayed flagship has appeared in airline livery .,Boeing 's long-delayed 787 Dreamliner is expected to make an appearance in Qatar colors,neutral,48
It ended Lorenzo 's two-race winning streak and boosted Marquez 's overall advantage to a substantial 39 points with only four races remaining .,"With four races remaining , Marc Marquez leads the MotoGP standings by 39 points",entailment,49
Woods has been been on the Ryder Cup team seven times and has a record of 13-17-2 .,Tiger Woods has played in seven Ryder Cups,entailment,50
"Emmanuel Miller , 16 , and Zachary Watson , 17 are charged as adults , police said .",Two teen suspects charged as adults,entailment,51
The group said Hamas has executed at least three men '' convicted on the basis of ` confessions ' apparently obtained under torture . '',"Three executed men apparently confessed under torture , Human Rights Watch says",entailment,52
'' If that 's true ... the officer has to explain six shots .,"The officer will have to '' explain a reason for each of those six shots , '' a legal analyst says",entailment,53
It all started when a group of 10 physicians from across the country emailed a letter to Columbia University expressing disapproval that Oz is on the faculty .,Ten physicians across the country have banded together to tell Columbia they think having Oz on faculty is unacceptable,neutral,54
The new system will have two national semifinal games and a final .,"There will be two national semifinal games and a final , with teams selected by a committee",neutral,55
Already 30 House Democrats have said they will boycott the speech .,GOP 's Boehner invited Netanyahu ; 30 House Democrats say they will boycott the speech,entailment,56
The cases of TWA Flight 800 and Air France Flight 447 hint at the difficulties that might lie ahead .,TWA Flight 800 and Air France Flight 447 provide clues about what could happen next,entailment,57
"The photo of a tousle-haired , thinly goateed Tsarnaev is one the suspect posted online himself and has been picked up by other outlets .",The image is one Tsarnaev himself posted online ; it 's been published widely before,entailment,58
The Syria Human Rights Information Link told CNN that at least 11 people died in the western industrial city of Homs when security forces fired at crowds .,Clashes are reported in western city of Homs ; at least 11 are dead there,entailment,59
"See our gallery of the top twenty highest-paid footballers in the world , according to Forbes ''",Forbes magazine has released a list of the top 20 highest paid players,entailment,60
Six gunmen were killed in the police operation to retake the Ministry of Transport in northeast Baghdad .,"Iraqi police retake ministry building from gunmen , six of whom are killed",entailment,61
The agreement calls for $ 1.5 billion to be distributed among those who were part of the lawsuit .,"Under the finalized settlement , $ 1.5 billion will be distributed among individuals",entailment,62
Quezada has chosen a cash payment of his lottery prize that will amount to approximately $ 152 million after taxes .,The payment was taken from his after-tax prize of about $ 152 million,entailment,63
"Police have obtained a warrant to arrest Mesac Damas , 33 , on suspicion of six counts of first-degree murder .","Mesac Damas charged with first-degree murder in deaths of wife , 5 children",entailment,64
"Londoners had the highest incidence of the E. coli bacteria , which are associated with fecal matter , on their hands ( 28 % ) .",More than 1 in 4 Londoners ' hands have the E. coli bacteria,entailment,65
Cobb declined two requests from CNN to respond to the complaints .,Cobb declined two requests to speak with CNN for this report,entailment,66
"Three people were taken to hospitals , but officials could not immediately say why .",Three residents taken to hospital ; extent of injuries not known,entailment,68
"The rain-induced floods left nearly 800,000 people displaced , according to the Brazilian civil defense agency .","Nation 's civil defense agency says nearly 800,000 have been displaced",entailment,69
"In addition to the deaths , Bakayoko said , another 49 people were injured , two seriously .","Another 49 people are injured , Interior Minister Hamed Bakayoko says",entailment,70
"Drip by drip , Aguilar , 28 , watches as chemo enters her body to fight advanced-stage ovarian cancer .","Christina Aguilar , 28 , is getting treated for ovarian cancer",entailment,71
"Cholera has ravaged Zimbabwe , causing nearly 800 deaths and infecting more than 16,000 people , the World Health Organization says .","WHO says cholera outbreak has killed almost 800 , infected 16,000",entailment,72
Warrant lists eight counts of first-degree murder for Guy Heinze Jr. .,"Heinze 's son , Guy Heinze Jr. , 22 , faces eight counts of first-degree murder in the deaths .",entailment,73
Venezuela 's President says his country has arrested three air force generals accused of plotting a coup .,Venezuelan President Nicolas Maduro says three generals were arrested,entailment,74
Premier League leaders Manchester United survived a scare at third division Southampton before they scored a 2-1 win .,Manchester United come from behind to beat Southampton 2-1,entailment,75
"Fifty-two percent '' favor '' the war in Afghanistan , with 46 percent in opposition .",A majority of those polled -- 52 percent -- '' favor '' the war in Afghanistan,entailment,76
The International Labour Organization reports 12.3 million people are ` laboring in bondage ',"He added that according to estimates by the International Labour Organization , 12.3 million people worldwide are '' laboring in bondage . ''",entailment,77
"Rapiro also has 12 '' servo motors , '' which help it with mobility .","It has 12 ` servo motors , ' which increase its capacity for movement",entailment,78
"Samsung , however , built the Galaxy Note 10.1 from the ground up for pen use .","On the Saumsung Galaxy Note 10.1 tablet , the stylus pen is the key",entailment,79
Brad Henry declared a state of emergency for 31 counties .,Oklahoma governor declares emergency for 31 counties,entailment,80
The McKenzie County Sheriff 's Office said 12 to 15 RVs were destroyed at an RV park .,"12 to 15 recreational vehicles were destroyed , the local sheriff 's department says",entailment,81
"The study finds that while two-thirds of Latino voters support the Democrats , 22 percent back the Republican candidate .",Pew study : Nearly two-thirds of Latinos support Democrats ; 22 percent back GOP,entailment,82
But two senior National Transitional Council spokesmen said the report was unconfirmed and a third reportedly denied the claim .,Two NTC spokesmen say the report is not confirmed ; a third denies it,neutral,83
"Texan Gregory Rose , who 's uninsured , was diagnosed with leukemia at 23","He had leukemia , at 23 .",entailment,84
Second-placed Nancy celebrated their 40th anniversary with a 1-0 win over Girondins Bordeaux .,Nancy stay second by beating Bordeaux 1-0,neutral,85
The deal includes more than 100 recommendations dealing with virtually every aspect of the department .,Officials say it includes 100 far-ranging recommendations,entailment,86
( CNN ) -- The death of Hannover 96 and Germany goalkeeper Robert Enke from an apparent suicide has stunned the football world .,"Hannover and Germany international goalkeeper Robert Enke , 32 , dies in apparent suicide",neutral,87
"In a Facebook video posted by Megan Nolen , two women who say they are Nolen 's mother and sister apologize for his actions .",Two women saying they 're part of suspect 's family apologize in Facebook video,entailment,88
The State Department has offered a $ 5 million reward for his capture,"He was also wanted in the United States , and the State Department had offered a $ 5 million reward for his capture .",neutral,89
Three deaths had been confirmed as a result of the storm .,Officials say three people have died as a result of the storm,entailment,90
13 Sara Errani as the Italian came through 6-0 0-6 7-6 .,Italian world No. 13 Sara Errani wins epic encounter 6-0 0-6 7-6,neutral,91
"Four other workers were in serious condition , the agency said .","Four wounded staff members are in serious condition , the agency says",entailment,92
Dubois ' father is behind three assembly bills concerning law enforcement response to missing children .,Three bills backed by Amber Dubois ' father address missing children searches,entailment,93
"About 30,000 people from South Ossetia headed to North Ossetia in Russia , Redmond said , citing Russian numbers .","Russian figures in N. Ossetia show 30,000 people entered from S. Ossetia",entailment,95
Some 9 % said they 'd like to be able to time travel .,Nearly 1 in 10 say they 'd most like to be able to time travel,entailment,96
"Another 65 people remain missing and 750 have been rescued , it said .","Rescuers have saved 750 people , but dozens remain missing",entailment,97
There are 12 parking lots across Santa Barbara that have been set up to accommodate the growing middle-class homelessness .,"Santa Barbara , California , allows homeless to sleep in cars in 12 parking lots",entailment,98
San Diego Gas and Electric said all of its 1.4 million customers were without power .,San Diego-area utility says 1.4 million customers are without power,entailment,99
"With more than 70 % of votes counted , Syriza was officially projected to win at least 149 seats in the 300-seat Parliament .",Official projections indicate the left-wing Syriza party has won at least 149 seats in Parliament,neutral,100
"Sarah Shourd , like the other two hikers , is a graduate of the University of California , Berkeley .","All three are graduates of University of California , Berkeley",entailment,101
"'' I 've seen Inbee do this before , '' said Lewis , who finished 14 shots adrift of Park .",World No. 1 Stacy Lewis finished 14 shots behind Park,entailment,102
The International Atomic Energy Agency said it was aware of reports that the Nuclear Regulation Authority plans to rate the leak as a level 3 incident .,Nuclear Regulation Authority says new toxic leak expected to be classified a level 3 incident,entailment,103
PSG was crowned winners for the second season in succession following Monaco 's 1-1 draw against Guingamp .,Monaco held 1-1 by Guingamp,entailment,104
A spokesman for the Interior Ministry confirmed there have been at least 15 deaths in Serbia and another five in neighboring Bosnia-Herzegovina .,At least 20 people are dead in Serbia and Bosnia-Herzegovina,entailment,105
"Seven bodies sat slumped in white plastic chairs placed near a central plaza in Uruapan , Mexico .",Seven dead bodies sit slumped in white plastic chairs left in a public view in a Mexican city,entailment,106
"Twenty-one police officers and one demonstrator were hurt , and at least five people have been arrested , police said .","At least five arrested ; 21 police officers and one protester hurt in the clashes , police say",entailment,107
We asked other CNN.com readers for their take on '' Halo 3 . '',CNN.com asked readers to share their early reviews of '' Halo 3 '',entailment,108
At least 48 people were killed during the riots that broke out in Madagascar .,"At least 48 people die in the violence in Madagascar , official says",entailment,109
"An estimated 35.8 million people are enslaved , according to the Global Slavery Index .",Global Slavery Index : More than 35 million people are in bondage worldwide,entailment,110
"At press time , the winning bidder is offering one slim dollar shy of a million .","At press time , top bid was just shy of $ 1 million",entailment,111
"However , WHO believes the number of passengers to be close to 150 , based on survivors ' accounts .","According to survivors , close to 150 people were on board the boat",entailment,112
"Because the measure would have altered Florida 's constitution , supporters needed 60 % for the question to pass .","Because the law was a constitutional amendment , it needed 60 % approval",entailment,113
"Only about 50 of the cards -- handed out over-the-counter at its offices -- had the error , it said .","About 50 of the incorrect cards were handed out , Maricopa County says",entailment,114
"The epicenter of the magnitude 4.9 event has little to no history of earthquakes , according to the U.S. Geological Survey .","Area around magnitude 4.9 disturbance has little history of earthquakes , says USGS",entailment,115
"Since taking charge of Barca , Vilanova has won 23 of his 27 matches in all competitions , suffering just two defeats .","Under Vilanova , Barca have won 23 of their 27 matches this season",entailment,116
"According to state-run media , Health Ministry officials said three tourists and the bus driver , who was from Egypt , were killed .","The bus driver was among the four people killed , state TV reports",neutral,117
"Another is Erie , Pennsylvania , where snowfalls totals along the southern side of Lake Erie could reach 16 inches , Morris said .",Up to 16 inches of snow possible in some parts of the Northeast,entailment,118
"They remember Dylan Hockley , 6 , as always smiling and full of joy","He was 6 and full of joy , his mother , Nicole Hockley , says .",entailment,119
"More than 1,700 personnel were battling the blaze .","More than 1,700 firefighters are battling the flames",neutral,120
The federal government allows taxpayers a $ 500 exemption for housing victims of a Midwestern disaster .,"If you house a victim of a Midwestern disaster , IRS offers $ 500 tax exemption",entailment,121
Ohio State got the nod after stomping the Wisconsin Badgers 59-0 in the Big Ten championship game .,Ohio State jumped into the Final Four by drubbing Wisconsin in the Big Ten championship game,entailment,122
"Chris has worked with more than 100,000 golfers throughout his career .","He has personally coached more than 100,000 golfers",entailment,123
"Thirty NTC fighters sustained injuries in the push , Ghuleak said .",NTC fighters suffer 30 injuries in the offensive,entailment,124
Doctors identified 29 patients in the United Kingdom with the new infections .,29 patients have been identified in the UK,entailment,125
USGS originally put the magnitude at 4.1 before revising it to 3.8 .,USGS revises magnitude down from 4.1 to 3.8,entailment,126
"That inmate and the county worker were undergoing emergency surgery , she said .",Two of the injured were undergoing emergency surgery,entailment,127
The other four men continue to serve lengthy sentences in U.S. federal prisons .,Four others still serving sentences in U.S. prisons,entailment,128
"Of the 30 Americans killed in the helicopter crash , 17 were Navy SEALs .",30 U.S. personnel were killed in the attack,neutral,129
It also caused the cancellation of at least 486 flights at Denver International Airport .,486 flights are canceled at Denver 's airport,entailment,130
( CNN ) -- One tornado stayed on the ground for 95 miles as it tore through towns in Kentucky and West Virginia .,"A twister that hit West Liberty , Kentucky , stayed on the ground for 95 miles",entailment,131
"Spain 's jobless rate is nearly 23 % overall , and nearly 50 % for youth .",Spain has an unemployment rate of 23 %,entailment,132
Szepasszonyvolgy and its more than 200 wine cellars are easily reached from the center of Eger via the miniature train that departs from Egeszseghaz Street .,"Szepasszonyvolgy , or the Valley of the Beautiful Women , contains more than 200 wine cellars",entailment,133
Biden said the federal government had approved $ 35 million thus far for road rebuilding and other projects .,He says $ 35 million allocated so far,entailment,134
"The quake left about 2,000 customers without power , said David Eisenhower , a spokesman for Pacific Gas and Light .","2,000 customers without electricity , power company says",entailment,135
The La Paz urban gondola will consist of three separate service lines stretching across a combined 10.7 kilometer ( 6.1 mile ) area of the city .,An urban gondola 10.7 kilometers in length is being designed and built in the Bolivian city of La Paz,neutral,136
"Twenty-five people were transported to hospitals for treatment , she said .","25 people were transported to hospitals , a police spokeswoman says",entailment,137
Ashkelon lies 12 miles ( 19 km ) north of Gaza .,Coastal city of Ashkelon is about 12 miles north of Gaza,entailment,138
"Premier League champions Manchester City were the biggest spenders , splashing out nearly $ 17 million .",Manchester City are highest spenders after paying out $ 17 million,entailment,139
"One of the militants may have been the radical Muslim cleric Anwar al-Awlaki , the embassy said .",One of militants may have been alleged Fort Hood gunman-linked cleric,entailment,140
Voters in 11 counties in northern Colorado are being asked if they want to secede from the state .,Voters in 11 Colorado counties are considering the question of secession,entailment,141
"At least 10,000 soldiers and 8,000 police officers will be deployed across the country , French media reported .","Some 10,000 soldiers and 8,000 police are being deployed across France",entailment,142
New York ( CNN ) -- Social media site Pinterest just received another $ 225 million in funding .,Social media site Pinterest secures extra investment worth $ 225 million,neutral,143
"In the Spanish Primera , the battle for third place intensified as nine-man Valencia lost 4-1 at Athletico Madrid .",Nine-man Valencia thrashed 4-1 by Atletico Madrid in Spanish La Liga,entailment,144
The Super Eagles had earlier booked their place in the final with a convincing 4-1 win over Mali in Durban .,Nigeria thrashed Mali 4-1 in Durban to seal place in final,entailment,145
"About 450 people have been injured in clashes , according to the Pakistan Institute of Medical Sciences and Polytechnic Hospital .","About 450 people were injured in clashes , health officials say",entailment,146
"The EU force confirmed that six pirates have boarded the 180-meter long bulk carrier , with two attack skiffs in tow .",European Union Naval Force say six pirates boarded 180-meter long carrier,entailment,147
"The Loneliest Road in America , U.S. Route 50 , Nevada",Nevada stretch of U.S. Route 50 dubbed '' The Loneliest Road in America '',entailment,148
"Of the 115 cardinals set to vote , 67 were appointed by Benedict",He appointed 67 of at least 115 cardinals set to make the decision .,entailment,149
"In fact , Wernick had only seen one zombie film before writing this script .",One of film 's writers had seen just one zombie film in his life,entailment,150
Two people died on the spot while third died while undergoing treatment at hospital .,"Two people were killed on the spot , and another died at a hospital",entailment,152
"Software developer Molinker has been kicked out , along with more than 1,000 of its iPhone applications .","Apple kicks software developer Molinker and its 1,000 apps out of its App Store",entailment,153
Napoli moved up to seventh as striker Edinson Cavani netted a 90th-minute equalizer in the 1-1 draw at Atalanta .,Napoli need a late goal from striker Edinson Cavani to draw 1-1 with Atalanta,entailment,154
"Loud sirens sounded after the quake , which had an estimated depth of 40 miles , the USGS said .","The depth of the quake was 40 miles , the U.S. Geological Survey says",entailment,155
"Fifteen children between the ages of 6 and 15 have been rescued in the Philippines , the British agency said .","The operation resulted in 15 children in the Philippines being rescued , authorities say",entailment,156
West Ham recovered from being 3-0 down at halftime to rescue a draw away at relegation rivals West Bromwich Albion .,West Ham score three second-half goals to rescue a 3-3 draw at West Brom,entailment,157
"One hundred and twenty kilometers out into the Caspian Sea , it 's still actually within the capital Baku 's city limits .",It is 120km from land but still within the capital Baku 's city limits,entailment,158
"In addition to sex abuse , McDonald said that his team '' is also investigating the possible murder of three young boys . ''",Police are investigating the possible murder of three boys and claims of sexual abuse,entailment,159
"Kenyan forces killed five terrorists , and 11 others are in custody over possible links to the attacks , President Uhuru Kenyatta has said .",Kenyan forces say they killed five terrorists and took at least 11 into custody,entailment,160
"Other discoveries include an alabaster bust of Cleopatra , and 22 coins bearing her '' beautiful '' image , according to council Secretary-General Zahi Hawass .","Bust of Cleopatra , 22 coins bearing her image have been found so far",entailment,161
There were '' four separate homicide scenes within the residence '' -- suggesting people had been killed in four different locales -- Police Chief Greg Suhr said .,"There were 4 separate homicide scenes in the single residence , the city 's police chief says",neutral,162
The three sailors were unharmed and are safely back aboard .,"'' The three sailors were unharmed and are safely back aboard , '' spokesman says",entailment,163
One company pulverizes old tires into fine grains to use in other products .,One company is grounding old tires up into fine particles for use in other products,entailment,164
Beltrame said two rival gangs joined forces to launch the attacks .,"Two rival drug gangs collaborated to launch the attacks , he says",entailment,165
A study has found nearly 200 new species of frogs in Madagascar .,Nearly 200 new species of amphibians found on biodiversity hotspot of Madagascar,entailment,166
Two pilots and three passengers died .,"Two pilots , three passengers killed",entailment,167
The nationalities of the remaining nine is still unknown .,The nationalities of the other nine are not known,entailment,168
The association says ongoing projects in Libya are worth $ 36.4 billion .,Ongoing construction projects in Libya estimated to be worth $ 36.4 billion,entailment,169
"If the driver beats the ticket , they pay Fixed 25 % of what the citation would have cost .","If Fixed gets someone out of a ticket , it charges them 25 % of the ticket fine",entailment,170
'' The reason is that the Lakers signed a deal with Warners for $ 3 billion .,He cites how the Lakers struck a $ 3 billion deal with Time Warner Cable,entailment,171
"Daniel , 71 , has three grown kids , 13 , grandkids and a great-grandchild","He has three grown kids , 13 grandchildren and one great-grandchild .",entailment,172
The other four main parties followed with narrow margins separating them .,Five main parties lead with narrow margins separating thm,entailment,173
"Another nine were injured and countless more may be missing , the Red Cross said .",Officials say 9 people were injured and countless more may be missing,neutral,174
"And goods from the EU represent 16 % of all Russian imports , EU numbers show .",Russia gets 16 % of all its imports from the European Union,entailment,175
The Seminoles ( 13-0 ) outscored the Tigers ( 12-2 ) 24-10 after halftime to win their third national title .,Florida State scored 24 points in the second half to win its third national title,entailment,176
"At least 100 Americans have either left or attempted to leave to go to Syria and help ISIS , Johnson said .",He says at least 100 Americans have tried to go fight with ISIS in Syria,entailment,177
"Eighteen people were killed and 291 were wounded , the Lebanese national news agency NNA reported .","18 killed , 291 wounded , state news says",entailment,179
A survey of children at refugee camps finds rapes of girls under age 17 are increasing .,Group surveys girls under 17 at various refugee camps,entailment,180
Clinton pledged $ 90 million in emergency economic assistance during a meeting in Cairo with Foreign Minister Nabil Al-Araby .,The United States is pledging $ 90 million in emergency economic assistance,entailment,181
"Two demonstrators and two police officers were injured and taken to the hospital , Olsson said .","Four people were injured , including two police officers",entailment,182
"The ministry said 30 police were injured , and one was taken hostage by the protesters and later released .","30 police officers were injured in clashes , the Interior Ministry says",entailment,183
"Earlier , world number five Robin Soderling had to save three match points before ending the fairytale run of Llodra .",Soderling saves three match points to end hopes of Frenchman Michael Llodra,entailment,184
"Three unnamed suspects have been arrested in connection with the tunnel , the DEA said .",Three unnamed suspects are in custody,entailment,185
"The largest protest was in Taiz , where more than 500,000 went into Freedom Square , numerous eyewitnesses estimated .","Witnesses say more than 500,000 protesters gather in Taiz",entailment,186
"Malaysia has 15777-200 s in its fleet , it 's an extremely experienced operator of this type of aircraft .",Malaysia Airlines operates fleet of 15 Boeing 777-200 aircraft,entailment,187
"Susan Atkins , shown here after her indictment in the Manson murders , has been denied parole 17 times .",She has been denied parole on 17 previous occasions,entailment,188
"Oscar-nominated Chinese filmmaker Zhang Yimou has been fined 7.48 million yuan ( $ 1.2 million ) for breaching China 's one-child policy , authorities say .",Local authorities demand a hefty fine of 7.48 million yuan ( $ 1.21 million ),entailment,189
"Three of the patients were in critical condition , two in serious , the department said .",Three people are in critical condition,neutral,190
"Watson described the victims as '' four Hispanic males , all shot , '' from the surrounding Surry County area .",Watson said all four shooting victims were Hispanic males,entailment,191
"'' Historians say U-boats sank at least 50 American ships in the Gulf , one in the very mouth of the Mississippi River .",Nazis sank about 50 American ships in the Gulf during the war,entailment,192
"Bing did not deny that it took Google into account when producing its own search results , but suggested they were only one factor among many .",Bing does n't deny using Google results but suggests they are one factor among many,entailment,193
The two workers -- identified by another law enforcement official as Customs and Border Protection employees -- declined medical attention .,"Two Customs employees decline medical attention , officials say",entailment,194
"Thirty-six survivors have been rescued from the Aegean Sea , and the search is continuing , Katherine Tenta of the Greek coast guard told CNN by phone .","Greek coast guard has rescued 36 survivors , and a search operation is under way",entailment,195
A Harris Interactive poll ( no relation to John Harris ) found 87 percent of Americans want to know more about their family background .,Poll finds 87 percent of Americans have interest in their family roots,entailment,196
( CNN ) -- Norway 's world 100-meter breaststroke champion and Olympic silver medalist Alexander Dale Oen has died suddenly at the age 26 .,Norwegian swimmer Alexander Dale Oen dies suddenly at the age of 26,entailment,197
"In a separate incident , five people were killed and three wounded by a roadside bomb south of Baghdad , a ministry official said .","Separate roadside bombing south of Baghdad kills five civilians , official says",entailment,198
"And regardless of how safe we make oil drilling , tankers , or pipelines , we 'll never reduce spill risk to zero .","She says no matter how we make drilling , tankers , pipelines safe , risk will never be zero",entailment,199
"The question was posed to Romney on how he would pay for his proposed $ 2 trillion increase in military spending , and he flat out did n't answer it .","When Romney was asked about paying for $ 2 trillion in military spending , he dodged , he says",entailment,200
"There were 11 people with moderate injuries and 19 with minor injuries , according to Kings County EMS Director Dan Lynch .","11 people suffered moderate injuries , while 19 have minor injuries , an EMS official says",neutral,201
"One Hell 's Angels member died from his wounds , while two associated with Vagos suffered what the deputy chief described as '' non-life-threatening '' injuries .","1 Hell 's Angels member has died , 2 Vagos members have '' non-life-threatening '' injuries",entailment,202
( CNN ) -- A federal appeals court in Argentina has ruled that a grandmother must stand trial for growing two marijuana plants in her backyard .,"Grandmother in Argentina will have to stand trial for growing two marijuana plants , court says",entailment,203
"The identification of Yarnell puts the total number of identifications from the World Trade Center at 1,640 , meaning there are still 1,113 more to go .","Matthew Yarnell , 26 , is the 1,640 victim ID 'd from the World Trade Center",entailment,204
"Japanese fishermen rounded up more than 250 bottlenose dolphins in a secluded cove to kill for meat or sell into a lifetime of captivity , U.S. conservationists warned .","More than 250 dolphins have been herded into a cove by fishermen , U.S conservationists say",entailment,205
"Chautauqua Airlines flight 3071 came within 800 vertical feet and .82 nautical miles after take-off of an arriving aircraft , identified as Republic Airlines flight 3329 , authorities said .",A plane came within 800 vertical feet and less than one nautical mile of another aircraft,entailment,206
The Tazewell County Sheriff 's Office can be reached at 309-346-4141 .,Have a tip ? Call the Tazewell County Sheriff 's Office at 309-346-4141,entailment,207
The uncompleted tunnel measures 48 feet in the U.S. and 35 feet in Mexico .,48 feet of tunnel is in United States and 35 feet in Mexico,entailment,208
"The Emergencies Ministry said 23 people have been rescued , according to the news agency .","The Emergencies Ministry says 23 people have been rescued , state media say",entailment,209
Michael Owen celebrates his first Manchester United goal as the English champions thumped Wigan 5-0 .,Michael Owen scores first goal for Manchester United in 5-0 victory at Wigan,entailment,210
