premise,hypothesis,label,sample_index,lila_label,lila_script
"using mathematical algorithms , researchers estimate 1 in 38 children in south korea have an autism spectrum disorder .",a new study estimates 1 in 38 south korean children has some form of autism,entailment,25,Entailment,"ratio_children_in_s1 = 1/38
ratio_children_in_s2 = 1/38


if ratio_children_in_s1 is None or ratio_children_in_s2 is None:
    print(""neutral"")
elif ratio_children_in_s1 == ratio_children_in_s2:
    print(""Entailment"")
elif ratio_children_in_s1 != ratio_children_in_s2:
    print(""contradiction"")"
"700 '' terrorists '' and their families flee syria for turkey , general says","he also has said 700 people , whom he described as terrorists , and their families had fled syrian authorities for turkey .",entailment,27,Entailment,"terrorist_s1 = 700
terrorist_s2 = 700

if terrorist_s1 is None or terrorist_s2 is None:
   print('neutral')

elif terrorist_s1 == terrorist_s2:
   print('Entailment')

elif terrorist_s1 != terrorist_s2:
  print('contradiction')"
coover was 94,he was 94 .,entailment,29,Entailment,"coover_age_s1 = 94
coover_age_s2 = 94

if coover_age_s1 is None or coover_age_s2 is None:
   print('neutral')

elif coover_age_s1 == coover_age_s2:
   print('Entailment')

elif coover_age_s1 != coover_age_s2:
  print('contradiction')"
sammy ofer was 89,he was 89 .,entailment,30,Entailment,"sammy_oer_s1 = 89
sammy_oer_s2 = 89

if sammy_oer_s1 is None or sammy_oer_s2 is None:
   print('neutral')

elif sammy_oer_s1 == sammy_oer_s2:
   print('Entailment')

elif sammy_oer_s1 != sammy_oer_s2:
  print('contradiction')"
there are only three african-americans on the 53-person police force .,"of ferguson 's 53 police officers , three are african-american",entailment,31,Entailment,"police_officers_s1 = 53
police_officers_s2 = 53

if police_officers_s1 is None or police_officers_s2 is None:
   print('neutral')

elif police_officers_s1 == police_officers_s2:
   print('Entailment')

elif police_officers_s1 != police_officers_s2:
  print('contradiction')"
"plans to build a $ 100 million , 13-story center have sparked an emotional debate .","the project includes the construction of a $ 100 million , 13-story community center",entailment,32,Entailment,"construction_plan_million_s1 = 100
construction_plan_million_s2 = 100

if construction_plan_million_s1 is None or construction_plan_million_s2 is None:
   print('neutral')

elif construction_plan_million_s1 == construction_plan_million_s2:
   print('Entailment')

elif construction_plan_million_s1 != construction_plan_million_s2:
  print('contradiction')"
authorities estimate the car contained 30-35 kilograms ( 66-77 lbs ) of explosive material .,an estimated 30-35 kilograms of explosives were used in the car bomb,entailment,34,Entailment,"authorities_estimate_s1 = [30,35]
authorities_estimate_s2 = [30,35]
 
if authorities_estimate_s1 is None or authorities_estimate_s2 is None:
 print('neutral')

elif authorities_estimate_s1 == authorities_estimate_s2:
 print('Entailment')

elif authorities_estimate_s1 != authorities_estimate_s2:
 print('contradiction')"
"the association says there are 2,000 for-profit haunts across the country , plus another 1,000 houses run for charity .","about a third of the 3,000 houses in the united states benefit charity , group says",entailment,35,Entailment,"Houses_in_country_s1=2000+1000
Charity_benifit_house_s2=3000
if Houses_in_country_s1 is None or Charity_benifit_house_s2 is None:
    print(""neutral"")
elif Houses_in_country_s1 == Charity_benifit_house_s2:
    print(""Entailment"")
elif Houses_in_country_s1 != Charity_benifit_house_s2:
    print(""contradiction"")

"
"'' twenty-five others , including some players , are severely injured .","25 people are injured , a spokesman says",entailment,36,Entailment,"players_and_people_injured_s1=25
people_injured_s2=25
if players_and_people_injured_s1 is None or people_injured_s2 is None:
   print('neutral')
elif players_and_people_injured_s1 == people_injured_s2:
   print('Entailment')
elif players_and_people_injured_s1 != people_injured_s2:
   print('contradiction')
"
"the fighting ended with all seven attackers dead , afghan officials said .","all seven militants are dead , authorities say",entailment,37,Entailment,"Fightting_ended_S1=7
all_Militants_dead_S2=7

if Fightting_ended_S1 is None or all_Militants_dead_S2 is None:
   print('neutral')

elif Fightting_ended_S1 <= all_Militants_dead_S2:
   print('Entailment')

elif Fightting_ended_S1 != all_Militants_dead_S2:
  print('contradiction')



"
"nadya suleman , a single mother of 14 children , has set up a web site asking for donations .",nadya suleman has created web site to solicit donations to help support 14 kids,entailment,38,Entailment,"children_s1 = 14
children_s2 = 14
 
if children_s1 is None or children_s2 is None:
 print('neutral')

elif children_s1 == children_s2:
 print('Entailment')

elif children_s1 != children_s2:
 print('contradiction')"
"lance armstrong 's appearance in paisley , scotland , saw around 200 people joining him on a bike ride .",a group of 200 people gathered in paisley high street to ride with armstrong,entailment,39,Entailment,"people_joining_s1 = 200
people_joining_s2 = 200
 
if people_joining_s1 is None or people_joining_s2 is None:
 print('neutral')

elif people_joining_s1 < people_joining_s2:
 print('Entailment')

elif people_joining_s1 != people_joining_s2:
 print('contradiction')"
"proctor was also ordered to pay about $ 58,000 in restitution to two women he knifed in the throat , prosecutors said .",proctor also has to pay money to two women who had their throats slashed,entailment,45,Entailment,"Women_s1=2
Protector_has_to_pay_s2=2
if Women_s1 is None or Protector_has_to_pay_s2 is None:
   print('neutral')
elif Women_s1 == Protector_has_to_pay_s2:
   print('Entailment')
elif Women_s1 != Protector_has_to_pay_s2:
   print('contradiction')
"
"another death and 10 injuries occurred when troops shot at protesters marching toward the southern town of al sanameen , witnesses said .","one person is dead and 10 are wounded in al sanameen , witnesses say",entailment,46,Entailment,"total_death_and_injuries_s1 = 10+1
total_death_and_injuries_s2 = 10+1

if total_death_and_injuries_s1 is None or total_death_and_injuries_s2 is None:
   print('neutral')

elif total_death_and_injuries_s1 == total_death_and_injuries_s2:
   print('Entailment')

elif total_death_and_injuries_s1 != total_death_and_injuries_s2:
  print('contradiction')"
"nine companies will represent the uae in the msci index , including property groups aldar , arabtec and emaar .",nine companies from uae to be represented on msci index,entailment,47,Entailment,"companies_represent_in_s1 = 9
companies_represent_in_s2 = 9

if companies_represent_in_s1 is None or companies_represent_in_s2 is None:
    print(""neutral"")
elif (companies_represent_in_s1 == companies_represent_in_s2):
    print(""Entailment"")
elif companies_represent_in_s1 != companies_represent_in_s2:
    print(""contradiction"")"
these will include an appearance by a qatar-outfitted boeing 787 dreamliner -- the first time the much-delayed flagship has appeared in airline livery .,boeing 's long-delayed 787 dreamliner is expected to make an appearance in qatar colors,neutral,48,neutral,"boeing_long_delayed_s1 = 787
boeing_long_delayed_s2 = 787

boeing_long_delayed_s1 = None
boeing_long_delayed_s2 = None

if boeing_long_delayed_s1 is None or boeing_long_delayed_s2 is None:
   print(""Neutral"")
elif boeing_long_delayed_s1 < boeing_long_delayed_s2:
  print(""Entailment"")
elif boeing_long_delayed_s1 != boeing_long_delayed_s2:
  print(""Contradiction"")"
it ended lorenzo 's two-race winning streak and boosted marquez 's overall advantage to a substantial 39 points with only four races remaining .,"with four races remaining , marc marquez leads the motogp standings by 39 points",entailment,49,Entailment,"motogp_points_s1 = 9
motogp_points_s2 = 9

if motogp_points_s1 is None or motogp_points_s2 is None:
   print('neutral')

elif motogp_points_s1 == motogp_points_s2:
   print('Entailment')

elif motogp_points_s1 != motogp_points_s2:
  print('contradiction')"
woods has been been on the ryder cup team seven times and has a record of 13-17-2 .,tiger woods has played in seven ryder cups,entailment,50,Entailment,"ryder_cup_team_s1 = 7
ryder_cup_team_s2 = 7

if ryder_cup_team_s1 is None or ryder_cup_team_s2 is None:
   print('neutral')

elif ryder_cup_team_s1 == ryder_cup_team_s2:
   print('Entailment')

elif ryder_cup_team_s1 != ryder_cup_team_s2:
  print('contradiction')
"
"emmanuel miller , 16 , and zachary watson , 17 are charged as adults , police said .",two teen suspects charged as adults,entailment,51,Entailment,"suspects_s1 = 2
suspects_s2 = 2
 
if suspects_s1 is None or suspects_s2 is None:
 print('neutral')

elif suspects_s1 == suspects_s2:
 print('Entailment')

elif suspects_s1 != suspects_s2:
 print('contradiction')"
the group said hamas has executed at least three men '' convicted on the basis of ` confessions ' apparently obtained under torture . '',"three executed men apparently confessed under torture , human rights watch says",entailment,52,Entailment,"executed_men_s1 = 3
executed_men_s2 = 3

if executed_men_s1 is None or executed_men_s2 is None:
   print('neutral')

elif executed_men_s1 == executed_men_s2:
   print('Entailment')

elif executed_men_s1 != executed_men_s2:
  print('contradiction')"
the new system will have two national semifinal games and a final .,"there will be two national semifinal games and a final , with teams selected by a committee",neutral,55,neutral,"New_system_Semifinal_and_final_s1=2
Semifinal_and_final_s2=2
Semifinal_and_final_s2=None #lesstan 65 not proper Number
Harry_paid_s2=15
if New_system_Semifinal_and_final_s1 is None or Semifinal_and_final_s2 is None:
   print('neutral')
elif New_system_Semifinal_and_final_s1 == Semifinal_and_final_s2:
   print('Entailment')
elif New_system_Semifinal_and_final_s1 != Semifinal_and_final_s2:
   print('contradiction')

"
already 30 house democrats have said they will boycott the speech .,gop 's boehner invited netanyahu ; 30 house democrats say they will boycott the speech,entailment,56,Entailment,"House_democrats_s1=30
House_democrats_Said_s2=30
if House_democrats_s1 is None or House_democrats_Said_s2 is None:
    print(""neutral"")
elif House_democrats_s1 == House_democrats_Said_s2:
    print(""Entailment"")
elif House_democrats_s1 != House_democrats_Said_s2:
    print(""contradiction"")

"
"see our gallery of the top twenty highest-paid footballers in the world , according to forbes ''",forbes magazine has released a list of the top 20 highest paid players,entailment,60,Entailment,"highest_paid_footballers_in_s1 = 20
highest_paid_footballers_in_s2 =20

if highest_paid_footballers_in_s1 is None or highest_paid_footballers_in_s2 is None:
    print(""neutral"")
elif (highest_paid_footballers_in_s1 == highest_paid_footballers_in_s2):
    print(""Entailment"")
elif highest_paid_footballers_in_s1 != highest_paid_footballers_in_s2:
    print(""contradiction"")"
six gunmen were killed in the police operation to retake the ministry of transport in northeast baghdad .,"iraqi police retake ministry building from gunmen , six of whom are killed",entailment,61,Entailment,"gunmen_killed_s1 = 6
gunmen_killed_s2 = 6
 
if gunmen_killed_s1 is None or gunmen_killed_s2 is None:
 print('neutral')

elif gunmen_killed_s1 == gunmen_killed_s2:
 print('Entailment')

elif gunmen_killed_s1 != gunmen_killed_s2:
 print('contradiction')"
the agreement calls for $ 1.5 billion to be distributed among those who were part of the lawsuit .,"under the finalized settlement , $ 1.5 billion will be distributed among individuals",entailment,62,Entailment,"billion_distributed_s1 = 1.5
billion_distributed_s2 = 1.5

if billion_distributed_s1 is None or billion_distributed_s2 is None:
   print('neutral')

elif billion_distributed_s1 == billion_distributed_s2:
   print('Entailment')

elif billion_distributed_s1 != billion_distributed_s2:
  print('contradiction')"
cobb declined two requests from cnn to respond to the complaints .,cobb declined two requests to speak with cnn for this report,entailment,66,Entailment,"request_responsded_s1 = 2
request_responsded_s2 = 2

if request_responsded_s1 is None or request_responsded_s2 is None:
   print(""Neutral"")
elif request_responsded_s1 == request_responsded_s2 :
  print(""Entailment"")
elif request_responsded_s1 != request_responsded_s2 :
  print(""Contradiction"")"
"the rain-induced floods left nearly 800,000 people displaced , according to the brazilian civil defense agency .","nation 's civil defense agency says nearly 800,000 have been displaced",entailment,69,Entailment,"people_displaced_s1 = 800000
people_displaced_s2 = 800000

if people_displaced_s1 is None or people_displaced_s2 is None:
   print('neutral')

elif people_displaced_s1 == people_displaced_s2:
   print('Entailment')

elif people_displaced_s1 != people_displaced_s2:
  print('contradiction')"
"in addition to the deaths , bakayoko said , another 49 people were injured , two seriously .","another 49 people are injured , interior minister hamed bakayoko says",entailment,70,Entailment,"Beayoko_said_s1=49
Beayoko_said_s2=49


if Beayoko_said_s1 is None or Beayoko_said_s2 is None:
   print('neutral')
elif Beayoko_said_s1 == Beayoko_said_s2:
   print('Entailment')
elif Beayoko_said_s1 != Beayoko_said_s2:

  print('contradiction')



"
"drip by drip , aguilar , 28 , watches as chemo enters her body to fight advanced-stage ovarian cancer .","christina aguilar , 28 , is getting treated for ovarian cancer",entailment,71,Entailment,"treated_for_ovarian_cancer_s1 = 28
treated_for_ovarian_cancer_s2 = 28

if treated_for_ovarian_cancer_s1 is None or treated_for_ovarian_cancer_s2 is None:
    print(""Neutral"")
elif treated_for_ovarian_cancer_s1 == treated_for_ovarian_cancer_s2:
    print(""Entailment"")
elif treated_for_ovarian_cancer_s1 != treated_for_ovarian_cancer_s2:
    print(""Contradiction"")"
warrant lists eight counts of first-degree murder for guy heinze jr. .,"heinze 's son , guy heinze jr. , 22 , faces eight counts of first-degree murder in the deaths .",entailment,73,Entailment,"first_degree_murder_s1 = 8
first_degree_murder_s2 = 8

if first_degree_murder_s1 is None or first_degree_murder_s2 is None:
   print('neutral')

elif first_degree_murder_s1 == first_degree_murder_s2:
   print('Entailment')

elif first_degree_murder_s1 != first_degree_murder_s2:
  print('contradiction')"
venezuela 's president says his country has arrested three air force generals accused of plotting a coup .,venezuelan president nicolas maduro says three generals were arrested,entailment,74,Entailment,"arrested_people_in_s1 = 3
arrested_people_in_s2 = 3

if arrested_people_in_s1 is None or arrested_people_in_s2 is None:
    print(""neutral"")
elif (arrested_people_in_s1 == arrested_people_in_s2):
    print(""Entailment"")
elif arrested_people_in_s1 != arrested_people_in_s2:
    print(""contradiction"")"
"fifty-two percent '' favor '' the war in afghanistan , with 46 percent in opposition .",a majority of those polled -- 52 percent -- '' favor '' the war in afghanistan,entailment,76,Entailment,"people_supporting_the_war_s1 = 52
people_supporting_the_war_s2 = 52

if people_supporting_the_war_s1 is None or people_supporting_the_war_s2 is None:
    print(""Neutral"")
elif people_supporting_the_war_s1 == people_supporting_the_war_s2 :
    print(""Entailment"")
elif people_supporting_the_war_s1 != people_supporting_the_war_s2 :
    print(""Contradiction"")"
the international labour organization reports 12.3 million people are ` laboring in bondage ',"he added that according to estimates by the international labour organization , 12.3 million people worldwide are '' laboring in bondage . ''",entailment,77,Entailment,"people_labours_s1 = 12.3
people_labours_s2 = 12.3
    
if people_labours_s1 is None or people_labours_s2 is None:
   print('neutral')

elif people_labours_s1 == people_labours_s2:
   print('Entailment')

elif people_labours_s1 != people_labours_s2:
  print('contradiction')"
"rapiro also has 12 '' servo motors , '' which help it with mobility .","it has 12 ` servo motors , ' which increase its capacity for movement",entailment,78,Entailment,"total_motors_s1 = 12
total_motors_s2 = 12

if total_motors_s1 is None or total_motors_s2 is None:
   print('neutral')

elif total_motors_s1 == total_motors_s2:
   print('Entailment')

elif total_motors_s1 != total_motors_s2:
  print('contradiction')
"
"samsung , however , built the galaxy note 10.1 from the ground up for pen use .","on the saumsung galaxy note 10.1 tablet , the stylus pen is the key",entailment,79,Entailment,"pen_use_s1 = 10.1
pen_use_s2 = 10.1

if pen_use_s1 is None or pen_use_s2 is None:
   print('neutral')

elif pen_use_s1 == pen_use_s2:
   print('Entailment')

elif pen_use_s1 != pen_use_s2:
  print('contradiction')"
brad henry declared a state of emergency for 31 counties .,oklahoma governor declares emergency for 31 counties,entailment,80,Entailment,"state_of_emergency1= 31
state_of_emergency2= 31

if state_of_emergency1 is None or state_of_emergency2 is None:
    print(""Neutral"")
elif state_of_emergency1 == state_of_emergency2:
    print(""Entailment"")
elif state_of_emergency1 != state_of_emergency2:
    print(""Contradiction"")"
"the study finds that while two-thirds of latino voters support the democrats , 22 percent back the republican candidate .",pew study : nearly two-thirds of latinos support democrats ; 22 percent back gop,entailment,82,Entailment,"Republican_candidate_s1=22
Latinos_support_s2=22
if Republican_candidate_s1 is None or Latinos_support_s2 is None:
   print('neutral')
elif Republican_candidate_s1 == Latinos_support_s2:
   print('Entailment')
elif Republican_candidate_s1 != Latinos_support_s2:
   print('contradiction')"
"texan gregory rose , who 's uninsured , was diagnosed with leukemia at 23","he had leukemia , at 23 .",entailment,84,Entailment,"leukemia_at_s1=23
He_had_leukemia_at_s2=23
if leukemia_at_s1 is None or He_had_leukemia_at_s2 is None:
   print('neutral')
elif leukemia_at_s1 == He_had_leukemia_at_s2:
   print('Entailment')
elif leukemia_at_s1 != He_had_leukemia_at_s2:
   print('contradiction')








"
"in a facebook video posted by megan nolen , two women who say they are nolen 's mother and sister apologize for his actions .",two women saying they 're part of suspect 's family apologize in facebook video,entailment,88,Entailment,"number_women_apologising_s1 = 600
number_women_apologising_s2 = 0


if number_women_apologising_s1 is None or number_women_apologising_s2 is None:
    print(""Neutral"")
elif number_women_apologising_s1 > number_women_apologising_s2 :
    print(""Entailment"")
elif number_women_apologising_s1 != number_women_apologising_s2 :
    print(""Contradiction"")"
three deaths had been confirmed as a result of the storm .,officials say three people have died as a result of the storm,entailment,90,Entailment,"people_died_s1 = 3
people_died_s2 = 3

if people_died_s1 is None or people_died_s2 is None:
   print('neutral')

elif people_died_s1 == people_died_s2:
   print('Entailment')

elif people_died_s1 != people_died_s2:
  print('contradiction')"
"four other workers were in serious condition , the agency said .","four wounded staff members are in serious condition , the agency says",entailment,92,Entailment,"serious_condition_counts_in_s1 = 4
serious_condition_counts_in_s2 = 4


if serious_condition_counts_in_s1 is None or serious_condition_counts_in_s2 is None:
    print(""neutral"")
elif (serious_condition_counts_in_s1 == serious_condition_counts_in_s2):
    print(""Entailment"")
elif serious_condition_counts_in_s1 != serious_condition_counts_in_s1:
    print(""contradiction"")"
"about 30,000 people from south ossetia headed to north ossetia in russia , redmond said , citing russian numbers .","russian figures in n. ossetia show 30,000 people entered from s. ossetia",entailment,95,Entailment,"total_people_headed_to_russia_s1 = 30000
number_of_people_showed = 30000

if total_people_headed_to_russia_s1 is None or number_of_people_showed is None:
    print(""Neutral"")
elif total_people_headed_to_russia_s1 == number_of_people_showed :
    print(""Entailment"")
elif total_people_headed_to_russia_s1 != number_of_people_showed :
    print(""Contradiction"")"
some 9 % said they 'd like to be able to time travel .,nearly 1 in 10 say they 'd most like to be able to time travel,entailment,96,Entailment,"time_travel_s1 = 0.09
time_travel_s2 = round((1/10) - 0.01, 2)
 
if time_travel_s1 is None or time_travel_s2 is None:
 print('neutral')

elif time_travel_s1 == time_travel_s2:
 print('Entailment')

elif time_travel_s1 != time_travel_s2:
 print('contradiction')"
"another 65 people remain missing and 750 have been rescued , it said .","rescuers have saved 750 people , but dozens remain missing",entailment,97,Entailment,"people_rescued_s1 = 750
people_rescued_s2 = 750

if people_rescued_s1 is None or people_rescued_s2 is None:
   print('neutral')

elif people_rescued_s1 == people_rescued_s2:
   print('Entailment')

elif people_rescued_s1 != people_rescued_s2:
  print('contradiction')
"
there are 12 parking lots across santa barbara that have been set up to accommodate the growing middle-class homelessness .,"santa barbara , california , allows homeless to sleep in cars in 12 parking lots",entailment,98,Entailment,"total_parking_lots = 12
avaliable_parking_lots = 12

if total_parking_lots is None or avaliable_parking_lots is None:
    print(""Neutral"")
elif total_parking_lots == avaliable_parking_lots :
    print(""Entailment"")
elif total_parking_lots != avaliable_parking_lots :
    print(""Contradiction"")"
san diego gas and electric said all of its 1.4 million customers were without power .,san diego-area utility says 1.4 million customers are without power,entailment,99,Entailment,"cara_drives_at_constant_spped_s1 = 32
cara_drives_at_constant_spped_s2 = 0
cara_drives_at_constant_spped_s2 > 12

if cara_drives_at_constant_spped_s1 is None or cara_drives_at_constant_spped_s2 is None:
   print(""Neutral"")
elif cara_drives_at_constant_spped_s1 > cara_drives_at_constant_spped_s2 :
  print(""Entailment"")
elif cara_drives_at_constant_spped_s1 != cara_drives_at_constant_spped_s2 :
  print(""Contradiction"")"
"with more than 70 % of votes counted , syriza was officially projected to win at least 149 seats in the 300-seat parliament .",official projections indicate the left-wing syriza party has won at least 149 seats in parliament,neutral,100,neutral,"seats_won_s1 = None
seats_won_s2 = 149

if seats_won_s1 is None or seats_won_s2 is None:
   print('neutral')

elif seats_won_s1 == seats_won_s2:
   print('Entailment')

elif seats_won_s1 != seats_won_s2:
  print('contradiction')"
"'' i 've seen inbee do this before , '' said lewis , who finished 14 shots adrift of park .",world no. 1 stacy lewis finished 14 shots behind park,entailment,102,Entailment,"Drift_shots_s1=14
Drift_shots_s2=14
if Drift_shots_s1 is None or Drift_shots_s2 is None:
   print('neutral')
elif Drift_shots_s1 == Drift_shots_s2:
   print('Entailment')
elif Drift_shots_s1 != Drift_shots_s2:
   print('contradiction')"
the international atomic energy agency said it was aware of reports that the nuclear regulation authority plans to rate the leak as a level 3 incident .,nuclear regulation authority says new toxic leak expected to be classified a level 3 incident,entailment,103,Entailment,"incident_level_in_s1 = 3
incident_level_in_s2 = 3

if incident_level_in_s1 is None or incident_level_in_s2 is None:
    print(""neutral"")
elif (incident_level_in_s1 == incident_level_in_s2):
    print(""Entailment"")
elif incident_level_in_s1 != incident_level_in_s2:
    print(""contradiction"")"
psg was crowned winners for the second season in succession following monaco 's 1-1 draw against guingamp .,monaco held 1-1 by guingamp,entailment,104,Entailment,"monaco_held_s1 = 1-1
monaco_held_s2 = 1-1

if monaco_held_s1 is None or monaco_held_s2 is None:
   print('neutral')

elif monaco_held_s1 == monaco_held_s2:
   print('Entailment')

elif monaco_held_s1 != monaco_held_s2:
  print('contradiction')"
"seven bodies sat slumped in white plastic chairs placed near a central plaza in uruapan , mexico .",seven dead bodies sit slumped in white plastic chairs left in a public view in a mexican city,entailment,106,Entailment,"bodies_number_in_s1 = 7
bodies_number_in_s2 = 7

if bodies_number_in_s1 is None or bodies_number_in_s2 is None:
    print(""neutral"")
elif (bodies_number_in_s1 == bodies_number_in_s2):
    print(""Entailment"")
elif bodies_number_in_s1 != bodies_number_in_s2:
    print(""contradiction"")"
