premise,hypothesis,label,sample_index,lila_label,lila_script
fred had 7.0 dimes in his bank and his sister borrowed 3.0 of his dimes,fred has 4.0 dimes now,entailment,20,Entailment,"fred_dimes_s1 = 7-3
fred_dimes_s2 = 4

if fred_dimes_s1 is None or fred_dimes_s2 is None:
   print('neutral')

elif fred_dimes_s1 == fred_dimes_s2:
   print('Entailment')

elif fred_dimes_s1 != fred_dimes_s2:
  print('contradiction')"
joan 's cat had 8.0 kittens and she gave 2.0 to her friends,she has 6.0 kittens now,entailment,22,Entailment,"joans_cat_in_s1 = 8-2
joans_cat_in_s2 = 6


if joans_cat_in_s1 is None or joans_cat_in_s2 is None:
    print(""neutral"")
elif joans_cat_in_s1 == joans_cat_in_s2:
    print(""Entailment"")
elif joans_cat_in_s1 != joans_cat_in_s2:
    print(""contradiction"")"
joan 's cat had 8.0 kittens and she gave 2.0 to her friends,she has 4.0 kittens now,contradiction,23,contradiction,"joan_kittens_s1 = 8-2
joan_kittens_s2 = 4

if joan_kittens_s1 is None or joan_kittens_s2 is None:
   print('neutral')

elif joan_kittens_s1 == joan_kittens_s2:
   print('Entailment')

elif joan_kittens_s1 != joan_kittens_s2:
  print('contradiction')"
mike has 87.0 baseball cards and sam bought 13.0 of mike 's baseball cards,mike has 72.0 baseball cards now,contradiction,25,contradiction,"baseball_cards_mike_has_s1 = 87+13
baseball_cards_mike_has_s2 = 72

if baseball_cards_mike_has_s1 is None or baseball_cards_mike_has_s2 is None:
   print('neutral')

elif baseball_cards_mike_has_s1 == baseball_cards_mike_has_s2:
   print('Entailment')

elif baseball_cards_mike_has_s1 != baseball_cards_mike_has_s2:
  print('contradiction')
"
"alyssa picked 42.0 pears, and nancy picked 17.0 pears from the pear tree .",59.0 pears were picked in all,entailment,26,Entailment,"pears_picked_s1 = 42 + 17
pears_picked_s2 = 59
 
if pears_picked_s1 is None or pears_picked_s2 is None:
 print('neutral')

elif pears_picked_s1 == pears_picked_s2:
 print('Entailment')

elif pears_picked_s1 != pears_picked_s2:
 print('contradiction')"
"alyssa picked 42.0 pears, and nancy picked 17.0 pears from the pear tree .",60.0 pears were picked in all,contradiction,27,contradiction,"Alyssa_and_Nancy_picked_s1=42+17
total_pears_s2=60
if Alyssa_and_Nancy_picked_s1 is None or total_pears_s2 is None:
   print('neutral')
elif Alyssa_and_Nancy_picked_s1 == total_pears_s2:
   print('Entailment')
elif Alyssa_and_Nancy_picked_s1 != total_pears_s2:
   print('contradiction')








"
sam had 98.0 pennies in his bank and he spent 93.0 of his pennies,he has 5.0 pennies now,entailment,28,Entailment,"sam_pennies_s1 = 98 - 93
sam_pennies_s2 = 5
 
if sam_pennies_s1 is None or sam_pennies_s2 is None:
 print('neutral')

elif sam_pennies_s1 == sam_pennies_s2:
 print('Entailment')

elif sam_pennies_s1 != sam_pennies_s2:
 print('contradiction')"
sam had 98.0 pennies in his bank and he spent 93.0 of his pennies,he has 0.0 pennies now,contradiction,29,contradiction,"sam_pennies_s1 = 98-93
sam_pennies_s2 = 0
 
if sam_pennies_s1 is None or sam_pennies_s2 is None:
 print('neutral')

elif sam_pennies_s1 == sam_pennies_s2:
 print('Entailment')

elif sam_pennies_s1 != sam_pennies_s2:
 print('contradiction')"
sally had 760.0 quarters in her bank and she spent 418.0 of her quarters,she has 342.0 quarters now,entailment,30,Entailment,"sally_quarters_s1 = 760-418
sally_quarters_s2 = 342

if sally_quarters_s1 is None or sally_quarters_s2 is None:
   print('neutral')

elif sally_quarters_s1 == sally_quarters_s2:
   print('Entailment')

elif sally_quarters_s1 != sally_quarters_s2:
  print('contradiction')"
jason has 676.0 pokemon cards and alyssa bought 224.0 of jason 's pokemon cards,jason has 453.0 pokemon cards now,contradiction,33,contradiction,"total_pokemon_cards_jason_has_s1 = 676-224
total_pokemon_cards_jason_has_s2 = 453

if total_pokemon_cards_jason_has_s1 is None or total_pokemon_cards_jason_has_s2 is None:
    print(""Neutral"")
elif total_pokemon_cards_jason_has_s1 == total_pokemon_cards_jason_has_s2 :
    print(""Entailment"")
elif total_pokemon_cards_jason_has_s1 != total_pokemon_cards_jason_has_s2 :
    print(""Contradiction"")"
jessica had 8.0 quarters in her bank and her sister borrowed 3.0 of her quarters,jessica has 5.0 quarters now,entailment,34,Entailment,"jessica_has_quarters_s1 = 8-3
jessica_has_quarters_s2 = 5

if jessica_has_quarters_s1 is None or jessica_has_quarters_s2 is None:
   print('neutral')

elif jessica_has_quarters_s1 == jessica_has_quarters_s2:
   print('Entailment')

elif jessica_has_quarters_s1 != jessica_has_quarters_s2:
  print('contradiction')"
jessica had 8.0 quarters in her bank and her sister borrowed 3.0 of her quarters,jessica has 2.0 quarters now,contradiction,35,contradiction,"jessica_quarters_s1 = 8 + 3
jessica_quarters_s2 = 2
 
if jessica_quarters_s1 is None or jessica_quarters_s2 is None:
 print('neutral')

elif jessica_quarters_s1 == jessica_quarters_s2:
 print('Entailment')

elif jessica_quarters_s1 != jessica_quarters_s2:
 print('contradiction')"
a restaurant made 9.0 hamburgers to serve during lunch and only 3.0 were actually served,6.0 hamburgers were left over from lunch,entailment,36,Entailment,"hamburger_left_to_serve_s1 = 9-3
hamburger_left_to_serve_s2 = 6

if hamburger_left_to_serve_s1 is None or hamburger_left_to_serve_s2 is None:
   print('neutral')

elif hamburger_left_to_serve_s1 == hamburger_left_to_serve_s2:
   print('Entailment')

elif hamburger_left_to_serve_s1 != hamburger_left_to_serve_s2:
  print('contradiction')"
a restaurant made 9.0 hamburgers to serve during lunch and only 3.0 were actually served,3.0 hamburgers were left over from lunch,contradiction,37,contradiction,"hamburgers_left_s1 = 9 - 3
hamburgers_left_s2 = 3
 
if hamburgers_left_s1 is None or hamburgers_left_s2 is None:
 print('neutral')

elif hamburgers_left_s1 == hamburgers_left_s2:
 print('Entailment')

elif hamburgers_left_s1 != hamburgers_left_s2:
 print('contradiction')"
there are 7.0 crayons in the drawer and mary took 3.0 crayons out of the drawer,4.0 crayons are there now,entailment,38,Entailment,"crayons_in_s1 = 7-3
crayons_in_s2 = 4

if crayons_in_s1 is None or crayons_in_s2 is None:
    print(""neutral"")
elif (crayons_in_s1 == crayons_in_s2):
    print(""Entailment"")
elif crayons_in_s1 != crayons_in_s2:
    print(""contradiction"")"
there are 46.0 rulers in the drawer and tim took 25.0 rulers from the drawer,21.0 rulers are now in the drawer,entailment,40,Entailment,"rulers_in_s1 = 46-25
rulers_in_s2 = 21


if rulers_in_s1 is None or rulers_in_s2 is None:
    print(""neutral"")
elif (rulers_in_s1 == rulers_in_s2):
    print(""Entailment"")
elif rulers_in_s1 != rulers_in_s2:
    print(""contradiction"")"
sara got fast food for lunch and sara spent $ 5.36 on a hotdog and $ 5.1 on a salad,the total of the lunch bill is 10.46,entailment,42,Entailment,"lunch_bill_s1 = 5.36 + 5.1
lunch_bill_s2 = 10.46
 
if lunch_bill_s1 is None or lunch_bill_s2 is None:
 print('neutral')

elif lunch_bill_s1 == lunch_bill_s2:
 print('Entailment')

elif lunch_bill_s1 != lunch_bill_s2:
 print('contradiction')"
sara got fast food for lunch and sara spent $ 5.36 on a hotdog and $ 5.1 on a salad,the total of the lunch bill is 6.6,contradiction,43,contradiction,"lunch_bill_s1 = 5.36 + 5.1
lunch_bill_s2 = 6.6
 
if lunch_bill_s1 is None or lunch_bill_s2 is None:
 print('neutral')

elif lunch_bill_s1 == lunch_bill_s2:
 print('Entailment')

elif lunch_bill_s1 != lunch_bill_s2:
 print('contradiction')"
"there were originally 20817.0 houses in lincoln county and during a housing boom , developers built 97741.0",118558.0 houses are there now in lincoln county,entailment,44,Entailment,"lincoln_county_houses_s1 = 20817+97741
lincoln_county_houses_s2 = 118558

if lincoln_county_houses_s1 is None or lincoln_county_houses_s2 is None:
   print('neutral')

elif lincoln_county_houses_s1 == lincoln_county_houses_s2:
   print('Entailment')

elif lincoln_county_houses_s1 != lincoln_county_houses_s2:
  print('contradiction')"
"there were originally 20817.0 houses in lincoln county and during a housing boom , developers built 97741.0",118560.0 houses are there now in lincoln county,contradiction,45,contradiction,"lincoln_county_house_s1 = 20817+97741
lincoln_county_house_s2 = 118560
 
if lincoln_county_house_s1 is None or lincoln_county_house_s2 is None:
 print('neutral')

elif lincoln_county_house_s1 == lincoln_county_house_s2:
 print('Entailment')

elif lincoln_county_house_s1 != lincoln_county_house_s2:
 print('contradiction')"
"a bathing suit manufacturer has a supply of 14797.0 bathing suits for men and in addition , it has 4969.0 bathing suits for women",19766.0 bathing suits are available overall,entailment,48,Entailment,"Bathing_suit_manufacturer_s1=14797+4969
Bathing_suit_manufacturer_s2=19766
if Bathing_suit_manufacturer_s1 is None or Bathing_suit_manufacturer_s2 is None:
   print('neutral')
elif Bathing_suit_manufacturer_s1 == Bathing_suit_manufacturer_s2:
   print('Entailment')
elif Bathing_suit_manufacturer_s1 != Bathing_suit_manufacturer_s2:
   print('contradiction')"
"a bathing suit manufacturer has a supply of 14797.0 bathing suits for men and in addition , it has 4969.0 bathing suits for women",19770.0 bathing suits are available overall,contradiction,49,contradiction,"bathing_suit_s1 = 14797 + 4969
bathing_suit_s2 = 19770
 
if bathing_suit_s1 is None or bathing_suit_s2 is None:
 print('neutral')

elif bathing_suit_s1 == bathing_suit_s2:
 print('Entailment')

elif bathing_suit_s1 != bathing_suit_s2:
 print('contradiction')"
"so far , an orchard has sold a combined total of 9792.0 pounds of fresh and frozen fruit this season , and they have sold 3513.0 pounds of frozen fruit",6279.0 pounds of fresh fruit have been sold so far,entailment,50,Entailment,"fresh_fruit_in_s1 = 9792-3513
fresh_fruit_in_s2 = 6279

if fresh_fruit_in_s1 is None or fresh_fruit_in_s2 is None:
    print(""neutral"")
elif fresh_fruit_in_s1 == fresh_fruit_in_s2:
    print(""Entailment"")
elif fresh_fruit_in_s1 != fresh_fruit_in_s2:
    print(""contradiction"")
"
"so far , an orchard has sold a combined total of 9792.0 pounds of fresh and frozen fruit this season , and they have sold 3513.0 pounds of frozen fruit",6280.0 pounds of fresh fruit have been sold so far,contradiction,51,contradiction,"Fresh_Fruit_s1=9792
Fresh_Fruit_s2=6280
if Fresh_Fruit_s1 is None or Fresh_Fruit_s2 is None:
   print('neutral')
elif Fresh_Fruit_s1 == Fresh_Fruit_s2:
   print('Entailment')
elif Fresh_Fruit_s1 != Fresh_Fruit_s2:
   print('contradiction')

"
each of farmer cunningham 's 6048.0 lambs is either black or white and there are 193.0 white ones,5855.0 of farmer cunningham 's lambs are black,entailment,52,Entailment,"lambs_in_s1 = 6048
lambs_in_s2 = 193+5855



if lambs_in_s1 is None or lambs_in_s2 is None:
    print(""neutral"")
elif (lambs_in_s1 == lambs_in_s2):
    print(""Entailment"")
elif lambs_in_s1 != lambs_in_s2:
    print(""contradiction"")"
each of farmer cunningham 's 6048.0 lambs is either black or white and there are 193.0 white ones,5854.0 of farmer cunningham 's lambs are black,contradiction,53,contradiction,"black_lambs_s1 = 6048-193
black_lambs_s2 = 5854

if black_lambs_s1 is None or black_lambs_s2 is None:
   print('neutral')

elif black_lambs_s1 == black_lambs_s2:
   print('Entailment')

elif black_lambs_s1 != black_lambs_s2:
  print('contradiction')"
"a treasure hunter discovered a buried treasure chest filled with a total of 5155.0 gems and 45.0 of the gems were diamonds , and the rest were rubies",5110.0 of the gems were rubies,entailment,54,Entailment,"number_of_rubies_gems_s1 = 5155-45
number_of_rubies_gems_s2 = 5110

if number_of_rubies_gems_s1 is None or number_of_rubies_gems_s2 is None:
   print('neutral')

elif number_of_rubies_gems_s1 == number_of_rubies_gems_s2:
   print('Entailment')

elif number_of_rubies_gems_s1 != number_of_rubies_gems_s2:
  print('contradiction')"
"1.0 evening , a restaurant served a total of 0.5 loaf of wheat bread and 0.4 loaf of white bread .",1.2 loaves were served in all,contradiction,57,contradiction,"loaves_served_s1 = 0.4+0.5
loaves_served_s2 = 1.2

if loaves_served_s1 is None or loaves_served_s2 is None:
   print('neutral')

elif loaves_served_s1 == loaves_served_s2:
   print('Entailment')

elif loaves_served_s1 != loaves_served_s2:
  print('contradiction')"
"a renovation project required 0.16666666666666666 truck-load of sand , 0.3333333333333333 truck-load of dirt , and 0.16666666666666666 truck-load of cement .",0.6666666667 truck-loads of material were needed in all,entailment,58,Entailment,"Required_for_renovation_s1=0.6666666667
Required_for_renovation_s2=0.6666666667 
if Required_for_renovation_s1 is None or Required_for_renovation_s2 is None:
   print('neutral')
elif Required_for_renovation_s1 == Required_for_renovation_s2:
   print('Entailment')
elif Required_for_renovation_s1 != Required_for_renovation_s2:
   print('contradiction')
"
"a renovation project required 0.16666666666666666 truck-load of sand , 0.3333333333333333 truck-load of dirt , and 0.16666666666666666 truck-load of cement .",1.1 truck-loads of material were needed in all,contradiction,59,contradiction,"truck_load_material_s1 = 0.16666666666666666 + 0.16666666666666666 + 0.3333333333333333
truck_load_material_s2 = 1.1

if truck_load_material_s1 is None or truck_load_material_s2 is None:
   print('neutral')

elif truck_load_material_s1 == truck_load_material_s2:
   print('Entailment')

elif truck_load_material_s1 != truck_load_material_s2:
  print('contradiction')"
"karin 's science class weighed plastic rings for an experiment and they found that the orange ring weighed 0.08333333333333333 ounce , the purple ring weighed 0.3333333333333333 ounce , and the white ring weighed 0.4166666666666667 ounce",the total weight of the plastic rings is 2.5,contradiction,61,contradiction,"ring_weighed_s1 = 0.08333333
ring_weighed_s2 = 2.5

if ring_weighed_s1 is None or ring_weighed_s2 is None:
   print('neutral')

elif ring_weighed_s1 == ring_weighed_s2:
   print('Entailment')

elif ring_weighed_s1 != ring_weighed_s2:
  print('contradiction')
"
"sally had 39.0 baseball cards , and 9.0 were torn and sara bought 24.0 of sally 's baseball cards",sally has 14.0 baseball cards now,contradiction,63,contradiction,"sally_baseball_s1 = 39
sally_baseball_s2 = 14

if sally_baseball_s1 is None or sally_baseball_s2 is None:
   print('neutral')

elif sally_baseball_s1 == sally_baseball_s2:
   print('Entailment')

elif sally_baseball_s1 != sally_baseball_s2:
  print('contradiction')"
mike had 33.0 quarters and 87.0 nickels in his bank and his dad borrowed 75.0 nickels from mike,he has 12.0 nickels now,entailment,64,Entailment,"time_suresh_works_for_s1 = 9
time_suresh_works_for_s2 = 0
time_suresh_works_for_s2 > 6

if time_suresh_works_for_s1 is None or time_suresh_works_for_s2 is None:
   print(""Neutral"")
elif time_suresh_works_for_s1 > time_suresh_works_for_s2 :
  print(""Entailment"")
elif time_suresh_works_for_s1 != time_suresh_works_for_s2 :
  print(""Contradiction"")"
mike had 33.0 quarters and 87.0 nickels in his bank and his dad borrowed 75.0 nickels from mike,he has 14.0 nickels now,contradiction,65,contradiction,"mike_nickles_s1 = 87 - 75
mike_nickles_s2 = 14
 
if mike_nickles_s1 is None or mike_nickles_s2 is None:
 print('neutral')

elif mike_nickles_s1 == mike_nickles_s2:
 print('Entailment')

elif mike_nickles_s1 != mike_nickles_s2:
 print('contradiction')"
"alyssa picked 25.0 limes, and mike picked 32.0 limes and tom picked 12.0 plums",61.0 limes were picked in all,contradiction,67,contradiction,"limes_picked_s1 = 25+32+12
limes_picked_s2 = 61

if limes_picked_s1 is None or limes_picked_s2 is None:
   print('neutral')

elif limes_picked_s1 == limes_picked_s2:
   print('Entailment')

elif limes_picked_s1 != limes_picked_s2:
  print('contradiction')"
sara had 100.0 pennies and 783.0 quarters in her bank and her dad borrowed 271.0 quarters from sara,she has 512.0 quarters now,entailment,68,Entailment,"quarters_sara_had_s1 = 783 - 271
quarters_sara_had_s2 = 512

if quarters_sara_had_s1 is None or quarters_sara_had_s2 is None:
    print(""Neutral"")
elif quarters_sara_had_s1 == quarters_sara_had_s2:
    print(""Entailment"")
elif quarters_sara_had_s1 != quarters_sara_had_s2:
    print(""Contradiction"")"
sara had 100.0 pennies and 783.0 quarters in her bank and her dad borrowed 271.0 quarters from sara,she has 513.0 quarters now,contradiction,69,contradiction,"sara_pennies_in_s1 = 100
sara_quarters_in_s1 = 783-271
sara_quarters_in_s2 = 513


if sara_pennies_in_s1 is None or sara_quarters_in_s1 is None or sara_quarters_in_s2 is None:
    print(""neutral"")
elif sara_quarters_in_s1 == sara_quarters_in_s2:
    print(""Entailment"")
elif sara_quarters_in_s1 != sara_quarters_in_s2:
    print(""contradiction"")"
a restaurant made 9.0 hamburgers and 4.0 hot dogs to serve during lunch and only 3.0 hamburgers were actually served,6.0 hamburgers were left over,entailment,70,Entailment,"hamburgers_left_s1 = 9-6
hamburgers_left_s2 = 6

if hamburgers_left_s1 is None or hamburgers_left_s2 is None:
   print(""Neutral"")
elif hamburgers_left_s1 == hamburgers_left_s2 :
  print(""Entailment"")
elif hamburgers_left_s1 != hamburgers_left_s2 :
  print(""Contradiction"")"
a restaurant made 9.0 hamburgers and 4.0 hot dogs to serve during lunch and only 3.0 hamburgers were actually served,10.0 hamburgers were left over,contradiction,71,contradiction,"height_difference_between_state_building_s1 = 443
height_difference_between_state_building_s2 = 743

if height_difference_between_state_building_s1 is None or height_difference_between_state_building_s2 is None:
   print('neutral')

elif height_difference_between_state_building_s1 == height_difference_between_state_building_s2:
   print('Entailment')

elif height_difference_between_state_building_s1 != height_difference_between_state_building_s2:
  print('contradiction')"
melanie picked 7.0 plums and 4.0 oranges from the orchard and she gave 3.0 plums to sam,she has 4.0 plums now,entailment,72,Entailment,"picked_plums_s1 = 7-3
picked_plums_s2 = 4

if picked_plums_s1 is None or picked_plums_s2 is None:
   print('neutral')

elif picked_plums_s1 == picked_plums_s2:
   print('Entailment')

elif picked_plums_s1 != picked_plums_s2:
  print('contradiction')
"
melanie picked 7.0 plums and 4.0 oranges from the orchard and she gave 3.0 plums to sam,she has 8.0 plums now,contradiction,73,contradiction,"melaine_plums_s1 = 7-3
melaine_plums_s2 = 8
 
if melaine_plums_s1 is None or melaine_plums_s2 is None:
 print('neutral')

elif melaine_plums_s1 == melaine_plums_s2:
 print('Entailment')

elif melaine_plums_s1 != melaine_plums_s2:
 print('contradiction')"
jason has 7.0 violet balloons and 4.0 red balloons and he lost 3.0 of the violet balloons,jason has 4.0 violet balloons now,entailment,74,Entailment,"Jason_violet_ballons_s1=7-3
Jason_violet_ballons_s2=4
if Jason_violet_ballons_s1 is None or Jason_violet_ballons_s2 is None:
   print('neutral')
elif Jason_violet_ballons_s1 == Jason_violet_ballons_s2:
   print('Entailment')
elif Jason_violet_ballons_s1 != Jason_violet_ballons_s2:
   print('contradiction')
"
jason has 7.0 violet balloons and 4.0 red balloons and he lost 3.0 of the violet balloons,jason has 3.0 violet balloons now,contradiction,75,contradiction,"jason_violet_ballons_s1 = 7-3
jason_violet_ballons_s2 = 3

if jason_violet_ballons_s1 is None or jason_violet_ballons_s2 is None:
   print('neutral')

elif jason_violet_ballons_s1 == jason_violet_ballons_s2:
   print('Entailment')

elif jason_violet_ballons_s1 != jason_violet_ballons_s2:
  print('contradiction')"
"dan spent $ 11.76 on a snake toy , and a cage cost him $ 14.54 and dan also found a dollar bill on the ground",the total cost of dan 's purchases is 23.9,contradiction,77,contradiction,"total_cost_s1 = 11.76+14.54
total_cost_s2 = 23.9
 
if total_cost_s1 is None or total_cost_s2 is None:
 print('neutral')

elif total_cost_s1 == total_cost_s2:
 print('Entailment')

elif total_cost_s1 != total_cost_s2:
 print('contradiction')"
a restaurant served 7.0 slices of pie during lunch and 5.0 during dinner today and it served 8.0 of them yesterday,12.0 slices of pie were served today,entailment,78,Entailment,"pie_served_s1 = 7+5
pie_served_s2 = 12
 
if pie_served_s1 is None or pie_served_s2 is None:
 print('neutral')

elif pie_served_s1 == pie_served_s2:
 print('Entailment')

elif pie_served_s1 != pie_served_s2:
 print('contradiction')"
a restaurant served 7.0 slices of pie during lunch and 5.0 during dinner today and it served 8.0 of them yesterday,11.0 slices of pie were served today,contradiction,79,contradiction,"Slices_s1=7+5
Slices_served_today_s2=11
if Slices_s1 is None or Slices_served_today_s2 is None:
   print('neutral')
elif Slices_s1 == Slices_served_today_s2:
   print('Entailment')
elif Slices_s1 != Slices_served_today_s2:
   print('contradiction')

"
"mike picked 7.0 apples , nancy picked 3.0 apples , and keith picked 6.0 apples and 4.0 pears , at the farm .",16.0 apples were picked in total,entailment,80,Entailment,"total_appled_s1 = 7 + 3 + 6
total_appled_s2 = 16

if total_appled_s1 is None or total_appled_s2 is None:
   print('neutral')

elif total_appled_s1 == total_appled_s2:
   print('Entailment')

elif total_appled_s1 != total_appled_s2:
  print('contradiction')"
