sample_index,label,error_message,golden_label
127,contradiction,,contradiction
104,entailment,,entailment
130,entailment,,entailment
85,contradiction,,contradiction
76,contradiction,,entailment
27,contradiction,,contradiction
13,contradiction,,contradiction
42,entailment,,entailment
52,entailment,,entailment
37,contradiction,,contradiction
66,entailment,,entailment
95,entailment,,contradiction
120,entailment,,entailment
114,entailment,,entailment
145,contradiction,,contradiction
134,entailment,,entailment
100,entailment,,entailment
46,entailment,,entailment
17,contradiction,,contradiction
81,contradiction,,contradiction
23,contradiction,,contradiction
72,entailment,,entailment
62,contradiction,,entailment
33,contradiction,,contradiction
91,contradiction,,contradiction
56,entailment,,entailment
141,contradiction,,contradiction
110,entailment,,entailment
124,entailment,,entailment
135,contradiction,,contradiction
101,entailment,,contradiction
47,contradiction,,contradiction
16,entailment,,entailment
80,entailment,,entailment
22,entailment,,entailment
73,contradiction,,contradiction
63,contradiction,,contradiction
32,entailment,,entailment
90,entailment,,entailment
57,contradiction,,contradiction
140,entailment,,entailment
111,contradiction,,contradiction
125,contradiction,,contradiction
105,entailment,,contradiction
131,contradiction,,contradiction
84,entailment,,entailment
77,contradiction,,contradiction
26,entailment,,entailment
12,entailment,,entailment
43,contradiction,,contradiction
53,contradiction,,contradiction
36,entailment,,entailment
67,contradiction,,contradiction
94,entailment,,entailment
121,contradiction,,contradiction
115,contradiction,,contradiction
144,entailment,,entailment
19,contradiction,,contradiction
48,entailment,,entailment
0,entailment,,entailment
58,contradiction,,entailment
29,contradiction,,contradiction
78,entailment,,entailment
68,entailment,,entailment
39,contradiction,,contradiction
4,entailment,,entailment
28,entailment,,entailment
79,contradiction,,contradiction
69,contradiction,,contradiction
38,entailment,,entailment
5,contradiction,,contradiction
18,entailment,,entailment
49,contradiction,,contradiction
1,contradiction,,contradiction
59,contradiction,,contradiction
435,contradiction,,contradiction
575,contradiction,,contradiction
464,entailment,,entailment
524,entailment,,entailment
706,entailment,,entailment
497,contradiction,,contradiction
646,entailment,,entailment
617,contradiction,,contradiction
586,entailment,,entailment
681,contradiction,,contradiction
510,entailment,,entailment
450,entailment,,entailment
541,contradiction,,contradiction
401,contradiction,,contradiction
623,contradiction,,contradiction
672,entailment,,entailment
388,entailment,,entailment
159,contradiction,,contradiction
299,contradiction,,contradiction
289,contradiction,,contradiction
398,entailment,,entailment
662,entailment,,entailment
633,contradiction,,contradiction
411,contradiction,,contradiction
551,entailment,,contradiction
440,entailment,,entailment
500,contradiction,,entailment
691,contradiction,,contradiction
596,entailment,,entailment
607,contradiction,,contradiction
656,entailment,,entailment
487,contradiction,,contradiction
716,entailment,,entailment
534,entailment,,entailment
474,entailment,,entailment
565,contradiction,,contradiction
425,contradiction,,contradiction
545,contradiction,,contradiction
405,contradiction,,contradiction
514,entailment,,entailment
685,contradiction,,contradiction
454,entailment,,entailment
676,entailment,,entailment
627,contradiction,,contradiction
460,entailment,,entailment
520,entailment,,entailment
431,contradiction,,contradiction
571,contradiction,,contradiction
582,entailment,,entailment
613,contradiction,,contradiction
493,contradiction,,contradiction
702,contradiction,,entailment
642,entailment,,entailment
169,contradiction,,contradiction
179,contradiction,,contradiction
652,entailment,,entailment
712,entailment,,entailment
483,contradiction,,contradiction
603,contradiction,,contradiction
592,error,"File ""/Users/ioanamazilu/PycharmProjects/quant_nli/data/generated/AWPNLI/gpt4/sample_592.py"", line 15
    return remaining_cars_premise == remaining_cars_hypothesis:
                                                              ^
SyntaxError: invalid syntax",entailment
561,contradiction,,contradiction
421,contradiction,,contradiction
530,entailment,,entailment
470,entailment,,entailment
637,contradiction,,contradiction
666,entailment,,entailment
444,entailment,,entailment
695,contradiction,,contradiction
504,entailment,,entailment
415,contradiction,,contradiction
555,contradiction,,contradiction
544,entailment,,entailment
404,entailment,,entailment
684,entailment,,entailment
515,contradiction,,contradiction
455,contradiction,,contradiction
677,contradiction,,contradiction
626,entailment,,entailment
461,contradiction,,contradiction
521,contradiction,,contradiction
430,entailment,,entailment
570,entailment,,entailment
612,entailment,,entailment
583,contradiction,,contradiction
703,contradiction,,contradiction
492,entailment,,entailment
643,contradiction,,contradiction
168,entailment,,entailment
178,entailment,,entailment
653,contradiction,,contradiction
482,contradiction,,entailment
713,contradiction,,contradiction
593,contradiction,,contradiction
602,contradiction,,entailment
560,entailment,,entailment
420,entailment,,entailment
531,contradiction,,contradiction
471,contradiction,,contradiction
636,entailment,,entailment
667,contradiction,,contradiction
445,contradiction,,contradiction
505,contradiction,,contradiction
694,entailment,,entailment
414,entailment,,entailment
554,entailment,,entailment
434,entailment,,entailment
574,entailment,,entailment
465,contradiction,,contradiction
525,contradiction,,contradiction
496,entailment,,entailment
707,contradiction,,contradiction
647,contradiction,,contradiction
587,contradiction,,contradiction
616,entailment,,entailment
511,contradiction,,contradiction
680,entailment,,entailment
451,contradiction,,contradiction
540,entailment,,entailment
400,entailment,,entailment
622,entailment,,entailment
673,contradiction,,contradiction
389,contradiction,,contradiction
158,entailment,,entailment
298,error,"File ""/Users/ioanamazilu/PycharmProjects/quant_nli/data/generated/AWPNLI/gpt4/sample_298.py"", line 16
    return total_points_premise == total_points_hypothesis:
                                                          ^
SyntaxError: invalid syntax",entailment
288,entailment,,entailment
399,entailment,,contradiction
663,contradiction,,contradiction
632,entailment,,entailment
410,entailment,,entailment
550,contradiction,,entailment
441,contradiction,,contradiction
690,contradiction,,entailment
501,entailment,,contradiction
606,entailment,,entailment
597,contradiction,,contradiction
657,entailment,,contradiction
717,contradiction,,contradiction
486,entailment,,entailment
535,contradiction,,contradiction
475,contradiction,,contradiction
564,entailment,,entailment
424,entailment,,entailment
194,entailment,,entailment
205,contradiction,,contradiction
345,contradiction,,contradiction
254,entailment,,entailment
314,entailment,,entailment
167,contradiction,,contradiction
320,entailment,,entailment
260,entailment,,entailment
371,contradiction,,contradiction
231,contradiction,,contradiction
382,entailment,,entailment
153,contradiction,,contradiction
293,contradiction,,contradiction
629,contradiction,,contradiction
678,entailment,,entailment
668,entailment,,entailment
639,contradiction,,contradiction
283,contradiction,,contradiction
392,entailment,,entailment
221,contradiction,,contradiction
361,contradiction,,contradiction
270,entailment,,entailment
330,entailment,,entailment
177,contradiction,,contradiction
304,contradiction,,entailment
244,entailment,,entailment
355,entailment,,contradiction
215,contradiction,,contradiction
184,entailment,,entailment
375,contradiction,,contradiction
235,contradiction,,contradiction
324,entailment,,entailment
264,entailment,,entailment
297,contradiction,,contradiction
386,entailment,,entailment
157,contradiction,,contradiction
250,entailment,,entailment
310,entailment,,entailment
201,contradiction,,contradiction
190,entailment,,entailment
341,contradiction,,contradiction
163,contradiction,,contradiction
619,contradiction,,contradiction
588,entailment,,entailment
708,contradiction,,entailment
499,contradiction,,contradiction
648,contradiction,,entailment
658,entailment,,entailment
489,contradiction,,contradiction
718,contradiction,,entailment
598,entailment,,entailment
609,contradiction,,contradiction
173,contradiction,,contradiction
351,contradiction,,contradiction
180,entailment,,entailment
211,contradiction,,contradiction
300,entailment,,entailment
240,entailment,,entailment
396,entailment,,entailment
287,contradiction,,contradiction
274,entailment,,entailment
334,entailment,,entailment
225,contradiction,,contradiction
365,contradiction,,contradiction
374,entailment,,entailment
234,entailment,,entailment
325,contradiction,,contradiction
265,contradiction,,contradiction
296,entailment,,entailment
387,contradiction,,contradiction
156,entailment,,entailment
251,contradiction,,contradiction
311,contradiction,,contradiction
191,contradiction,,contradiction
200,entailment,,entailment
340,entailment,,entailment
162,entailment,,entailment
589,contradiction,,contradiction
618,entailment,,entailment
498,entailment,,entailment
709,contradiction,,contradiction
649,contradiction,,contradiction
659,contradiction,,contradiction
719,contradiction,,contradiction
488,entailment,,entailment
608,entailment,,entailment
599,contradiction,,contradiction
172,entailment,,entailment
350,entailment,,entailment
210,entailment,,entailment
181,contradiction,,contradiction
301,error,"File ""/Users/ioanamazilu/PycharmProjects/quant_nli/data/generated/AWPNLI/gpt4/sample_301.py"", line 18
    return clothes_per_small_load_premise == clothes_per_small_load_hypothesis:
                                                                              ^
SyntaxError: invalid syntax",contradiction
241,contradiction,,contradiction
397,contradiction,,contradiction
286,entailment,,entailment
275,contradiction,,contradiction
335,contradiction,,contradiction
224,entailment,,entailment
364,entailment,,entailment
204,entailment,,entailment
195,contradiction,,contradiction
344,entailment,,entailment
255,contradiction,,contradiction
315,contradiction,,contradiction
166,entailment,,entailment
321,contradiction,,contradiction
261,contradiction,,contradiction
370,entailment,,entailment
230,entailment,,entailment
383,contradiction,,contradiction
152,entailment,,entailment
292,entailment,,entailment
628,entailment,,entailment
679,contradiction,,contradiction
669,contradiction,,contradiction
638,entailment,,entailment
282,entailment,,entailment
393,contradiction,,contradiction
220,entailment,,entailment
360,entailment,,entailment
271,contradiction,,contradiction
331,contradiction,,contradiction
176,entailment,,entailment
305,entailment,,contradiction
245,contradiction,,contradiction
354,entailment,,entailment
185,contradiction,,contradiction
214,entailment,,entailment
384,entailment,,entailment
155,contradiction,,contradiction
295,contradiction,,contradiction
326,entailment,,entailment
266,entailment,,entailment
377,contradiction,,contradiction
237,contradiction,,contradiction
161,contradiction,,contradiction
203,contradiction,,contradiction
192,entailment,,entailment
343,contradiction,,contradiction
252,entailment,,entailment
312,entailment,,entailment
439,contradiction,,contradiction
579,contradiction,,contradiction
468,entailment,,entailment
528,entailment,,entailment
538,entailment,,entailment
478,entailment,,entailment
569,contradiction,,contradiction
429,contradiction,,contradiction
302,entailment,,entailment
242,entailment,,entailment
353,contradiction,,contradiction
182,entailment,,entailment
213,contradiction,,contradiction
171,contradiction,,contradiction
227,contradiction,,contradiction
367,contradiction,,contradiction
276,entailment,,entailment
336,entailment,,entailment
285,contradiction,,contradiction
394,entailment,,entailment
165,contradiction,,contradiction
256,entailment,,entailment
316,entailment,,entailment
196,entailment,,entailment
207,contradiction,,contradiction
347,contradiction,,contradiction
291,contradiction,,contradiction
380,entailment,,entailment
151,contradiction,,contradiction
373,contradiction,,contradiction
233,contradiction,,contradiction
322,entailment,,entailment
262,entailment,,entailment
549,contradiction,,contradiction
409,contradiction,,contradiction
518,entailment,,entailment
689,contradiction,,contradiction
458,entailment,,entailment
448,entailment,,entailment
699,contradiction,,contradiction
508,entailment,,entailment
419,contradiction,,contradiction
559,contradiction,,contradiction
272,entailment,,entailment
332,entailment,,entailment
223,contradiction,,contradiction
363,contradiction,,contradiction
390,entailment,,entailment
281,contradiction,,contradiction
357,contradiction,,contradiction
217,contradiction,,contradiction
186,entailment,,entailment
306,entailment,,entailment
246,entailment,,entailment
175,contradiction,,contradiction
164,entailment,,entailment
257,contradiction,,contradiction
317,contradiction,,contradiction
206,entailment,,entailment
197,contradiction,,contradiction
346,entailment,,entailment
290,entailment,,entailment
381,contradiction,,contradiction
150,entailment,,entailment
372,entailment,,entailment
232,entailment,,entailment
323,contradiction,,contradiction
263,contradiction,,contradiction
548,entailment,,entailment
408,entailment,,entailment
688,entailment,,entailment
519,contradiction,,contradiction
459,contradiction,,contradiction
449,contradiction,,contradiction
509,contradiction,,contradiction
698,entailment,,entailment
418,entailment,,entailment
558,entailment,,entailment
273,contradiction,,contradiction
333,contradiction,,contradiction
222,entailment,,entailment
362,entailment,,entailment
391,contradiction,,contradiction
280,entailment,,entailment
356,entailment,,entailment
187,contradiction,,contradiction
216,entailment,,entailment
307,contradiction,,contradiction
247,contradiction,,contradiction
174,entailment,,entailment
385,contradiction,,contradiction
154,entailment,,entailment
294,entailment,,entailment
327,contradiction,,contradiction
267,contradiction,,contradiction
376,entailment,,entailment
236,entailment,,entailment
160,entailment,,entailment
193,contradiction,,contradiction
202,entailment,,entailment
342,entailment,,entailment
253,contradiction,,contradiction
313,contradiction,,contradiction
438,entailment,,entailment
578,entailment,,entailment
469,contradiction,,contradiction
529,contradiction,,contradiction
539,contradiction,,contradiction
479,contradiction,,contradiction
568,entailment,,entailment
428,entailment,,entailment
303,contradiction,,contradiction
243,contradiction,,contradiction
352,entailment,,entailment
212,entailment,,entailment
183,contradiction,,contradiction
170,entailment,,entailment
226,entailment,,entailment
366,entailment,,entailment
277,contradiction,,contradiction
337,contradiction,,contradiction
284,entailment,,entailment
395,contradiction,,contradiction
625,contradiction,,contradiction
674,contradiction,,entailment
516,entailment,,entailment
687,contradiction,,contradiction
456,entailment,,entailment
547,contradiction,,contradiction
407,contradiction,,contradiction
491,contradiction,,contradiction
700,entailment,,entailment
640,entailment,,entailment
580,entailment,,entailment
611,contradiction,,contradiction
433,contradiction,,contradiction
573,contradiction,,contradiction
462,entailment,,entailment
522,entailment,,entailment
198,entailment,,entailment
209,contradiction,,contradiction
349,contradiction,,contradiction
258,entailment,,entailment
318,entailment,,entailment
308,entailment,,entailment
248,entailment,,entailment
359,contradiction,,contradiction
219,contradiction,,contradiction
188,entailment,,entailment
532,entailment,,entailment
472,entailment,,entailment
563,contradiction,,contradiction
423,contradiction,,contradiction
601,contradiction,,contradiction
590,entailment,,entailment
650,entailment,,entailment
710,entailment,,entailment
481,contradiction,,contradiction
417,contradiction,,contradiction
557,contradiction,,contradiction
446,entailment,,entailment
697,contradiction,,contradiction
506,entailment,,entailment
664,entailment,,entailment
635,contradiction,,contradiction
615,contradiction,,contradiction
584,entailment,,entailment
704,entailment,,entailment
495,contradiction,,contradiction
644,entailment,,entailment
466,entailment,,entailment
526,entailment,,entailment
437,entailment,,contradiction
577,contradiction,,contradiction
670,entailment,,entailment
621,contradiction,,contradiction
543,contradiction,,contradiction
403,contradiction,,contradiction
683,contradiction,,contradiction
512,entailment,,entailment
452,entailment,,entailment
379,contradiction,,contradiction
239,contradiction,,contradiction
328,entailment,,entailment
268,entailment,,entailment
278,entailment,,entailment
338,entailment,,entailment
229,contradiction,,contradiction
369,contradiction,,contradiction
442,entailment,,entailment
502,entailment,,entailment
693,contradiction,,contradiction
413,contradiction,,contradiction
553,contradiction,,contradiction
631,contradiction,,contradiction
720,entailment,,entailment
660,entailment,,entailment
567,contradiction,,contradiction
427,contradiction,,contradiction
536,entailment,,entailment
476,entailment,,entailment
654,entailment,,entailment
485,contradiction,,contradiction
714,entailment,,entailment
594,entailment,,entailment
605,contradiction,,contradiction
585,contradiction,,contradiction
614,contradiction,,entailment
494,entailment,,entailment
705,contradiction,,contradiction
645,contradiction,,contradiction
467,contradiction,,contradiction
527,contradiction,,contradiction
436,entailment,,entailment
576,entailment,,entailment
671,contradiction,,contradiction
620,entailment,,entailment
542,entailment,,entailment
402,entailment,,entailment
513,contradiction,,contradiction
682,entailment,,entailment
453,contradiction,,contradiction
378,entailment,,entailment
238,entailment,,entailment
329,contradiction,,contradiction
269,contradiction,,contradiction
279,contradiction,,contradiction
339,contradiction,,contradiction
228,entailment,,entailment
368,entailment,,entailment
443,contradiction,,contradiction
692,entailment,,entailment
503,contradiction,,contradiction
412,entailment,,entailment
552,entailment,,entailment
630,entailment,,entailment
721,contradiction,,contradiction
661,contradiction,,contradiction
566,entailment,,entailment
426,entailment,,entailment
537,contradiction,,contradiction
477,contradiction,,contradiction
655,contradiction,,contradiction
715,contradiction,,contradiction
484,entailment,,entailment
604,entailment,,entailment
595,contradiction,,contradiction
624,entailment,,entailment
675,contradiction,,contradiction
686,contradiction,,entailment
517,entailment,,contradiction
457,contradiction,,contradiction
546,entailment,,entailment
406,entailment,,entailment
701,contradiction,,contradiction
490,entailment,,entailment
641,contradiction,,contradiction
610,entailment,,entailment
581,contradiction,,contradiction
432,entailment,,entailment
572,entailment,,entailment
463,contradiction,,contradiction
523,contradiction,,contradiction
208,entailment,,entailment
199,contradiction,,contradiction
348,entailment,,entailment
259,contradiction,,contradiction
319,contradiction,,contradiction
309,contradiction,,contradiction
249,contradiction,,contradiction
358,entailment,,entailment
189,contradiction,,contradiction
218,entailment,,entailment
533,contradiction,,contradiction
473,contradiction,,contradiction
562,entailment,,entailment
422,entailment,,entailment
591,contradiction,,contradiction
600,entailment,,entailment
651,contradiction,,contradiction
480,entailment,,entailment
711,contradiction,,contradiction
416,entailment,,entailment
556,entailment,,entailment
447,contradiction,,contradiction
507,contradiction,,contradiction
696,entailment,,entailment
665,contradiction,,contradiction
634,entailment,,entailment
