premise,hypothesis,label,sample_index
Nitin borrowed some money at the rate of 6 % p,Nitin borrowed some money at the rate of more than 3 % p,entailment,2112
Nitin borrowed some money at the rate of more than 3 % p,Nitin borrowed some money at the rate of 6 % p,neutral,2113
Carl drove from his home to the beach at an average speed of 80 kilometers per hour and returned home by the same route at an average speed of 70 kilometers per hour,Carl drove from his home to the beach at an average speed of more than 40 kilometers per hour and returned home by the same route at an average speed of 70 kilometers per hour,entailment,2124
Carl drove from his home to the beach at an average speed of more than 40 kilometers per hour and returned home by the same route at an average speed of 70 kilometers per hour,Carl drove from his home to the beach at an average speed of 80 kilometers per hour and returned home by the same route at an average speed of 70 kilometers per hour,neutral,2125
Carl drove from his home to the beach at an average speed of 80 kilometers per hour and returned home by the same route at an average speed of 70 kilometers per hour,Carl drove from his home to the beach at an average speed of 10 kilometers per hour and returned home by the same route at an average speed of 70 kilometers per hour,contradiction,2126
"While driving from City A to City B , Bob drives at a constant speed of 40 miles per hour","While driving from City A to City B , Bob drives at a constant speed of less than 40 miles per hour",contradiction,2141
Alice leaves City A 30 minutes after Bob,Alice leaves City A less than 60 minutes after Bob,entailment,2142
Alice leaves City A less than 60 minutes after Bob,Alice leaves City A 30 minutes after Bob,neutral,2143
4 buses runs between Chennai and Mysore,less than 8 buses runs between Chennai and Mysore,entailment,2163
less than 8 buses runs between Chennai and Mysore,4 buses runs between Chennai and Mysore,neutral,2164
There are 17 stations between Hyderabad and Bangalore,There are less than 17 stations between Hyderabad and Bangalore,contradiction,2222
Suresh works for 9 hours and then the remaining job is completed by Ashutosh,Suresh works for more than 7 hours and then the remaining job is completed by Ashutosh,entailment,2277
Suresh works for more than 7 hours and then the remaining job is completed by Ashutosh,Suresh works for 9 hours and then the remaining job is completed by Ashutosh,neutral,2278
Suresh works for 9 hours and then the remaining job is completed by Ashutosh,Suresh works for more than 9 hours and then the remaining job is completed by Ashutosh,contradiction,2279
Bruce and Anne can clean their house in 4 hours working together at their respective constant rates,Bruce and Anne can clean their house in 6 hours working together at their respective constant rates,contradiction,2306
"If Anne ’ s speed were doubled , they could clean their house in 3 hours working at their respective rates","If Anne ’ s speed were doubled , they could clean their house in 7 hours working at their respective rates",contradiction,2309
Mr Yadav spends 60 % of his monthly salary on consumable items and 50 % of the remaining on clothes and transport,Mr Yadav spends more than 10 % of his monthly salary on consumable items and 50 % of the remaining on clothes and transport,entailment,2397
Mr Yadav spends more than 10 % of his monthly salary on consumable items and 50 % of the remaining on clothes and transport,Mr Yadav spends 60 % of his monthly salary on consumable items and 50 % of the remaining on clothes and transport,neutral,2398
He will be 5 / 3 times as old as Tom 6 years hence,He will be more than 5 / 3 times as old as Tom 6 years hence,contradiction,2429
"In an exam , Amar scored 64 percent , Bhavan scored 36 percent and Chetan 44 percent","In an exam , Amar scored more than 64 percent , Bhavan scored 36 percent and Chetan 44 percent",contradiction,2438
"5 % people of a village in Sri Lanka died by bombardment , 15 % of the remainder left the village on account of fear","more than 2 % people of a village in Sri Lanka died by bombardment , 15 % of the remainder left the village on account of fear",entailment,2532
"more than 2 % people of a village in Sri Lanka died by bombardment , 15 % of the remainder left the village on account of fear","5 % people of a village in Sri Lanka died by bombardment , 15 % of the remainder left the village on account of fear",neutral,2533
"5 % people of a village in Sri Lanka died by bombardment , 15 % of the remainder left the village on account of fear","more than 5 % people of a village in Sri Lanka died by bombardment , 15 % of the remainder left the village on account of fear",contradiction,2534
Murali travelled from city A to city B at a speed of 40 kmph and from city B to city C at 60 kmph,Murali travelled from city A to city B at a speed of more than 30 kmph and from city B to city C at 60 kmph,entailment,2547
Murali travelled from city A to city B at a speed of more than 30 kmph and from city B to city C at 60 kmph,Murali travelled from city A to city B at a speed of 40 kmph and from city B to city C at 60 kmph,neutral,2548
Two dogsled teams raced across a 300 mile course in Wyoming,Two dogsled teams raced across a more than 300 mile course in Wyoming,contradiction,2570
Vijay bought 160 shirts at the rate of Rs,Vijay bought more than 160 shirts at the rate of Rs,contradiction,2573
John traveled 80 % of the way from Yellow - town to Green - fields by train at an average speed of 80 miles per hour,John traveled more than 10 % of the way from Yellow - town to Green - fields by train at an average speed of 80 miles per hour,entailment,2574
John traveled more than 10 % of the way from Yellow - town to Green - fields by train at an average speed of 80 miles per hour,John traveled 80 % of the way from Yellow - town to Green - fields by train at an average speed of 80 miles per hour,neutral,2575
How much loss would Indu has suffered had she given it to Bindu for 2 years at 4 % per annum simple interest ?,How much loss would Indu has suffered had she given it to Bindu for 8 years at 4 % per annum simple interest ?,contradiction,2642
The compound interest earned by Sunil on a certain amount at the end of two years at the rate of 8 % p,The compound interest earned by Sunil on a certain amount at the end of two years at the rate of less than 8 % p,contradiction,2645
"In a covering a distance of 30 km , Abhay takes 2 hours more than Sameer","In a covering a distance of more than 30 km , Abhay takes 2 hours more than Sameer",contradiction,2654
Kishore saved 10 % of his monthly salary,Kishore saved less than 10 % of his monthly salary,contradiction,2708
"Efrida and Frazer who live 10 miles apart , meet at a restaurant that is directly north of Efrida ' s home and directly east of Frazer ' s home","Efrida and Frazer who live more than 10 miles apart , meet at a restaurant that is directly north of Efrida ' s home and directly east of Frazer ' s home",contradiction,2720
"If the ratio of their ages is 7 : 9 , how old is Sandy ?","If the ratio of their ages is less than 8 : 9 , how old is Sandy ?",entailment,2751
"If the ratio of their ages is less than 8 : 9 , how old is Sandy ?","If the ratio of their ages is 7 : 9 , how old is Sandy ?",neutral,2752
Raman mixed 24 kg of butter at Rs,Raman mixed more than 24 kg of butter at Rs,contradiction,2789
Aamir saves 32 % of his monthly salary,Aamir saves less than 52 % of his monthly salary,entailment,2817
Aamir saves less than 52 % of his monthly salary,Aamir saves 32 % of his monthly salary,neutral,2818
"In a certain town , the ratio of NY Yankees fans to NY Mets fans is 3 : 2 , and the ratio of NY Mets fans to Boston Red Sox fans is 4 : 5","In a certain town , the ratio of NY Yankees fans to NY Mets fans is less than 4 : 2 , and the ratio of NY Mets fans to Boston Red Sox fans is 4 : 5",entailment,2868
"In a certain town , the ratio of NY Yankees fans to NY Mets fans is less than 4 : 2 , and the ratio of NY Mets fans to Boston Red Sox fans is 4 : 5","In a certain town , the ratio of NY Yankees fans to NY Mets fans is 3 : 2 , and the ratio of NY Mets fans to Boston Red Sox fans is 4 : 5",neutral,2869
"In a certain town , the ratio of NY Yankees fans to NY Mets fans is 3 : 2 , and the ratio of NY Mets fans to Boston Red Sox fans is 4 : 5","In a certain town , the ratio of NY Yankees fans to NY Mets fans is 5 : 2 , and the ratio of NY Mets fans to Boston Red Sox fans is 4 : 5",contradiction,2870
"Jose joined him 2 months later , investing Rs","Jose joined him less than 4 months later , investing Rs",entailment,2892
"Jose joined him less than 4 months later , investing Rs","Jose joined him 2 months later , investing Rs",neutral,2893
"Jose joined him 2 months later , investing Rs","Jose joined him less than 6 months later , investing Rs",entailment,2907
"Jose joined him less than 6 months later , investing Rs","Jose joined him 2 months later , investing Rs",neutral,2908
"Jose joined him 2 months later , investing Rs","Jose joined him more than 2 months later , investing Rs",contradiction,2909
From a group of 6 boys & 4 girls a Committee of 4 persons is to be formed,From a group of 2 boys & 4 girls a Committee of 4 persons is to be formed,contradiction,2990
How much loss would Indu has suffered had she given it to Bindu for 2 years at 4 % per annum simple interest ?,How much loss would Indu has suffered had she given it to Bindu for less than 6 years at 4 % per annum simple interest ?,entailment,2991
How much loss would Indu has suffered had she given it to Bindu for less than 6 years at 4 % per annum simple interest ?,How much loss would Indu has suffered had she given it to Bindu for 2 years at 4 % per annum simple interest ?,neutral,2992
How much loss would Indu has suffered had she given it to Bindu for 2 years at 4 % per annum simple interest ?,How much loss would Indu has suffered had she given it to Bindu for less than 2 years at 4 % per annum simple interest ?,contradiction,2993
"At present , the ratio between the ages of Arun and Deepak is 4 : 3","At present , the ratio between the ages of Arun and Deepak is more than 1 : 3",entailment,3000
"At present , the ratio between the ages of Arun and Deepak is more than 1 : 3","At present , the ratio between the ages of Arun and Deepak is 4 : 3",neutral,3001
"If the rosters for Professor Wang ' s 3 classes are combined with no student ' s name listed more than once , how many names will be on the combined roster ?","If the rosters for Professor Wang ' s less than 5 classes are combined with no student ' s name listed more than once , how many names will be on the combined roster ?",entailment,3009
"If the rosters for Professor Wang ' s less than 5 classes are combined with no student ' s name listed more than once , how many names will be on the combined roster ?","If the rosters for Professor Wang ' s 3 classes are combined with no student ' s name listed more than once , how many names will be on the combined roster ?",neutral,3010
"If the rosters for Professor Wang ' s 3 classes are combined with no student ' s name listed more than once , how many names will be on the combined roster ?","If the rosters for Professor Wang ' s 8 classes are combined with no student ' s name listed more than once , how many names will be on the combined roster ?",contradiction,3011
"The pilot of a small aircraft with a 40 - gallon fuel tank wants to fly to Cleveland , which is 480 miles away","The pilot of a small aircraft with a 70 - gallon fuel tank wants to fly to Cleveland , which is 480 miles away",contradiction,3026
James took a 3 - hour bike ride,James took a more than 3 - hour bike ride,contradiction,3053
John traveled 80 % of the way from Yellow - town to Green - fields by train at an average speed of 80 miles per hour,John traveled 60 % of the way from Yellow - town to Green - fields by train at an average speed of 80 miles per hour,contradiction,3110
John was thrice as old as Tom 6 yrs back,John was thrice as old as Tom less than 6 yrs back,contradiction,3122
He will be 5 / 3 times as old as Tom 6 years hence,He will be 6 / 3 times as old as Tom 6 years hence,contradiction,3125
"2000 , Deepak ' s share is :","less than 4000 , Deepak ' s share is :",entailment,3135
"less than 4000 , Deepak ' s share is :","2000 , Deepak ' s share is :",neutral,3136
How much loss would Indu has suffered had she given it to Bindu for 2 years at 4 % per annum simple interest ?,How much loss would Indu has suffered had she given it to Bindu for less than 6 years at 4 % per annum simple interest ?,entailment,3225
How much loss would Indu has suffered had she given it to Bindu for less than 6 years at 4 % per annum simple interest ?,How much loss would Indu has suffered had she given it to Bindu for 2 years at 4 % per annum simple interest ?,neutral,3226
How much loss would Indu has suffered had she given it to Bindu for 2 years at 4 % per annum simple interest ?,How much loss would Indu has suffered had she given it to Bindu for less than 2 years at 4 % per annum simple interest ?,contradiction,3227
"There are 300 seniors at Morse High School , and 50 % of them have cars","There are more than 100 seniors at Morse High School , and 50 % of them have cars",entailment,3234
"There are more than 100 seniors at Morse High School , and 50 % of them have cars","There are 300 seniors at Morse High School , and 50 % of them have cars",neutral,3235
90 students represent x percent of the boys at Jones Elementary School,less than 90 students represent x percent of the boys at Jones Elementary School,contradiction,3248
"In an exam , Amar scored 64 percent , Bhavan scored 36 percent and Chetan 44 percent","In an exam , Amar scored less than 64 percent , Bhavan scored 36 percent and Chetan 44 percent",contradiction,3275
Meg and Bob are among the 3 participants in a cycling race,Meg and Bob are among the more than 3 participants in a cycling race,contradiction,3287
"At present , the ratio between the ages of Arun and Deepak is 4 : 3","At present , the ratio between the ages of Arun and Deepak is more than 1 : 3",entailment,3315
"At present , the ratio between the ages of Arun and Deepak is more than 1 : 3","At present , the ratio between the ages of Arun and Deepak is 4 : 3",neutral,3316
"At present , the ratio between the ages of Arun and Deepak is 4 : 3","At present , the ratio between the ages of Arun and Deepak is less than 4 : 3",contradiction,3317
Arun purchased 30 kg of wheat at the rate of Rs,Arun purchased less than 60 kg of wheat at the rate of Rs,entailment,3330
Arun purchased less than 60 kg of wheat at the rate of Rs,Arun purchased 30 kg of wheat at the rate of Rs,neutral,3331
Arun purchased 30 kg of wheat at the rate of Rs,Arun purchased less than 30 kg of wheat at the rate of Rs,contradiction,3332
Nitin borrowed some money at the rate of 6 % p,Nitin borrowed some money at the rate of more than 6 % p,contradiction,3347
From a group of 6 boys & 4 girls a Committee of 4 persons is to be formed,From a group of less than 6 boys & 4 girls a Committee of 4 persons is to be formed,contradiction,3353
"If Yolanda ' s walking rate was 3 miles per hour and Bob т ' s was 4 miles per hour , how many miles had Bob walked when they met ?","If Yolanda ' s walking rate was less than 7 miles per hour and Bob т ' s was 4 miles per hour , how many miles had Bob walked when they met ?",entailment,3381
"If Yolanda ' s walking rate was less than 7 miles per hour and Bob т ' s was 4 miles per hour , how many miles had Bob walked when they met ?","If Yolanda ' s walking rate was 3 miles per hour and Bob т ' s was 4 miles per hour , how many miles had Bob walked when they met ?",neutral,3382
"If Yolanda ' s walking rate was 3 miles per hour and Bob т ' s was 4 miles per hour , how many miles had Bob walked when they met ?","If Yolanda ' s walking rate was less than 3 miles per hour and Bob т ' s was 4 miles per hour , how many miles had Bob walked when they met ?",contradiction,3383
A “ Sophie Germain ” prime is any positive prime number p for which 2 p + 1 is also prime,A “ Sophie Germain ” prime is any positive prime number p for which less than 5 p + 1 is also prime,entailment,3384
A “ Sophie Germain ” prime is any positive prime number p for which less than 5 p + 1 is also prime,A “ Sophie Germain ” prime is any positive prime number p for which 2 p + 1 is also prime,neutral,3385
"Dacid obtained 76 , 65 , 82 , 67 and 85 marks ( out of 100 ) in English , Mathematics , Physics , Chemistry and Biology","Dacid obtained more than 26 , 65 , 82 , 67 and 85 marks ( out of 100 ) in English , Mathematics , Physics , Chemistry and Biology",entailment,3402
"Dacid obtained more than 26 , 65 , 82 , 67 and 85 marks ( out of 100 ) in English , Mathematics , Physics , Chemistry and Biology","Dacid obtained 76 , 65 , 82 , 67 and 85 marks ( out of 100 ) in English , Mathematics , Physics , Chemistry and Biology",neutral,3403
"Jose joined him 2 months later , investing Rs","Jose joined him less than 2 months later , investing Rs",contradiction,3452
"In a shop , 40 % socks are white and rest are black","In a shop , more than 20 % socks are white and rest are black",entailment,3462
"In a shop , more than 20 % socks are white and rest are black","In a shop , 40 % socks are white and rest are black",neutral,3463
"In an exam , Amar scored 64 percent , Bhavan scored 36 percent and Chetan 44 percent","In an exam , Amar scored less than 64 percent , Bhavan scored 36 percent and Chetan 44 percent",contradiction,3467
Tanya is 25 % more efficient than Sakshi,Tanya is less than 65 % more efficient than Sakshi,entailment,3471
Tanya is less than 65 % more efficient than Sakshi,Tanya is 25 % more efficient than Sakshi,neutral,3472
Tanya is 25 % more efficient than Sakshi,Tanya is more than 25 % more efficient than Sakshi,contradiction,3473
"In how many ways can you seat 4 people on a bench if one of them , Rohit , does not want to sit on the middle seat or at either end ?","In how many ways can you seat more than 4 people on a bench if one of them , Rohit , does not want to sit on the middle seat or at either end ?",contradiction,3476
In a group of 6 boys & 4 girls a Committee of 4 persons is to be formed,In a group of less than 6 boys & 4 girls a Committee of 4 persons is to be formed,contradiction,3503
"The number of hours that Pat , a resident of Town X , watched television last week was between 1 and 2 standard deviations below the mean","The number of hours that Pat , a resident of Town X , watched television last week was between less than 1 and 2 standard deviations below the mean",contradiction,3557
"5 % people of a village in Sri Lanka died by bombardment , 15 % of the remainder left the village on account of fear","more than 5 % people of a village in Sri Lanka died by bombardment , 15 % of the remainder left the village on account of fear",contradiction,3575
"Dacid obtained 76 , 65 , 82 , 67 and 85 marks ( out of 100 ) in English , Mathematics , Physics , Chemistry and Biology","Dacid obtained less than 86 , 65 , 82 , 67 and 85 marks ( out of 100 ) in English , Mathematics , Physics , Chemistry and Biology",entailment,3588
"Dacid obtained less than 86 , 65 , 82 , 67 and 85 marks ( out of 100 ) in English , Mathematics , Physics , Chemistry and Biology","Dacid obtained 76 , 65 , 82 , 67 and 85 marks ( out of 100 ) in English , Mathematics , Physics , Chemistry and Biology",neutral,3589
A runner runs the 40 miles from Marathon to Athens at a constant speed,A runner runs the less than 50 miles from Marathon to Athens at a constant speed,entailment,3642
A runner runs the less than 50 miles from Marathon to Athens at a constant speed,A runner runs the 40 miles from Marathon to Athens at a constant speed,neutral,3643
A runner runs the 40 miles from Marathon to Athens at a constant speed,A runner runs the less than 40 miles from Marathon to Athens at a constant speed,contradiction,3644
How much loss would Indu has suffered had she given it to Bindu for 2 years at 4 % per annum simple interest ?,How much loss would Indu has suffered had she given it to Bindu for less than 6 years at 4 % per annum simple interest ?,entailment,3663
How much loss would Indu has suffered had she given it to Bindu for less than 6 years at 4 % per annum simple interest ?,How much loss would Indu has suffered had she given it to Bindu for 2 years at 4 % per annum simple interest ?,neutral,3664
How much loss would Indu has suffered had she given it to Bindu for 2 years at 4 % per annum simple interest ?,How much loss would Indu has suffered had she given it to Bindu for 5 years at 4 % per annum simple interest ?,contradiction,3665
Suresh can complete a job in 15 hours,Suresh can complete a job in more than 15 hours,contradiction,3680
Suresh works for 9 hours and then the remaining job is completed by Ashutosh,Suresh works for more than 3 hours and then the remaining job is completed by Ashutosh,entailment,3681
Suresh works for more than 3 hours and then the remaining job is completed by Ashutosh,Suresh works for 9 hours and then the remaining job is completed by Ashutosh,neutral,3682
Suresh works for 9 hours and then the remaining job is completed by Ashutosh,Suresh works for more than 9 hours and then the remaining job is completed by Ashutosh,contradiction,3683
"In a friendship gang Andrew has 8 gang , in how many ways can he invite one or more of the gang to his house ?","In a friendship gang Andrew has more than 8 gang , in how many ways can he invite one or more of the gang to his house ?",contradiction,3728
Kiran travels from A to B by car and returns from B to A by cycle in 7 hours,Kiran travels from A to B by car and returns from B to A by cycle in less than 7 hours,contradiction,3734
Dan ’ s car gets 32 miles per gallon,Dan ’ s car gets less than 32 miles per gallon,contradiction,3737
Ramesh can finish a work in 20 days and Sushil in 25 days,Ramesh can finish a work in less than 20 days and Sushil in 25 days,contradiction,3749
How much loss would Indu has suffered had she given it to Bindu for 2 years at 4 % per annum simple interest ?,How much loss would Indu has suffered had she given it to Bindu for less than 8 years at 4 % per annum simple interest ?,entailment,3798
How much loss would Indu has suffered had she given it to Bindu for less than 8 years at 4 % per annum simple interest ?,How much loss would Indu has suffered had she given it to Bindu for 2 years at 4 % per annum simple interest ?,neutral,3799
"If there are 14 more FGH supermarkets in the US than in Canada , how many FGH supermarkets are there in the US ?","If there are less than 14 more FGH supermarkets in the US than in Canada , how many FGH supermarkets are there in the US ?",contradiction,3806
"5 % people of a village in Sri Lanka died by bombardment , 15 % of the remainder left the village on account of fear","more than 1 % people of a village in Sri Lanka died by bombardment , 15 % of the remainder left the village on account of fear",entailment,3819
"more than 1 % people of a village in Sri Lanka died by bombardment , 15 % of the remainder left the village on account of fear","5 % people of a village in Sri Lanka died by bombardment , 15 % of the remainder left the village on account of fear",neutral,3820
"5 % people of a village in Sri Lanka died by bombardment , 15 % of the remainder left the village on account of fear","more than 5 % people of a village in Sri Lanka died by bombardment , 15 % of the remainder left the village on account of fear",contradiction,3821
"While driving from City A to City B , Bob drives at a constant speed of 40 miles per hour","While driving from City A to City B , Bob drives at a constant speed of more than 30 miles per hour",entailment,3834
"While driving from City A to City B , Bob drives at a constant speed of more than 30 miles per hour","While driving from City A to City B , Bob drives at a constant speed of 40 miles per hour",neutral,3835
Alice leaves City A 30 minutes after Bob,Alice leaves City A 80 minutes after Bob,contradiction,3839
"city A to city B , Andrew drove for 1 hour at 50 mph and for 3 hours at 60 mph","city A to city B , Andrew drove for less than 4 hour at 50 mph and for 3 hours at 60 mph",entailment,3849
"city A to city B , Andrew drove for less than 4 hour at 50 mph and for 3 hours at 60 mph","city A to city B , Andrew drove for 1 hour at 50 mph and for 3 hours at 60 mph",neutral,3850
"Sheila works 8 hours per day on Monday , Wednesday and Friday , and 6 hours per day on Tuesday and Thursday","Sheila works more than 5 hours per day on Monday , Wednesday and Friday , and 6 hours per day on Tuesday and Thursday",entailment,3861
"Sheila works more than 5 hours per day on Monday , Wednesday and Friday , and 6 hours per day on Tuesday and Thursday","Sheila works 8 hours per day on Monday , Wednesday and Friday , and 6 hours per day on Tuesday and Thursday",neutral,3862
"Sheila works 8 hours per day on Monday , Wednesday and Friday , and 6 hours per day on Tuesday and Thursday","Sheila works more than 8 hours per day on Monday , Wednesday and Friday , and 6 hours per day on Tuesday and Thursday",contradiction,3863
Suresh works for 9 hours and then the remaining job is completed by Ashutosh,Suresh works for more than 9 hours and then the remaining job is completed by Ashutosh,contradiction,3878
"In the city of San Durango , 60 people own cats , dogs , or rabbits","In the city of San Durango , more than 10 people own cats , dogs , or rabbits",entailment,3885
"In the city of San Durango , more than 10 people own cats , dogs , or rabbits","In the city of San Durango , 60 people own cats , dogs , or rabbits",neutral,3886
"In the city of San Durango , 60 people own cats , dogs , or rabbits","In the city of San Durango , more than 60 people own cats , dogs , or rabbits",contradiction,3887
"At Veridux Corporation , there are 250 employees","At Veridux Corporation , there are less than 650 employees",entailment,3918
"At Veridux Corporation , there are less than 650 employees","At Veridux Corporation , there are 250 employees",neutral,3919
A train leaves Delhi at 9 a,A train leaves Delhi at less than 9 a,contradiction,3923
"Dacid obtained 76 , 65 , 82 , 67 and 85 marks ( out of 100 ) in English , Mathematics , Physics , Chemistry and Biology","Dacid obtained 86 , 65 , 82 , 67 and 85 marks ( out of 100 ) in English , Mathematics , Physics , Chemistry and Biology",contradiction,3956
"Sheila works 8 hours per day on Monday , Wednesday and Friday , and 6 hours per day on Tuesday and Thursday","Sheila works more than 5 hours per day on Monday , Wednesday and Friday , and 6 hours per day on Tuesday and Thursday",entailment,3990
"Sheila works more than 5 hours per day on Monday , Wednesday and Friday , and 6 hours per day on Tuesday and Thursday","Sheila works 8 hours per day on Monday , Wednesday and Friday , and 6 hours per day on Tuesday and Thursday",neutral,3991
