premise,hypothesis,label,sample_index
"Romania 's is one of the largest contingents of any European country in Iraq due to the recent withdrawals or downscaling of Spain , Italy , the Ukraine and Poland . Romania has so far been one of the only NATO countries not announcing a withdrawal .",Romania sent 730 troops in Iraq .,neutral,19
"Pakistan , which fought two of its three wars with India over Kashmir , denies Indian charges that it is arming separatists in the valley .",India and Pakistan have fought three wars for the possession of Kashmir .,neutral,20
"The 8,568-meter Mt . Kanchenjunga , the third highest in the world , is located in the border area of Nepal , India and China .",Kanchenjunga is 8586 meters high .,neutral,21
"Two members of the 2000 Kanchenjunga Expedition of South Korea successfully scaled the 8,586m high Mt . Kanchenjunga via the south west face Friday , according to the Nepali Tourism Ministry .",Kanchenjunga is 8586 meters high .,entailment,22
"The peak is 8,586 meters high .",Kanchenjunga is 8586 meters high .,neutral,23
"Nearly seven meters in height , Cassini will be carrying 12 separate packages of scientific instruments , as well as a probe , carrying six more bundles of sensors , which is to be dropped on to Titan , Saturn 's largest moon .",The moon Titan has a diameter of 5100 kilometers .,neutral,24
The diameter of the moon cake is 2.1 meters .,"The terrestrial moon has a diameter of 3,746 kilometers .",neutral,25
"With a diameter of 1,430 miles , Pluto is less than half the size of any other planet and only two-thirds as big as Earth 's moon .","The terrestrial moon has a diameter of 3,746 kilometers .",neutral,26
"With a diameter of 5,230 kilometers , Ganymede is the largest satellite in the solar system - bigger than Mercury and about three-fourths the size of Mars .","The terrestrial moon has a diameter of 3,746 kilometers .",neutral,27
There were 12 original members of NATO at the time of its founding .,The NATO has 16 members .,neutral,28
The 16 NATO members and the 14 countries which used to form the rival Warsaw Pact agreed that there would be significantly less equipment permitted in the area of application in Europe than there was under the original treaty .,The NATO has 16 members .,entailment,29
"Alluding to Greece 's proposal , and other differences within the alliance , Albright said `` there are a variety of ideas '' among the diverse 19 NATO member nations .",The NATO has 16 members .,neutral,30
Iran 's population growth rate of 3.9 per cent a year in the early 1980s was among the highest in the world .,Iran 's growth rate was once 3.9 percent .,neutral,31
The world 's population is set to reach a staggering 10bn by the middle of 21st century up from 5.7bn now .,The world population will probably reach over 10 billion in 2050 .,entailment,32
The world 's population is set to reach a staggering 10bn by the middle of the next century up from 5.7bn now .,The current world population is 5.7 billion .,entailment,33
"Fourteen European countries with about 5 % of the world 's population have reached zero population growth and Japan , France and Finland are , among others , headed in that direction .",Japan is headed toward zero population growth .,entailment,34
Argentina and Britain announced an agreement Thursday to restore full diplomatic ties nearly eight years after they fought a 74 day war over the Falkland Islands a sparsely populated archipelago off Argentina coast in the South Atlantic Ocean .,Full diplomatic relations between Argentina and Britain were re-established after 74 days .,neutral,35
"An estimated 100,000 ethnic Slovaks , most of them living in the Czech Republic , have applied to relinquish their citizenship since Czechoslovakia broke into separate states .","100,000 Slovaks have applied to change citizenship .",entailment,36
"Indonesia 's tin industry is expected to return to profit in 1992 with the dominant state-owned tin mine , Tambang Timah , having cut production costs by 25 per cent since 1990 .",Indonesia cut tin production costs by 25 % .,neutral,37
A federal judge sentenced an apparently stunned Michael Milken to 10 years in prison Wednesday after ruling that the crimes he pleaded guilty to were neither minor nor isolated .,Milken was given a 10-year sentence .,entailment,38
"The World Court , or International Court of Justice ( ICJ ) , located in The Hague , is made up of fifteen permanent judges plus two judges nominated by the parties involved in the dispute under consideration .",There may be up to 15 judges in the ICJ .,neutral,39
"The World Court , or International Court of Justice ( ICJ ) , located in The Hague , is made up of fifteen permanent judges plus two judges nominated by the parties involved in the dispute under consideration .",Two judges of the ICJ are nominated by the parties involved .,entailment,40
Experts estimate that only 5 % to 10 % of stolen artworks ever finds its way back to the owners .,Only 5 % to 10 % of stolen art ever gets returned to the owners .,entailment,41
"The City Council recently budgeted $ 7,300 to pay for training Officer Ron Inman and his dog Waldo .","The City Council paid $ 7,300 to train a dog .",neutral,42
The Czech and Slovak republics have been unable to agree a political basis for their future coexistence in one country .,The Czech and Slovak republics do not agree to coexist in one country .,entailment,43
"A former executive of Digital Equipment Corp. and two others pleaded guilty Tuesday to siphoning nearly $ 300,000 from the computer company .","A former executive of Digital Equipment Corp. siphoned nearly $ 300,000 from the company .",entailment,44
"Leona Helmsley , the self-proclaimed queen of a luxury hotel chain , was sentenced Tuesday to four years in federal prison .",Leona Helmsley was given a four year sentence .,entailment,45
"Prosecutions tended to be more aggressive and sentences tended to be longer for financial crimes with many victims and massive losses of money , as in the Minkow case .",Bilking a large number of people out of millions of dollars can lead to sentences that vary from ten to twenty years .,neutral,46
"Even though there is some evidence that support for an assembly - a centrepiece of nationalist demands - is gaining ground in Wales , it is doubtful if even half the population would .","It is predicted that as of 1994 , a referendum on independence in Wales would probably receive less than 50 % support from its people .",neutral,47
"A specialist firm on the New York stock Exchange was fined $ 480,350 for securities fraud by a judge who said he imposed the sentence as a deterrent .",One judge said that the nearly half million dollar fine he levied on a specialist firm on the New York Stock Exchange was done as a deterrent .,entailment,48
A Los Angeles federal court judge Monday imposed a 15-year prison sentence on David A. Feldman of Palos Verdes .,A Los Angeles federal judge imposed a 15-year prison sentence on David A. Feldman .,entailment,49
"Defense Secretary Robert Gates earlier this month recommended that the Army 's troop strength be increased by 65,000 soldiers , to a total of 547,000 worldwide and the Marines be increased by 27,000 to 202,000 .","The Defense Secretary suggested that the Army 's troop should be increased to 547,000 soldiers .",entailment,50
"More than 1,000 members of the Russian and foreign media registered for the news conference , which has become an annual event .","More than 1,000 members from Russia registered for the news conference .",neutral,51
"Last week , the attorney general of Connecticut , Richard Blumenthal , turned up the pressure when he said the state would no longer extend its insurance plan for its 188,000 employees to cover prescriptions filled at Wal-Mart unless the chain agreed to stock the pills .","The attorney general of Connecticut , Richard Blumenthal has 188,000 employees .",neutral,52
"There were no immediate reports of injuries , and authorities said they found no signs of fires at any other church in Greenville , which is about 75 miles east of Raleigh .",Greenville is located about 75 miles east of Raleigh .,entailment,53
"Last year the US saw exports of goods and services rise 12.8 % to $ 1.44 trillion , while its imports gained 10.5 % to $ 2.2 trillion , said the Commerce Department .",US exports rose 10.5 % .,neutral,54
"Authorities in Brazil say that more than 200 people are being held hostage in a prison in the country 's remote , Amazonian-jungle state of Rondonia .",Authorities in Brazil hold 200 people as hostage .,neutral,55
Two persons were injured in dynamite attacks perpetrated this evening against two bank branches in this Northwestern Colombian city .,Two persons perpetrated dynamite attacks in a Northwestern Colombian city .,neutral,56
"Some 420 people have been hanged in Singapore since 1991 , mostly for drug trafficking , an Amnesty International 2004 report said . That gives the country of 4.4 million people the highest execution rate in the world relative to population .",4.4 million people were executed in Singapore .,neutral,57
"The technical investigation commission has determined that some military were reportedly involved in the assassination of the six Jesuits and their two maids , which took place at daybreak on the 16th of November , as reported by president Alfredo Cristiani on the 7th of January .",The assassination of the six Jesuits and their two maids took place on the 7th of January .,neutral,58
"Some 420 people have been hanged in Singapore since 1991 , mostly for drug trafficking , an Amnesty International 2004 report said . That gives the country of 4.4 million people the highest execution rate in the world relative to population .",4.4 million people live in Singapore .,entailment,59
"Specifically , the October 4 , 1994 earthquake ( as the October 12 , 1963 earthquake ) ocurred at the Pacific side boundary of the Kuril arc ( the South Kuril Islands ) of the Okhotsk plate .",An earthquake occurred in 1994 .,entailment,60
"This is good news for Gaelic translators , as the EU will have to churn out official documents in this language , in addition to the 20 other official EU languages .",There are 21 official EU languages .,entailment,61
"For sailors , the lighthouse of Alexandria ensured a safe return to the Great Harbor ; for architects , it was the tallest building on Earth ; and for scientists , it was the mysterious mirror that fascinated them most : its reflection could be seen more than 50 km ( 35 miles ) off-shore . For all these reasons , the lighthouse was considered one of the Seven Wonders of the world .",The lighthouse of Alexandria was one of the seven wonders of the world .,entailment,62
CERN has now grown to include 20 member states and enjoys the active participation of many other countries world-wide .,CERN has 20 member states .,entailment,63
"In Rwanda there were on average 8,000 victims per day for about 100 days .","There were 800,000 victims of the massacres in Rwanda .",entailment,64
"This is good news for Gaelic translators , as the EU will have to churn out official documents in this language , in addition to the 20 other official EU languages .",There are 20 official EU languages .,neutral,65
Most linguistically diverse countries only award the official status to one or two core languages : The EU distinguishes between procedural and official languages .,There are two official EU languages .,neutral,66
"This ( revised ) Convention shall enter into force six months after the date on which four States , including at least three member States of the Council of Europe , have expressed their consent to be bound by the ( revised ) Convention in accordance with the provisions of the preceding paragraphs .",The Council of Europe is made up by 3 member states .,neutral,67
The first Barbie doll was sold for $ 3 .,The first Barbie cost 3 dollars .,entailment,68
"Due to these effects , a person who has consumed a high amount of alcohol in a short amount of time will undoubtedly have difficulty driving . Each year , more than 10,000 people ages 16 - 25 die as the result of alcohol use and half of those deaths result from crashes caused by alcohol-impaired driving .",Half of road-traffic deaths are caused by alcohol .,neutral,69
"The Council of Europe has 45 member states . Three countries from outside Europe ( Canada , Israel and Mexico ) have observer status in the Parliamentary Assembly .",The Council of Europe is made up by 45 member states .,entailment,70
"The rock , which was returned from the Moon in April 1972 by Apollo 16 astronauts Young and Charlie Duke , remains NASA property but is on extended loan for display at the Burke Baker Planetarium Theater located at the museum .",16 astronauts have been on the moon .,neutral,71
"Denmark was one of three countries , along with Sweden and Britain , that opted not to join the euro currency system in its initial phase when it was launched in January 1999 .",Sweden adopted the single European currency in 1999 .,neutral,72
"From its original 12 member states , CERN has now grown to 20 , including a number of countries ( Bulgaria , Hungary , the Czech and Slovak republics , and Poland ) of the new Europe .",CERN has 20 member states .,entailment,73
"The European Council is made up of the Heads of State or Government of the fifteen Member States of the EU , the Foreign Ministers and the President of the Commission . It must not be confused with the Council of Europe , which is an international organisation , nor with the Council of the European Union .",There are 15 Member States in the Council of Europe .,neutral,74
There are 360 million European citizens in 15 member states and yet we can not find just 20 men and women with the relevant professional competence and work experience to be commissioners .,There are 360 million European citizens .,entailment,75
"Monday , when the hearings begin , the Palestinians will hold their demonstration during the same hours , and a 25-person counter-demonstration by Israelis and Jews will take place .",Israelis will demonstrate and a counter-demonstration of 25 Palestinians will be permitted as well .,neutral,76
"Still , violence continued : Insurgents killed five U.S. soldiers , set off a suicide car bomb that killed four Iraqi policemen in Baghdad and targeted more polling sites across the country .","Five US soldiers were killed , and at least 10 Iraqis died in Baghdad .",neutral,77
"For the year , the Dow rose 3 percent , while the S & P 500 index added 9 percent .","For the year , the Dow gained 3 percent , the S & P rose 9 percent .",entailment,78
"Israeli helicopters shot two missiles at a car driving through the Gaza Strip on Wednesday , killing three people , Palestinian security sources said .",Three militants from the Islamic Jihad group were killed when Israeli helicopters fired missiles at a car in the Gaza Strip .,neutral,79
"That was up from 3 percent in 2003 and marked the best showing since 1999 , when the economy grew by 4.5 percent .","That was up from 3 % in 2003 and marked the best showing since 1999 , when the growth was 4.5 % .",entailment,80
"Hurricane Frances destroyed more of the citrus crop in some places in Florida than Hurricane Charley did three weeks ago , the state 's agriculture commissioner said on Tuesday .",Initial reports of destruction did not rival the estimated $ 7.4 billion in insured damage caused by Hurricane Charley in southwest Florida three weeks ago .,neutral,81
Childress led all players with 26 points and nine rebounds and scored 10 points in a five-minute second-half stretch as the Cardinal put the game away .,"Childress was the reluctant hero , even after 26 points , nine rebounds , two blocks , three steals and three assists .",neutral,82
"New voters also are less likely to be Republicans ( 27 percent , compared with 36 percent of repeat voters ) and more apt to be liberals ( 28 percent vs. 17 percent ) .","Among likely voters in this survey , 36 percent are Democrats .",neutral,83
"Even as both sides appeared to make conciliatory moves , 11 militants and six army soldiers were killed in a four-hour gun battle in Indian-administered Kashmir .",A gun battle killed 17 people in Indian-administered Kashmir .,entailment,84
"The average price of a gallon of gasoline has jumped a nickel over the past two weeks and is back near the record high set earlier this year , according to a national survey released Sunday .",Gas prices jumped 5 cents a gallon over the last two weeks .,entailment,85
"Employers created 144,000 new payroll jobs in August as the unemployment rate dipped to 5.4 percent , a modest improvement over the 5.5 percent jobless rate in July , the Labor Department reported Friday .",The Labor Department said this sector has added nearly 1 of every 5 of the new jobs created during the last 12 months .,neutral,86
"A July 31 bombing at Hebrew University in Jerusalem killed nine people , including five Americans .",A bomb in a Hebrew University cafeteria July 31 killed the five Americans and four Israelis .,neutral,87
"Israeli security forces seized large amounts of cash from four Palestinian bank branches Wednesday , saying much of the money was sent by Iran , Syria and Lebanese Hezbollah guerrillas to fund Palestinian militants .",The forces took millions of shekels in cash from the bank .,neutral,88
"One of seven people killed in an explosion at a busy shopping centre near Helsinki was suspected to have carried out the attack , police have said .",The teenage bomber behind a blast was one of the seven people who died .,neutral,89
"Quarterback Donovan McNabb was every bit Quarterback Tom Brady 's equal for 48 passes Sunday night , throwing for 357 yards and three touchdowns in his Super Bowl debut for the Philadelphia Eagles .",McNabb 's 357 yards were the best postseason game of his career .,neutral,90
"A report from UNAIDS , the Joint United Nations Program on HIV/AIDS , released on Tuesday , shows the number of adults and children living with HIV reached 39.4 million in 2004 .",There is an estimated 39.4 million people living with HIV .,entailment,91
"Two car bombs explode near a police station outside of Baghdad 's Green Zone , killing seven police officers and wounding about 60 others .",A pair of car bombs explode near government offices in Baghdad .,neutral,92
"Insurgents exposed the vulnerability of Iraq 's security forces again Sunday , killing at least 22 national guardsmen and their driver in a suicide bombing and 10 other people in separate attacks with elections just weeks away .",A suicide bomber blew up his vehicle killing at least 14 people .,neutral,93
"The chip will run at speeds of greater than 4 GHz , the firms said .",Cell is said to run at clock speeds greater than 4 gigahertz .,neutral,94
"Temporary help firms added 32,000 and education and health care services gained 13,000 jobs last month .","Service industries such as education and health care added 46,000 jobs .",neutral,95
"The death toll of a fire that roared through a packed Buenos Aires nightclub climbed on Friday to at least 175 , with more than 700 injured as young revellers stampeded to reach locked exit doors .",At least 174 had been killed and more than 410 people injured .,entailment,96
"A 100-foot diameter asteroid will pass within 26,500 miles of Earth , the closest-ever brush on record by a space rock , NASA astronomers said .","An asteroid with a diameter of 100 feet will pass close by Earth , astronomers said .",entailment,97
"Two car bombs explode near a police station outside of Baghdad 's Green Zone , killing seven police officers and wounding about 60 others .",60 people are killed when a car bomb explodes near a police station in Baghdad .,neutral,98
"A militant group beheaded three Iraqi Kurdish hostages , showing the killings in a videotape posted on a Web site yesterday , while another group announced that it had kidnapped at least 15 Iraqi National Guardsmen .",A group claimed to have kidnapped 15 members of the Iraqi National Guard .,entailment,99
"In Baghdad , a car bomb exploded late Sunday near a police patrol in the fashionable Jadiriyah district , killing at least six people , including three police officers , and wounding 26 others .","The bomb killed six people , including three policeman .",entailment,100
"For all last year , business spending on equipment and software grew 13.4 % , the largest increase since 1997 .",Business spending on equipment and software grew by 13.4 percent .,entailment,101
"A mortar attack north of Baghdad killed four Iraqi national guardsmen and wounded 80 others Tuesday , while a top official from a prominent charity was kidnapped in the Iraqi capital .","On Tuesday , a mortar attack killed four Iraqi guardsmen and injured 80 north of Baghdad .",entailment,102
Analysts surveyed by Thomson First Call were looking for the company to post earnings of 38 cents per share on sales of $ 12.81 billion in the latest period .,SBC reported earnings of 38 cents per share in the latest quarter .,neutral,103
"Excluding those items , the company reported a net income of 79 cents per share , handily beating the estimate of 72 cents per share carried by analysts surveyed by Thomson First Call .",Analysts surveyed by Thomson First call were expecting earnings of 72 cents a share .,entailment,104
"Scientists on Monday announced the discovery of a frozen , shiny red world some 8 billion miles from Earth that is the most distant known object in the solar system .",A frozen world 8 billion miles from Earth is believed to be the farthest known object within our solar system .,entailment,105
"The Motion Picture Association of America ( MPAA ) said the civil suits would seek damages of up to $ 30,000 per film .","The law states $ 30,000 damages can be sought per film .",neutral,106
"Commandos stormed a school Friday in southern Russia and battled separatist rebels holding hundreds of hostages as crying children , some naked and covered in blood , fled the building through explosions and gunfire .","The total number of hostages held in the school may have been as many as 1,200 .",neutral,107
"The deal comes some two weeks after a $ 16 billion deal was reached between AT & T and SBC , a top rival for Qwest .",The two firms sealed the deal despite what was thought to be a higher offer from rival US carrier Qwest .,neutral,108
"Phil Mickelson finished a triumphant week in his second home , winning the FBR Open by five strokes for his largest margin of victory in a PGA Tour event .","Mickelson won by five shots last week , the largest margin of his career .",neutral,109
"Phil Mickelson finished a triumphant week in his second home , winning the FBR Open by five strokes for his largest margin of victory in a PGA Tour event .","Mickelson won by five shots last week , the largest margin of his career .",neutral,110
"The sale was made to pay Yukos ' US $ 27.5 billion tax bill , Yuganskneftegaz was originally sold for US $ 9.4 billion to a little known company Baikalfinansgroup which was later bought by the Russian state-owned oil company Rosneft .",Yuganskneftegaz cost US $ 27.5 billion .,neutral,111
A bus collision with a truck in Uganda has resulted in at least 30 fatalities and has left a further 21 injured .,30 die in a bus collision in Uganda .,entailment,112
"Take consumer products giant Procter and Gamble . Even with a $ 1.8 billion Research and Development budget , it still manages 500 active partnerships each year , many of them with small companies .",500 small companies are partners of Procter and Gamble .,neutral,113
"After his release , the clean-shaven Magdy el-Nashar told reporters outside his home that he had nothing to do with the July 7 transit attacks , which killed 52 people and the four bombers .",52 people and four bombers were killed on July 7 .,entailment,114
"Mrs. Bush 's approval ratings have remained very high , above 80 % , even as her husband 's have recently dropped below 50 % .",80 % approve of Mr. Bush .,neutral,115
He said that `` there is evidence that Cristiani was involved in the murder of the six Jesuit priests '' which occurred on 16 November in San Salvador .,Cristiani is accused of the assassination of six Jesuits .,entailment,116
He said that `` there is evidence that Cristiani was involved in the murder of the six Jesuit priests '' which occurred on 16 November in San Salvador .,Cristiani killed six Jesuits .,neutral,117
"General Dynamics , the maker of land combat systems , warships and Gulfstream business jets , reported net earnings of $ 374m in the third quarter , or $ 1.84 per share .",General Dynamics loses $ 374m .,neutral,118
"In the May 2005 general election Michael Howard failed to unseat the Labour Government , although the Conservatives did gain 33 seats , playing the most significant role in reducing Labour 's majority from 167 to 66 .",In the May 2005 general election Conservatives got 33 seats .,neutral,119
"Following the Declaration of the Establishment of the State of Israel , May 14 , 1948 , seven Arab states entered Palestine and engaged Israeli forces .",Israeli forces attacked seven Arab states in 1948 .,neutral,120
"ASCAP is a membership association of more than 200,000 U.S. composers , songwriters , lyricists and music publishers of every kind of music .","More than 200,000 U.S. composers , songwriters , lyricists and music publishers are members of ASCAP .",entailment,121
"Last year 's collapse of Italian dairy company Parmalat , with `` 14.3 billion euros that must still be accounted for '' , is given as evidence for `` a lack of effective tools and controls regarding financial operations '' .",Parmalat costs 14.3 billion euros .,neutral,122
"Take consumer products giant Procter and Gamble . Even with a $ 1.8 billion Research and Development budget , it still manages 500 active partnerships each year , many of them with small companies .",Procter and Gamble spends $ 1.8 billion for Research and Development .,entailment,123
"The Armed Forces Press Committee ( COPREFA ) admitted that the government troops sustained 11 casualties in these clashes , adding that they inflicted three casualties on the rebels .",Three rebels were killed by government troops .,entailment,124
"Tom Online revenues for the three months ended June 30 , 2005 were US $ 42.78 mn , an increase of 38.5 % over the same period in 2004 .",Tom Online earned US $ 42.78 mn in three months .,entailment,125
"Violence over the last week killed 23 people , two worshippers dragged from a mosque and shot , underlining the challenges of bringing stability and strengthening Afghanistan 's fledgling democracy .",Two worshippers were killed in Afghanistan .,entailment,126
"GUS on Friday disposed of its remaining home shopping business and last non-UK retail operation with the % u20AC390m ( £265m ) sale of the Dutch home shopping company , Wehkamp , to Industri Kapital , a private equity firm .",Wehkamp cost % u20AC390m .,entailment,127
"Elsewhere , Mozambique took its first ever Olympic gold medal when Maria Mutola won the women 's eight-hundred metres , while the men 's ten-thousand-metres went to the Ethiopian Haile Gebrselassie .",The women 's ten thousand metres champion is from Mozambique .,neutral,128
"Last week , saw the fall of the Dutch right wing coalition government , made up of the Christian-democrats ( CDA ) led by Prime Minister Jan Peter Balkenende , the right wing liberal party ( VVD ) and the so-called left-liberal D66 .",Three parties form a Dutch coalition government .,entailment,129
"Mozambique 's Maria Mutola and Israel 's Alex Averbukh produced the best performances of the year , in the women 's 800 metres and men 's pole vault , at the Super Grand Prix in Madrid on Saturday .",The women 's ten thousand metres champion is from Mozambique .,neutral,130
"This coalition took seven months to form , the longest deadlock in Dutch history . It occurred only after negotiations between the CDA and the PvdA failed , first over tax issues , then over the issue of abortion .",Three parties form a Dutch coalition government .,neutral,131
"More than a decade ago , Carl Lewis stood on the threshold of what was to become the greatest athletics career in history . He had just broken two of the legendary Jesse Owens ' college records , but never believed he would become a corporate icon , the focus of hundreds of millions of dollars in advertising . His sport was still nominally amateur . Eighteen Olympic and World Championship gold medals and 21 world records later , Lewis has become the richest man in the history of track and field -- a multi-millionaire .",Carl Lewis won eighteen gold medals and set 21 world records .,entailment,132
"Of all the national park lands in the United States , none is closer to a major urban area or more beset with problems than the Everglades , a shallow , 50-mile-wide river of grass that flows south from Lake Okeechobee to Florida Bay . For more than a generation , this fragile natural wonder has been held hostage by a web of special interests -- farmers , sportsmen and about 6 million South Florida residents in need of drinking water and flood control -- that is as complex as the ecosystem itself .",The Everglades is 50-mile wide .,entailment,133
"A report prepared by a five member UN commission noted `` killing of civilians , enforced disappearances , destruction of villages , rape and other forms of sexual violence , pillaging and forced displacement , throughout Darfur '' , and secretly named alleged war criminals that should go before the ICC .","More than 200,000 people were killed in the air attack in the Darfur region .",neutral,134
Thousands of Romanians participated in rallies on Monday to campaign for the release of three Romanian journalists kidnapped last month in Iraq . Crowds swelled in size after a weekend of smaller rallies sponsored by Romanian media workers and the Arab community in Romania .,Romania sent 730 troops in Iraq .,neutral,135
"At the 1932 Olympic Games in Los Angeles , Didrikson won gold medals in the javelin ( Olympic record ) and 80-meter hurdles ( world record ) , along with a silver in the high jump ( share of the world record ) .","2,45 m is the world record in the high jump .",neutral,136
"Beamon 's jump was a world record that eclipsed the previous record by 21 3/4 inches . The jump still stands as an Olympic record , and stood as a world record until Mike Powell leapt 29 ' 4 1/2 '' at the 1991 World Championships in Tokyo .","2,45 m is the world record in the high jump .",neutral,137
"It is outstripped only by Denmark , the Netherlands , Belgium , Sweden , Finland and France , and thus ranks 7th in the 25-member European Union in terms of broadband Internet penetration .",12 members of the European Union use the Euro instead of their own national currencies .,neutral,138
"Romania currently supplies one of the world 's largest contingents of troops in Iraq , with nearly 1000 people .",Romania sent 730 troops in Iraq .,neutral,139
"Out of the seven expeditions who were permitted to climb the 8586-meter high Mt . Kanchenjunga , only one climber from the United States succeeded .",Kanchenjunga is 8586 meters high .,entailment,140
"A seven-member Tibetan mountaineering team conquered the 8,586-meter Mt . Kanchenjunga , the third highest peak of the world , the Chinese mountaineering association confirmed here on Sunday .",Kanchenjunga is 8586 meters high .,entailment,141
"The 10-men team is expected to arrive at the foot of the mountain in the end of April and began their journey to the 8,586-meter peak in early May .",Kanchenjunga is 8586 meters high .,neutral,142
"The new moon , which is only about 25 miles in diameter , was actually photographed 13 years ago by the Voyager 2 .",The moon Titan has a diameter of 5100 kilometers .,neutral,143
"The newly suggested distance is much closer than the present positions at 2,870,972,200 kilometers from the sun for Uranus and 4,498,252,900 kilometers for Neptune .",The moon Titan has a diameter of 5100 kilometers .,neutral,144
"Mars has the smallest confirmed moon , Deimos , which is about 7.5 miles in diameter .",The terrestrial moon has a diameter of 3746 kilometers .,neutral,145
"Io is 2,236 miles ( 3,598 kilometers ) in diameter , slightly larger than the Earth 's moon .",The terrestrial moon has a diameter of 3746 kilometers .,neutral,146
"The expulsion of Albanians , which has distracted NATO with a parallel relief operation , has only served to harden the resolve of NATO 's 19 members , who are now willing to approve attacks on more sensitive targets , like Milosevic 's homes and Yugoslavia 's state-run television .",NATO has 16 members .,neutral,147
"Foreign Ministers of the 16 NATO member countries met early this morning with their Russian counterpart , Yevgeny Primakov , in Berlin in a bid to improve NATO-Russia relations .",The NATO has 16 members .,entailment,148
"Police in Rio de Janeiro arrested five men and recovered millions of dollars worth of art stolen earlier this month , including works by Salvador Dali and Henri Matisse . Police recovered all the stolen art except two Chinese ceramic sculptures from the 7th Century and a collection of silverware .","Millions of dollars of art were recovered , including works by Dali .",entailment,149
Stolen Warhol works recovered : Amsterdam police said Wednesday that they have recovered stolen lithographs by the late U.S. pop artist Andy Warhol worth more than $ 1 million . Dali 's paintings are still missing .,"Millions of dollars of art were recovered , including works by Dali .",neutral,150
"Two portraits , one by Reynolds , the other by Gainsborough , since 1990 among the most looked-after works in the Art Loss Register database , were recovered this week when they were brought into Sotheby 's for evaluation . Also a lithograph by Norwegian artist Edvard Munch , stolen from an Oslo art gallery in April , has been recovered , news reports said today .",These two portraits and a lithography by Edvard Munch were recovered using the Art Loss Register database .,neutral,151
Amsterdam police said Wednesday that they have recovered stolen lithographs by the late U.S. pop artist Andy Warhol worth more than $ 1 million .,Police recovered 81 Andy Warhol lithographs .,neutral,152
