sample_index,label,error_message,golden_label
120,entailment,,entailment
114,entailment,,entailment
145,entailment,,neutral
134,contradiction,,contradiction
100,neutral,,neutral
46,entailment,,neutral
17,contradiction,,contradiction
81,entailment,,entailment
23,neutral,,contradiction
72,entailment,,entailment
62,contradiction,,contradiction
33,entailment,,entailment
91,neutral,,neutral
56,contradiction,,contradiction
141,contradiction,,entailment
110,neutral,,contradiction
124,neutral,,neutral
135,entailment,,entailment
101,contradiction,,contradiction
47,contradiction,,contradiction
16,neutral,,neutral
80,neutral,,contradiction
22,neutral,,neutral
73,neutral,,neutral
63,entailment,,entailment
32,entailment,,contradiction
90,entailment,,entailment
57,entailment,,entailment
140,neutral,,contradiction
111,entailment,,entailment
125,contradiction,,contradiction
105,entailment,,entailment
131,contradiction,,contradiction
84,entailment,,entailment
77,entailment,,contradiction
26,neutral,,contradiction
12,entailment,,entailment
43,contradiction,,neutral
53,contradiction,,contradiction
36,entailment,,entailment
67,entailment,,neutral
94,entailment,,neutral
121,entailment,,neutral
115,neutral,,neutral
144,entailment,,entailment
19,neutral,,neutral
48,contradiction,,entailment
0,entailment,,entailment
58,neutral,,neutral
29,contradiction,,contradiction
78,entailment,,entailment
68,neutral,,contradiction
39,entailment,,entailment
4,entailment,,neutral
28,entailment,,neutral
79,neutral,,neutral
69,entailment,,entailment
38,contradiction,,contradiction
5,neutral,,contradiction
18,neutral,,entailment
49,entailment,,neutral
1,neutral,,neutral
59,neutral,,contradiction
435,entailment,,entailment
464,contradiction,,contradiction
497,contradiction,,contradiction
450,entailment,,entailment
401,neutral,,contradiction
388,entailment,,neutral
159,entailment,,entailment
299,contradiction,,contradiction
289,neutral,,neutral
398,contradiction,,contradiction
411,neutral,,entailment
440,neutral,,contradiction
487,entailment,,neutral
474,contradiction,,entailment
425,entailment,,contradiction
405,entailment,,entailment
454,neutral,,neutral
460,neutral,,neutral
431,entailment,,contradiction
493,neutral,,neutral
179,contradiction,,contradiction
483,entailment,,entailment
421,neutral,,neutral
470,contradiction,,contradiction
444,entailment,,entailment
415,entailment,,neutral
404,entailment,,contradiction
455,contradiction,,contradiction
461,neutral,,contradiction
430,entailment,,neutral
492,entailment,,entailment
168,entailment,,entailment
178,entailment,,neutral
482,neutral,,contradiction
420,entailment,,entailment
471,contradiction,,entailment
445,neutral,,neutral
414,contradiction,,entailment
434,entailment,,contradiction
465,entailment,,entailment
496,entailment,,neutral
451,entailment,,neutral
400,neutral,,neutral
389,contradiction,,contradiction
158,contradiction,,contradiction
298,neutral,,neutral
288,entailment,,entailment
399,entailment,,entailment
410,contradiction,,contradiction
441,entailment,,entailment
486,contradiction,,entailment
475,entailment,,neutral
424,neutral,,neutral
194,entailment,,contradiction
205,neutral,,neutral
345,entailment,,entailment
254,entailment,,contradiction
314,contradiction,,contradiction
167,neutral,,contradiction
320,contradiction,,contradiction
260,contradiction,,contradiction
371,contradiction,,contradiction
231,entailment,,entailment
382,entailment,,neutral
153,entailment,,entailment
293,neutral,,contradiction
283,neutral,,neutral
392,entailment,,contradiction
221,contradiction,,contradiction
361,entailment,,neutral
270,entailment,,entailment
330,entailment,,entailment
177,entailment,,entailment
304,neutral,,neutral
244,neutral,,neutral
355,entailment,,neutral
215,neutral,,contradiction
184,neutral,,neutral
375,entailment,,entailment
235,entailment,,neutral
324,entailment,,entailment
264,entailment,,entailment
297,neutral,,entailment
386,contradiction,,contradiction
157,neutral,,neutral
250,neutral,,neutral
310,neutral,,neutral
201,entailment,,entailment
190,entailment,,neutral
341,entailment,,contradiction
163,entailment,,neutral
499,entailment,,neutral
489,entailment,,entailment
173,contradiction,,contradiction
351,entailment,,entailment
180,entailment,,entailment
211,neutral,,neutral
300,entailment,,entailment
240,entailment,,entailment
396,entailment,,entailment
287,contradiction,,contradiction
274,contradiction,,neutral
334,entailment,,neutral
225,entailment,,entailment
365,entailment,,contradiction
374,neutral,,contradiction
234,entailment,,entailment
325,entailment,,neutral
265,neutral,,neutral
296,entailment,,contradiction
387,entailment,,entailment
156,entailment,,entailment
251,entailment,,contradiction
311,contradiction,,contradiction
191,contradiction,,contradiction
200,entailment,,contradiction
340,entailment,,neutral
162,contradiction,,entailment
498,entailment,,entailment
488,neutral,,contradiction
172,neutral,,neutral
350,contradiction,,contradiction
210,entailment,,entailment
181,entailment,,neutral
301,neutral,,neutral
241,neutral,,neutral
397,neutral,,neutral
286,entailment,,neutral
275,contradiction,,contradiction
335,neutral,,contradiction
224,contradiction,,contradiction
364,entailment,,neutral
204,entailment,,entailment
195,contradiction,,entailment
344,contradiction,,contradiction
255,entailment,,entailment
315,entailment,,entailment
166,neutral,,neutral
321,entailment,,entailment
261,entailment,,entailment
370,entailment,,neutral
230,contradiction,,contradiction
383,contradiction,,contradiction
152,entailment,,contradiction
292,neutral,,neutral
282,entailment,,entailment
393,entailment,,entailment
220,entailment,,neutral
360,entailment,,entailment
271,neutral,,neutral
331,entailment,,neutral
176,contradiction,,contradiction
305,contradiction,,contradiction
245,contradiction,,contradiction
354,entailment,,entailment
185,entailment,,contradiction
214,entailment,,neutral
384,entailment,,entailment
155,entailment,,contradiction
295,neutral,,neutral
326,neutral,,contradiction
266,contradiction,,contradiction
377,contradiction,,contradiction
237,entailment,,entailment
161,neutral,,contradiction
203,contradiction,,contradiction
192,entailment,,entailment
343,neutral,,neutral
252,entailment,,entailment
312,entailment,,entailment
439,neutral,,neutral
468,contradiction,,entailment
478,neutral,,neutral
429,entailment,,entailment
302,neutral,,contradiction
242,neutral,,contradiction
353,contradiction,,contradiction
182,contradiction,,contradiction
213,entailment,,entailment
171,entailment,,entailment
227,contradiction,,contradiction
367,entailment,,neutral
276,entailment,,entailment
336,entailment,,entailment
285,neutral,,entailment
394,neutral,,neutral
165,entailment,,entailment
256,neutral,,neutral
316,neutral,,neutral
196,neutral,,neutral
207,entailment,,entailment
347,entailment,,contradiction
291,entailment,,entailment
380,contradiction,,contradiction
151,entailment,,neutral
373,entailment,,neutral
233,contradiction,,contradiction
322,neutral,,neutral
262,entailment,,neutral
409,entailment,,neutral
458,entailment,,contradiction
448,entailment,,neutral
419,contradiction,,contradiction
272,contradiction,,contradiction
332,entailment,,contradiction
223,neutral,,neutral
363,entailment,,entailment
390,entailment,,entailment
281,entailment,,contradiction
357,entailment,,entailment
217,entailment,,neutral
186,entailment,,entailment
306,entailment,,entailment
246,neutral,,entailment
175,entailment,,neutral
164,contradiction,,contradiction
257,neutral,,contradiction
317,contradiction,,contradiction
206,contradiction,,contradiction
197,contradiction,,contradiction
346,entailment,,neutral
290,entailment,,contradiction
381,entailment,,entailment
150,neutral,,entailment
372,entailment,,entailment
232,neutral,,neutral
323,contradiction,,contradiction
263,contradiction,,contradiction
408,entailment,,entailment
459,entailment,,entailment
449,entailment,,contradiction
418,entailment,,neutral
273,neutral,,entailment
333,neutral,,entailment
222,entailment,,entailment
362,contradiction,,contradiction
391,neutral,,neutral
280,neutral,,neutral
356,contradiction,,contradiction
187,neutral,,neutral
216,neutral,,entailment
307,neutral,,neutral
247,neutral,,neutral
174,contradiction,,entailment
385,neutral,,neutral
154,entailment,,neutral
294,entailment,,entailment
327,entailment,,entailment
267,entailment,,entailment
376,neutral,,neutral
236,contradiction,,contradiction
160,entailment,,neutral
193,entailment,,neutral
202,entailment,,neutral
342,entailment,,entailment
253,entailment,,neutral
313,entailment,,neutral
438,entailment,,entailment
469,entailment,,neutral
479,contradiction,,contradiction
428,contradiction,,contradiction
303,entailment,,entailment
243,entailment,,entailment
352,neutral,,neutral
212,contradiction,,contradiction
183,entailment,,entailment
226,entailment,,neutral
366,contradiction,,entailment
277,neutral,,neutral
337,neutral,,neutral
284,neutral,,contradiction
395,neutral,,contradiction
456,entailment,,entailment
407,neutral,,contradiction
491,neutral,,contradiction
433,neutral,,neutral
462,entailment,,entailment
198,entailment,,entailment
209,contradiction,,contradiction
349,entailment,,neutral
258,entailment,,entailment
318,entailment,,entailment
308,entailment,,contradiction
248,contradiction,,contradiction
359,contradiction,,contradiction
219,entailment,,entailment
188,contradiction,,contradiction
472,entailment,,neutral
423,neutral,,entailment
481,entailment,,neutral
417,entailment,,entailment
446,contradiction,,contradiction
495,neutral,,entailment
466,neutral,,neutral
437,contradiction,,contradiction
403,neutral,,neutral
452,contradiction,,contradiction
379,entailment,,neutral
239,contradiction,,contradiction
328,neutral,,neutral
268,entailment,,neutral
278,contradiction,,contradiction
338,contradiction,,contradiction
229,entailment,,neutral
369,entailment,,entailment
442,neutral,,neutral
413,neutral,,contradiction
427,neutral,,neutral
476,contradiction,,contradiction
485,contradiction,,contradiction
494,contradiction,,contradiction
467,contradiction,,contradiction
436,entailment,,neutral
402,entailment,,entailment
453,contradiction,,entailment
378,entailment,,entailment
238,neutral,,neutral
329,neutral,,contradiction
269,contradiction,,contradiction
279,neutral,,entailment
339,entailment,,entailment
228,entailment,,entailment
368,neutral,,contradiction
443,neutral,,contradiction
412,entailment,,neutral
477,entailment,,entailment
484,entailment,,neutral
457,entailment,,neutral
406,neutral,,neutral
490,neutral,,neutral
432,entailment,,entailment
463,entailment,,neutral
208,entailment,,neutral
199,neutral,,neutral
348,entailment,,entailment
259,entailment,,neutral
319,neutral,,neutral
309,contradiction,,entailment
249,entailment,,entailment
358,entailment,,neutral
189,neutral,,entailment
218,contradiction,,contradiction
473,contradiction,,contradiction
422,contradiction,,contradiction
480,neutral,,entailment
416,neutral,,contradiction
447,entailment,,entailment
575,contradiction,,contradiction
524,entailment,,contradiction
805,entailment,,neutral
706,neutral,,neutral
646,entailment,,neutral
945,entailment,,entailment
854,contradiction,,contradiction
757,neutral,,neutral
617,contradiction,,contradiction
586,neutral,,neutral
914,neutral,,contradiction
982,contradiction,,neutral
681,entailment,,entailment
510,contradiction,,entailment
541,entailment,,neutral
790,entailment,,neutral
893,contradiction,,contradiction
623,contradiction,,contradiction
920,contradiction,,contradiction
860,neutral,,contradiction
763,entailment,,neutral
672,entailment,,entailment
971,neutral,,contradiction
831,entailment,,entailment
732,neutral,,entailment
821,neutral,,contradiction
722,contradiction,,contradiction
662,contradiction,,contradiction
961,neutral,,neutral
870,entailment,,entailment
773,contradiction,,contradiction
633,entailment,,entailment
930,neutral,,entailment
780,entailment,,entailment
883,neutral,,neutral
551,contradiction,,contradiction
992,neutral,,contradiction
500,neutral,,contradiction
691,entailment,,neutral
596,contradiction,,contradiction
607,entailment,,neutral
904,entailment,,neutral
844,neutral,,neutral
747,entailment,,entailment
656,contradiction,,contradiction
955,neutral,,neutral
815,neutral,,contradiction
716,entailment,,contradiction
534,entailment,,entailment
565,neutral,,neutral
545,entailment,,contradiction
897,neutral,,entailment
794,contradiction,,contradiction
514,entailment,,neutral
685,neutral,,neutral
986,contradiction,,contradiction
975,entailment,,entailment
676,contradiction,,neutral
736,contradiction,,neutral
835,contradiction,,neutral
924,entailment,,entailment
627,entailment,,entailment
767,neutral,,contradiction
864,entailment,,entailment
520,neutral,,neutral
571,entailment,,neutral
753,entailment,,entailment
850,entailment,,neutral
910,entailment,,neutral
582,entailment,,entailment
613,neutral,,neutral
702,neutral,,entailment
801,entailment,,entailment
941,contradiction,,contradiction
642,entailment,,entailment
951,entailment,,entailment
652,neutral,,neutral
712,entailment,,neutral
811,entailment,,neutral
900,contradiction,,entailment
603,entailment,,entailment
592,neutral,,neutral
743,contradiction,,contradiction
840,contradiction,,entailment
561,entailment,,entailment
530,contradiction,,contradiction
777,entailment,,entailment
874,entailment,,neutral
934,entailment,,neutral
637,entailment,,neutral
726,neutral,,entailment
825,entailment,,entailment
965,contradiction,,contradiction
666,entailment,,entailment
695,contradiction,,contradiction
504,entailment,,entailment
996,neutral,,entailment
887,entailment,,contradiction
784,entailment,,neutral
555,entailment,,entailment
544,entailment,,neutral
795,entailment,,entailment
896,entailment,,contradiction
987,entailment,,entailment
684,entailment,,entailment
515,contradiction,,contradiction
677,neutral,,contradiction
974,contradiction,,contradiction
834,contradiction,,entailment
737,contradiction,,contradiction
626,contradiction,,contradiction
925,neutral,,neutral
865,neutral,,neutral
766,neutral,,neutral
521,contradiction,,contradiction
570,entailment,,entailment
851,neutral,,contradiction
752,contradiction,,contradiction
612,entailment,,entailment
583,neutral,,neutral
911,neutral,,contradiction
800,entailment,,contradiction
703,neutral,,neutral
643,entailment,,neutral
940,entailment,,neutral
653,contradiction,,contradiction
950,contradiction,,contradiction
810,entailment,,entailment
713,contradiction,,contradiction
593,contradiction,,contradiction
602,contradiction,,contradiction
901,entailment,,neutral
841,contradiction,,neutral
742,neutral,,neutral
560,entailment,,contradiction
531,entailment,,entailment
875,contradiction,,contradiction
776,contradiction,,contradiction
636,entailment,,entailment
935,entailment,,contradiction
824,neutral,,contradiction
727,entailment,,neutral
667,entailment,,neutral
964,entailment,,neutral
997,entailment,,neutral
505,entailment,,neutral
694,neutral,,neutral
785,contradiction,,contradiction
886,neutral,,neutral
554,contradiction,,contradiction
574,entailment,,neutral
525,entailment,,entailment
707,contradiction,,contradiction
804,entailment,,entailment
944,neutral,,contradiction
647,contradiction,,contradiction
756,entailment,,entailment
855,entailment,,entailment
915,entailment,,entailment
587,contradiction,,contradiction
616,entailment,,neutral
511,contradiction,,neutral
680,contradiction,,contradiction
983,contradiction,,contradiction
540,entailment,,entailment
892,neutral,,neutral
791,contradiction,,contradiction
921,entailment,,entailment
622,neutral,,neutral
762,entailment,,entailment
861,contradiction,,entailment
970,neutral,,neutral
673,neutral,,neutral
733,entailment,,neutral
830,neutral,,contradiction
723,entailment,,entailment
820,neutral,,neutral
960,entailment,,entailment
663,entailment,,entailment
772,neutral,,neutral
871,entailment,,neutral
931,entailment,,neutral
632,contradiction,,contradiction
882,entailment,,entailment
781,entailment,,neutral
550,neutral,,neutral
690,entailment,,entailment
501,contradiction,,entailment
993,entailment,,entailment
905,contradiction,,contradiction
606,entailment,,entailment
597,entailment,,entailment
746,entailment,,contradiction
845,contradiction,,contradiction
954,neutral,,entailment
657,entailment,,entailment
717,entailment,,entailment
814,neutral,,neutral
535,entailment,,neutral
564,entailment,,entailment
629,contradiction,,contradiction
769,neutral,,neutral
678,neutral,,entailment
738,entailment,,entailment
988,neutral,,neutral
899,neutral,,contradiction
889,neutral,,neutral
998,neutral,,contradiction
728,neutral,,contradiction
668,contradiction,,contradiction
779,contradiction,,contradiction
639,entailment,,entailment
759,entailment,,entailment
619,neutral,,neutral
588,neutral,,entailment
708,entailment,,entailment
648,entailment,,entailment
658,neutral,,neutral
718,neutral,,neutral
598,entailment,,neutral
609,entailment,,entailment
749,contradiction,,contradiction
758,entailment,,contradiction
589,contradiction,,neutral
618,entailment,,entailment
709,neutral,,neutral
649,entailment,,neutral
659,neutral,,contradiction
719,contradiction,,contradiction
608,neutral,,contradiction
599,contradiction,,contradiction
748,neutral,,neutral
628,neutral,,neutral
768,entailment,,entailment
679,entailment,,neutral
739,neutral,,neutral
989,contradiction,,contradiction
898,neutral,,neutral
888,entailment,,entailment
999,entailment,,entailment
729,entailment,,entailment
669,contradiction,,entailment
778,neutral,,neutral
638,neutral,,contradiction
579,entailment,,entailment
528,entailment,,entailment
809,contradiction,,contradiction
949,neutral,,neutral
858,entailment,,entailment
918,entailment,,entailment
908,entailment,,contradiction
848,entailment,,contradiction
959,contradiction,,contradiction
819,entailment,,entailment
538,entailment,,neutral
569,entailment,,contradiction
549,entailment,,entailment
798,entailment,,entailment
518,contradiction,,contradiction
689,contradiction,,contradiction
979,entailment,,neutral
839,contradiction,,contradiction
928,entailment,,neutral
868,entailment,,neutral
878,contradiction,,contradiction
938,entailment,,contradiction
829,entailment,,neutral
969,entailment,,entailment
699,entailment,,entailment
508,entailment,,neutral
788,entailment,,contradiction
559,entailment,,neutral
548,contradiction,,contradiction
799,contradiction,,neutral
688,neutral,,neutral
519,entailment,,entailment
978,entailment,,entailment
838,entailment,,neutral
929,entailment,,contradiction
869,neutral,,contradiction
879,contradiction,,entailment
939,entailment,,entailment
828,entailment,,entailment
968,neutral,,contradiction
509,entailment,,contradiction
698,contradiction,,contradiction
789,entailment,,entailment
558,entailment,,entailment
578,entailment,,contradiction
529,entailment,,neutral
808,neutral,,neutral
948,entailment,,entailment
859,entailment,,neutral
919,entailment,,neutral
909,neutral,,entailment
849,entailment,,entailment
958,entailment,,neutral
818,entailment,,contradiction
539,contradiction,,contradiction
568,entailment,,neutral
625,entailment,,neutral
926,contradiction,,contradiction
866,contradiction,,contradiction
765,entailment,,entailment
674,neutral,,contradiction
977,contradiction,,contradiction
837,entailment,,entailment
734,neutral,,contradiction
984,entailment,,entailment
516,entailment,,entailment
687,entailment,,entailment
547,entailment,,neutral
796,entailment,,neutral
895,neutral,,neutral
803,entailment,,contradiction
700,neutral,,neutral
640,neutral,,neutral
943,neutral,,neutral
852,entailment,,entailment
751,contradiction,,neutral
580,entailment,,neutral
611,contradiction,,contradiction
912,entailment,,entailment
573,neutral,,entailment
522,entailment,,entailment
532,neutral,,neutral
563,neutral,,contradiction
601,entailment,,neutral
590,entailment,,contradiction
902,entailment,,contradiction
842,entailment,,contradiction
741,neutral,,entailment
650,neutral,,contradiction
953,neutral,,contradiction
813,entailment,,entailment
710,entailment,,contradiction
786,contradiction,,entailment
885,entailment,,entailment
557,entailment,,contradiction
994,contradiction,,neutral
697,neutral,,neutral
506,contradiction,,contradiction
827,contradiction,,contradiction
724,entailment,,neutral
664,entailment,,neutral
967,neutral,,neutral
876,contradiction,,entailment
775,entailment,,neutral
635,neutral,,contradiction
936,entailment,,entailment
755,contradiction,,contradiction
856,neutral,,neutral
916,neutral,,neutral
615,entailment,,entailment
584,contradiction,,contradiction
704,contradiction,,contradiction
807,entailment,,entailment
947,contradiction,,contradiction
644,contradiction,,contradiction
526,entailment,,neutral
577,entailment,,neutral
973,neutral,,neutral
670,entailment,,neutral
730,neutral,,neutral
833,contradiction,,contradiction
922,neutral,,neutral
621,entailment,,entailment
761,contradiction,,contradiction
862,contradiction,,neutral
543,entailment,,entailment
891,neutral,,entailment
792,entailment,,entailment
683,contradiction,,contradiction
512,contradiction,,contradiction
980,neutral,,contradiction
502,contradiction,,neutral
693,entailment,,entailment
990,entailment,,entailment
881,contradiction,,contradiction
782,contradiction,,contradiction
553,neutral,,neutral
771,entailment,,entailment
872,contradiction,,contradiction
932,contradiction,,contradiction
631,neutral,,neutral
720,entailment,,entailment
823,neutral,,neutral
963,entailment,,entailment
660,entailment,,entailment
567,contradiction,,entailment
536,contradiction,,contradiction
957,contradiction,,entailment
654,entailment,,entailment
714,entailment,,entailment
817,neutral,,neutral
906,entailment,,entailment
594,entailment,,entailment
605,neutral,,contradiction
745,neutral,,neutral
846,entailment,,entailment
857,contradiction,,contradiction
754,neutral,,neutral
585,entailment,,entailment
614,entailment,,contradiction
917,contradiction,,contradiction
806,contradiction,,contradiction
705,entailment,,entailment
645,entailment,,entailment
946,entailment,,neutral
527,contradiction,,contradiction
576,entailment,,entailment
671,contradiction,,contradiction
972,entailment,,entailment
832,neutral,,neutral
731,contradiction,,contradiction
620,contradiction,,contradiction
923,contradiction,,contradiction
863,contradiction,,contradiction
760,neutral,,neutral
542,contradiction,,contradiction
793,entailment,,neutral
890,contradiction,,contradiction
981,entailment,,entailment
513,contradiction,,entailment
682,neutral,,neutral
991,entailment,,neutral
692,contradiction,,contradiction
503,entailment,,contradiction
783,entailment,,entailment
880,neutral,,neutral
552,neutral,,entailment
873,entailment,,entailment
770,contradiction,,contradiction
630,entailment,,entailment
933,neutral,,entailment
822,entailment,,entailment
721,neutral,,neutral
661,neutral,,neutral
962,neutral,,contradiction
566,contradiction,,contradiction
537,neutral,,entailment
655,entailment,,neutral
956,neutral,,contradiction
816,entailment,,entailment
715,neutral,,neutral
604,entailment,,neutral
595,entailment,,neutral
907,neutral,,neutral
847,entailment,,neutral
744,neutral,,entailment
927,entailment,,entailment
624,entailment,,entailment
764,contradiction,,contradiction
867,entailment,,entailment
976,neutral,,neutral
675,entailment,,entailment
735,entailment,,entailment
836,contradiction,,contradiction
686,contradiction,,contradiction
517,entailment,,neutral
985,neutral,,neutral
546,entailment,,entailment
894,entailment,,entailment
797,contradiction,,contradiction
701,contradiction,,contradiction
802,entailment,,neutral
942,entailment,,entailment
641,contradiction,,contradiction
750,entailment,,entailment
853,neutral,,neutral
913,entailment,,neutral
610,entailment,,neutral
581,contradiction,,contradiction
572,contradiction,,contradiction
523,entailment,,neutral
533,contradiction,,contradiction
562,entailment,,neutral
903,contradiction,,entailment
591,entailment,,entailment
600,entailment,,entailment
740,contradiction,,contradiction
843,entailment,,entailment
952,entailment,,neutral
651,entailment,,entailment
711,entailment,,entailment
812,contradiction,,contradiction
884,contradiction,,contradiction
787,neutral,,neutral
556,neutral,,neutral
507,entailment,,entailment
696,entailment,,entailment
995,neutral,,contradiction
725,contradiction,,contradiction
826,entailment,,neutral
966,neutral,,entailment
665,neutral,,contradiction
774,entailment,,entailment
877,entailment,,neutral
937,neutral,,neutral
634,entailment,,neutral
1046,neutral,,contradiction
1106,contradiction,,contradiction
1297,entailment,,neutral
1017,entailment,,entailment
1386,entailment,,entailment
1157,entailment,,contradiction
1375,neutral,,neutral
1235,contradiction,,contradiction
1324,neutral,,neutral
1264,neutral,,neutral
1163,contradiction,,contradiction
1023,entailment,,entailment
1132,entailment,,neutral
1072,entailment,,neutral
1250,contradiction,,contradiction
1081,entailment,,neutral
1310,neutral,,contradiction
1190,contradiction,,contradiction
1201,neutral,,neutral
1341,entailment,,entailment
1499,contradiction,,contradiction
1489,entailment,,neutral
1351,neutral,,neutral
1211,neutral,,contradiction
1180,entailment,,neutral
1300,neutral,,neutral
1091,entailment,,contradiction
1240,neutral,,neutral
1062,entailment,,entailment
1033,entailment,,neutral
1173,entailment,,entailment
1274,contradiction,,contradiction
1334,contradiction,,contradiction
1225,entailment,,neutral
1365,entailment,,entailment
1147,entailment,,neutral
1396,neutral,,neutral
1007,contradiction,,contradiction
1287,entailment,,entailment
1116,entailment,,entailment
1056,entailment,,entailment
1136,contradiction,,contradiction
1076,contradiction,,contradiction
1167,entailment,,entailment
1027,neutral,,neutral
1205,contradiction,,contradiction
1194,entailment,,entailment
1345,neutral,,neutral
1254,entailment,,entailment
1314,entailment,,entailment
1085,contradiction,,contradiction
1382,neutral,,contradiction
1013,contradiction,,contradiction
1153,entailment,,neutral
1042,neutral,,neutral
1293,entailment,,entailment
1102,entailment,,neutral
1320,entailment,,entailment
1260,neutral,,entailment
1371,entailment,,entailment
1231,entailment,,neutral
1221,entailment,,entailment
1361,entailment,,contradiction
1270,neutral,,neutral
1330,entailment,,neutral
1112,contradiction,,contradiction
1283,contradiction,,contradiction
1052,contradiction,,contradiction
1143,entailment,,entailment
1003,contradiction,,neutral
1392,entailment,,entailment
1095,entailment,,entailment
1304,entailment,,contradiction
1244,neutral,,contradiction
1355,entailment,,contradiction
1184,neutral,,contradiction
1215,contradiction,,entailment
1037,entailment,,contradiction
1177,contradiction,,neutral
1066,neutral,,neutral
1126,entailment,,neutral
1137,contradiction,,entailment
1077,entailment,,entailment
1166,contradiction,,contradiction
1026,entailment,,entailment
1195,entailment,,neutral
1204,neutral,,neutral
1344,entailment,,entailment
1255,neutral,,neutral
1084,entailment,,neutral
1315,neutral,,neutral
1012,entailment,,neutral
1383,entailment,,entailment
1152,entailment,,entailment
1043,neutral,,contradiction
1103,neutral,,contradiction
1292,contradiction,,contradiction
1321,neutral,,neutral
1261,entailment,,neutral
1370,neutral,,contradiction
1230,entailment,,entailment
1220,entailment,,contradiction
1360,neutral,,neutral
1271,contradiction,,contradiction
1331,neutral,,contradiction
1282,entailment,,neutral
1113,entailment,,entailment
1053,entailment,,entailment
1142,contradiction,,contradiction
1393,entailment,,neutral
1002,entailment,,entailment
1305,contradiction,,entailment
1094,contradiction,,contradiction
1245,entailment,,entailment
1354,neutral,,neutral
1214,neutral,,contradiction
1185,entailment,,entailment
1036,entailment,,neutral
1176,entailment,,entailment
1067,neutral,,contradiction
1127,entailment,,contradiction
1047,entailment,,entailment
1296,entailment,,entailment
1107,entailment,,entailment
1387,entailment,,neutral
1016,contradiction,,contradiction
1156,neutral,,neutral
1374,entailment,,entailment
1234,entailment,,neutral
1325,contradiction,,contradiction
1265,neutral,,contradiction
1162,entailment,,neutral
1022,contradiction,,contradiction
1133,contradiction,,contradiction
1073,contradiction,,contradiction
1251,entailment,,entailment
1311,entailment,,entailment
1080,entailment,,entailment
1200,entailment,,entailment
1191,entailment,,entailment
1340,contradiction,,contradiction
1498,neutral,,neutral
1488,entailment,,entailment
1350,entailment,,entailment
1181,contradiction,,contradiction
1210,neutral,,neutral
1090,entailment,,neutral
1301,neutral,,contradiction
1241,neutral,,contradiction
1063,neutral,,neutral
1123,neutral,,neutral
1032,entailment,,entailment
1172,neutral,,contradiction
1275,contradiction,,entailment
1335,entailment,,entailment
1224,entailment,,entailment
1364,entailment,,contradiction
1146,entailment,,entailment
1006,neutral,,neutral
1397,neutral,,contradiction
1117,entailment,,neutral
1286,neutral,,contradiction
1057,entailment,,neutral
1405,entailment,,neutral
1454,contradiction,,contradiction
1493,contradiction,,contradiction
1460,contradiction,,contradiction
1431,neutral,,entailment
1169,contradiction,,contradiction
1029,entailment,,entailment
1138,neutral,,neutral
1078,neutral,,neutral
1068,entailment,,entailment
1128,neutral,,entailment
1039,neutral,,neutral
1179,entailment,,entailment
1421,contradiction,,contradiction
1470,entailment,,entailment
1483,entailment,,neutral
1444,entailment,,neutral
1415,contradiction,,contradiction
1497,entailment,,entailment
1435,entailment,,neutral
1464,entailment,,entailment
1450,entailment,,neutral
1401,neutral,,entailment
1019,entailment,,contradiction
1388,contradiction,,contradiction
1159,contradiction,,neutral
1048,neutral,,neutral
1108,neutral,,neutral
1299,entailment,,entailment
